question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u24_l3_p1,u24_l3,user,,right,none,1,,0,________.,,京都に行ったことがある。,,I've been to Kyoto,I've|been|to|Kyoto,24-3-1-a.mp3,
u24_l3_p2,u24_l3,user,,right,none,1,,0,________.,,そのゲームをやったことがある。,,I've played the game,I've|played|the|game,24-3-2-a.mp3,
u24_l3_p3,u24_l3,user,,right,none,1,,0,________.,,馬に乗ったことがある。,,I've ridden a horse,I've|ridden|a|horse,24-3-3-a.mp3,
u24_l3_p4,u24_l3,user,,right,none,1,,0,________.,,お母さんは沖縄を訪れたことがある,,My mom has visited Okinawa,My|mom|has|visited|Okinawa,24-3-4-a.mp3,
u24_l3_p5,u24_l3,user,,right,none,1,,0,________.,,東京で寿司を食べたことがある。,,I've eaten sushi in Tokyo,I've|eaten|sushi|in|Tokyo,24-3-5-a.mp3,
u24_l3_p6,u24_l3,user,,right,none,1,,0,________.,,この本を読んだことがある。,,I've read this book before,I've|read|this|book|before,24-3-6-a.mp3,
u24_l3_p7,u24_l3,user,user,right,right,1,1,0,________.,Can I play games now?,宿題を終えたよ。,もうゲームしていい？,I've finished my homework,I've|finished|my|homework,24-3-7-a.mp3,24-3-7-b.mp3
u24_l3_p8,u24_l3,user,,right,none,1,,0,________.,,部屋を掃除したよ。,,I've cleaned my room,I've|cleaned|my|room,24-3-8-a.mp3,
u24_l3_p9,u24_l3,user,05.png,right,left,1,1,0,________.,Let's watch TV together.,皿洗いをしたよ。,じゃあ一緒にテレビ見よう。,I've washed the dishes,I've|washed|the|dishes,24-3-9-a.mp3,24-3-9-b.mp3
u24_l3_p10,u24_l3,user,05.png,right,left,1,1,0,________.,You should go to the police station.,財布をなくしてしまった。,交番に行ったほうがいいよ。,I've lost my wallet,I've|lost|my|wallet,24-3-10-a.mp3,24-3-10-b.mp3
u24_l3_p11,u24_l3,user,05.png,right,left,1,1,0,________.,Are you okay?,メガネを壊してしまった。,大丈夫？,I've broken my glasses,I've|broken|my|glasses,24-3-11-a.mp3,24-3-11-b.mp3
u24_l3_p12,u24_l3,user,05.png,right,left,1,1,0,________.,Let's hurry and get on.,電車が到着した。,急いで乗ろう。,The train has arrived,The|train|has|arrived,24-3-12-a.mp3,24-3-12-b.mp3
u24_l3_p13,u24_l3,user,,right,none,1,,0,________.,,試合が始まった。,,The game has started,The|game|has|started,24-3-13-a.mp3,
u24_l5_p1,u24_l5,05.png,,left,none,1,,0,________.,,父はこの会社で20年間働いています。,,My father has worked at this company for twenty years,My|father|has|worked|at|this|company|for|twenty|years,24-5-1-a.mp3,
u24_l5_p2,u24_l5,05.png,,left,none,1,,0,________.,,私たちは長い付き合いです。,,We have known each other for a long time,We|have|known|each|other|for|a|long|time,24-5-2-a.mp3,
u24_l5_p3,u24_l5,05.png,,left,none,1,,0,________.,,一日中雨が降ってるね,,It has rained all day,It|has|rained|all|day,24-5-3-a.mp3,
u24_l5_p4,u24_l5,05.png,,left,none,1,,0,________.,,その店は9時から営業しています。,,The shop has been open since nine o'clock,The|shop|has|been|open|since|nine|o'clock,24-5-4-a.mp3,
u24_l5_p5,u24_l5,05.png,,left,none,1,,0,________.,,彼らは何年もこの町に住んでいます。,,They have lived in this town for many years,They|have|lived|in|this|town|for|many|years,24-5-5-a.mp3,
u24_l5_p6,u24_l5,05.png,,left,none,1,,0,________.,,妹は6年間英語を勉強しています。,,My sister has studied English for six years,My|sister|has|studied|English|for|six|years,24-5-6-a.mp3,
u24_l5_p7,u24_l5,05.png,,left,none,1,,0,________.,,その犬は午後ずっとソファで寝ています。,,The dog has slept on the sofa all afternoon,The|dog|has|slept|on|the|sofa|all|afternoon,24-5-7-a.mp3,
u24_l5_p8,u24_l5,05.png,05.png,left,left,1,1,0,________.,I'm thinking about getting a new one.,私はこのスマホを3年間使っています。,そろそろ買い替えようかな。,I have had this phone for three years,I|have|had|this|phone|for|three|years,24-5-8-a.mp3,24-5-8-b.mp3
u24_l5_p9,u24_l5,05.png,,left,none,1,,0,________.,,彼女はここで1時間待っています。,,She has waited here for an hour,She|has|waited|here|for|an|hour,24-5-9-a.mp3,
u24_l5_p10,u24_l5,05.png,,left,none,1,,0,________.,,その城は何百年もここに建っています。,,The castle has stood here for hundreds of years,The|castle|has|stood|here|for|hundreds|of|years,24-5-10-a.mp3,
u24_l7_p1,u24_l7,user,user,right,right,1,1,0,________.,I need a little more time.,まだ宿題終わってないんだ。,もう少し時間が必要なんだ。,I haven't finished my homework yet,I|haven't|finished|my|homework|yet,24-7-1-a.mp3,24-7-1-b.mp3
u24_l7_p2,u24_l7,user,,right,none,1,,0,________?,,もう夕飯食べた？,,Have you eaten dinner yet,Have|you|eaten|dinner|yet,24-7-2-a.mp3,
u24_l7_p3,u24_l7,user,user,right,right,1,1,0,________.,I'm really hungry.,まだ夕飯食べてないんだ。,すごくお腹すいた。,I haven't eaten dinner yet,I|haven't|eaten|dinner|yet,24-7-3-a.mp3,24-7-3-b.mp3
u24_l7_p4,u24_l7,user,user,right,right,1,1,0,________?,The ending is amazing.,この映画もう見た？,ラストがすごいよ。,Have you seen this movie yet,Have|you|seen|this|movie|yet,24-7-4-a.mp3,24-7-4-b.mp3
u24_l7_p5,u24_l7,user,user,right,right,1,1,0,________.,Don't tell me the ending.,まだそれ見てないんだ。,結末は言わないでね。,I haven't seen it yet,I|haven't|seen|it|yet,24-7-5-a.mp3,24-7-5-b.mp3
u24_l7_p6,u24_l7,user,user,right,right,1,1,0,________?,You should tell her soon.,もう先生と話した？,早めに伝えた方がいいよ。,Have you talked to your teacher yet,Have|you|talked|to|your|teacher|yet,24-7-6-a.mp3,24-7-6-b.mp3
u24_l7_p7,u24_l7,user,user,right,right,1,1,0,________.,I'm a little nervous.,まだ先生と話してないんだ。,ちょっと緊張する。,I haven't talked to her yet,I|haven't|talked|to|her|yet,24-7-7-a.mp3,24-7-7-b.mp3
u24_l7_p8,u24_l7,user,user,right,right,1,1,0,________?,Not yet. We have time.,電車もう着いた？,まだ。時間あるよ。,Has the train arrived yet,Has|the|train|arrived|yet,24-7-8-a.mp3,24-7-8-b.mp3
u24_l7_p9,u24_l7,user,user,right,right,1,1,0,________?,Mom is coming home soon.,部屋もう片付けた？,もうすぐお母さん帰ってくるよ。,Have you cleaned your room yet,Have|you|cleaned|your|room|yet,24-7-9-a.mp3,24-7-9-b.mp3
u24_l7_p10,u24_l7,user,user,right,right,1,1,0,________.,I'll do it now.,まだ片付けてないんだ。,今やるよ。,I haven't cleaned it yet,I|haven't|cleaned|it|yet,24-7-10-a.mp3,24-7-10-b.mp3
u24_l7_p11,u24_l7,user,user,right,right,1,1,0,________?,You were looking for it this morning.,財布見つかった？,今朝探してたよね。,Have you found your wallet yet,Have|you|found|your|wallet|yet,24-7-11-a.mp3,24-7-11-b.mp3
u24_l7_p12,u24_l7,user,user,right,right,1,1,0,________?,I want to read it.,Pochiはもう物語を書き終えた？,読みたいんだけど。,Has Pochi finished the story yet,Has|Pochi|finished|the|story|yet,24-7-12-a.mp3,24-7-12-b.mp3
