question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u32_l8_p1,u32_l8,05.png,05.png,left,left,1,1,1,________.,The food was amazing.,初デートしたレストランだよ。,料理おいしかったなあ。,This is the restaurant where we had our first date,This|is|the|restaurant|where|we|had|our|first|date,32-8-1-a.mp3,32-8-1-b.mp3
u32_l8_p2,u32_l8,05.png,,left,none,1,,1,________.,,初めて会った日のこと、覚えてるよ。,,I remember the day when we first met,I|remember|the|day|when|we|first|met,32-8-2-a.mp3,
u32_l8_p3,u32_l8,user,user,right,right,1,1,1,________?,The library's closed today.,勉強できる場所知ってる？,図書館、今日閉まってて。,Do you know a place where we can study,Do|you|know|a|place|where|we|can|study,32-8-3-a.mp3,32-8-3-b.mp3
u32_l8_p4,u32_l8,user,user,right,right,1,1,1,________.,Sorry about that.,それが遅刻した理由なんだ。,ごめんね。,That's the reason why I was late,That's|the|reason|why|I|was|late,32-8-4-a.mp3,32-8-4-b.mp3
u32_l8_p5,u32_l8,user,,right,none,1,,1,________.,,夏は、一番いきいきする季節なんだ。,,Summer is the season when I feel most alive,Summer|is|the|season|when|I|feel|most|alive,32-8-5-a.mp3,
u32_l8_p6,u32_l8,05.png,05.png,left,left,1,1,1,________.,Nothing's changed.,ここ、僕が育った町なんだ。,何も変わってないな。,This is the town where I grew up,This|is|the|town|where|I|grew|up,32-8-6-a.mp3,32-8-6-b.mp3
u32_l8_p7,u32_l8,user,user,right,right,1,1,1,________.,I want to understand.,なんで怒ってるのか教えて。,ちゃんと分かりたいんだ。,Tell me the reason why you're upset,Tell|me|the|reason|why|you're|upset,32-8-7-a.mp3,32-8-7-b.mp3
u32_l8_p8,u32_l8,05.png,,left,none,1,,1,________.,,海を見た瞬間、一生忘れないよ。,,I'll never forget the moment when I saw the ocean,I'll|never|forget|the|moment|when|I|saw|the|ocean,32-8-8-a.mp3,
u32_l8_p9,u32_l8,05.png,,left,none,1,,1,________?,,切手を買える店ある？,,Is there a shop where I can buy stamps,Is|there|a|shop|where|I|can|buy|stamps,32-8-9-a.mp3,
u32_l8_p10,u32_l8,05.png,,left,none,1,,1,________.,,子どもの頃よく遊んだ公園だよ。,,This is the park where I used to play as a kid,This|is|the|park|where|I|used|to|play|as|a|kid,32-8-10-a.mp3,
