question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u10_l2_p1,u10_l2,05.png,user,left,right,1,1,0,________?,"Yeah, but I can't dive at all!",あなた泳げる？,うん、でも潜るのは全然ダメ！,Can you swim,Can|you|swim,10-2-1-a.mp3,10-2-1-b.mp3
u10_l2_p2,u10_l2,05.png,user,left,right,1,1,0,________!,No way! show me!,やっとハンドルから手を離して自転車乗れた！,うそ、見せて見せて！,I can finally ride my bike with no hands,I|can|finally|ride|my|bike|with|no|hands,10-2-2-a.mp3,10-2-2-b.mp3
u10_l2_p3,u10_l2,05.png,user,left,right,1,1,0,________?,A little. He can say basic stuff.,お父さんって英語しゃべれるの？,ちょっとだけ。簡単なことなら言えるよ。,Can your dad speak English,Can|your|dad|speak|English,10-2-3-a.mp3,10-2-3-b.mp3
u10_l2_p4,u10_l2,05.png,user,left,right,1,1,0,________.,"Here, you can use mine.",消しゴムがどこにもない。,はい、私のを使っていいよ。,I can't find my eraser anywhere,I|can't|find|my|eraser|anywhere,10-2-4-a.mp3,10-2-4-b.mp3
u10_l2_p5,u10_l2,05.png,user,left,right,1,1,0,________?,"Sorry, I can't. I have piano practice.",今日公園来れる？,ごめん、いけない。ピアノの練習があって。,Can you come to the park today,Can|you|come|to|the|park|today,10-2-5-a.mp3,10-2-5-b.mp3
u10_l2_p6,u10_l2,05.png,user,left,right,1,1,0,"Whoa, ________!",She wins every race.,わあ、彼女めっちゃ足速いね！,彼女、いつも1位だよ。,she can run really fast,she|can|run|really|fast,10-2-6-a.mp3,10-2-6-b.mp3
u10_l2_p7,u10_l2,05.png,user,left,right,1,1,0,________?,Sure! Which one?,この数学の問題、教えてくれない？,いいよ！どれ？,Can you help me with this math problem,Can|you|help|me|with|this|math|problem,10-2-7-a.mp3,10-2-7-b.mp3
u10_l2_p8,u10_l2,05.png,user,left,right,1,1,0,________.,Oh yeah! I think it's the festival!,外で何か聞こえる。,あ、ほんとだ！お祭りじゃないかな！,I can hear something outside,I|can|hear|something|outside,10-2-8-a.mp3,10-2-8-b.mp3
u10_l2_p9,u10_l2,05.png,user,left,right,1,1,0,________.,Really? Even curry?,彼、辛いものが全然食べられないんだよ。,え、ほんと？カレーも？,He can't eat spicy food at all,He|can't|eat|spicy|food|at|all,10-2-9-a.mp3,10-2-9-b.mp3
u10_l2_p10,u10_l2,05.png,user,left,right,1,1,0,________?,Hmm… I can read it but I don't know what it means.,この漢字読める？,うーん…読めるけど意味が分からない。,Can you read this kanji,Can|you|read|this|kanji,10-2-10-a.mp3,10-2-10-b.mp3
u10_l4_p1,u10_l4,05.png,user,left,right,1,1,0,________?,Of course! Go ahead.,ここ座っていい？,もちろん！どうぞ。,Can I sit here,Can|I|sit|here,10-4-1-a.mp3,10-4-1-b.mp3
u10_l4_p2,u10_l4,05.png,user,left,right,1,1,0,________.,"Oh, thanks! That helps a lot.",バッグはここに置いていいよ。,あ、ありがとう！助かる！,You can leave your bag here,You|can|leave|your|bag|here,10-4-2-a.mp3,10-4-2-b.mp3
u10_l4_p3,u10_l4,05.png,user,left,right,1,1,0,________.,"Whoa, really? I'll be careful.",この道、冬はすごく凍ることがあるんだよ。,え、マジで？気をつけよう。,This road can get super icy in winter,This|road|can|get|super|icy|in|winter,10-4-3-a.mp3,10-4-3-b.mp3
u10_l4_p4,u10_l4,05.png,user,left,right,1,1,0,________?,"Sure, but it can be slow sometimes.",ちょっとスマホ借りていい？,いいよ、でも時々遅くなるよ。,Can I use your phone for a sec,Can|I|use|your|phone|for|a|sec,10-4-4-a.mp3,10-4-4-b.mp3
u10_l4_p5,u10_l4,05.png,user,left,right,1,1,0,________!,"Oops, sorry!",廊下は走ったらダメ！,あ、ごめんなさい！,You can't run in the hallway,You|can't|run|in|the|hallway,10-4-5-a.mp3,10-4-5-b.mp3
u10_l4_p6,u10_l4,05.png,user,left,right,1,1,0,________? It's so hot in here.,"Yeah, please do!",窓開けていい？暑くて死にそう。,うん、開けて開けて！,Can I open the window,Can|I|open|the|window,10-4-6-a.mp3,10-4-6-b.mp3
u10_l4_p7,u10_l4,05.png,user,left,right,1,1,0,________ when he's in a good mood.,"Ha, totally. He made me cry laughing yesterday.",彼って機嫌いいときめちゃくちゃ面白いよね。,ほんとそれ。昨日泣くほど笑わされた。,He can be really funny,He|can|be|really|funny,10-4-7-a.mp3,10-4-7-b.mp3
u10_l4_p8,u10_l4,05.png,user,left,right,1,1,0,________ ,Help yourself! Mom made a ton.,ひとつ食べていい？,どうぞ！お母さんがたくさん作ったから。,Can I try one?,Can|I|try|one?,10-4-8-a.mp3,10-4-8-b.mp3
u10_l4_p9,u10_l4,05.png,user,left,right,1,1,0,"________, you know.","Ugh, I know, I know…",授業中はスマホ使えないって知ってるよね。,あー、分かってる分かってる…。,You can't use your phone during class,You|can't|use|your|phone|during|class,10-4-9-a.mp3,10-4-9-b.mp3
u10_l4_p10,u10_l4,05.png,user,left,right,1,1,0,________.,"Yeah, nobody's perfect!",彼女でもたまにミスすることがあるんだよ。,だよね、完璧な人なんていないよ！,Even she can make mistakes sometimes,Even|she|can|make|mistakes|sometimes,10-4-10-a.mp3,10-4-10-b.mp3
u10_l6_p1,u10_l6,05.png,user,left,right,1,1,0,________?,"Sure, what's up?",ちょっと聞いてもいいですか？,もちろん、どうしたの？,May I ask you something,May|I|ask|you|something,10-6-1-a.mp3,10-6-1-b.mp3
u10_l6_p2,u10_l6,05.png,user,left,right,1,1,0,________ so bring an umbrella.,Ugh really? It was sunny this morning!,午後から雨かもしれないから傘持ってきてね。,えー、マジで？朝は晴れてたのに！,It may rain this afternoon,It|may|rain|this|afternoon,10-6-2-a.mp3,10-6-2-b.mp3
u10_l6_p3,u10_l6,05.png,user,left,right,1,1,0,________?,"Of course, go ahead.",トイレに行ってもいいですか？,もちろん、どうぞ。,May I go to the bathroom,May|I|go|to|the|bathroom,10-6-3-a.mp3,10-6-3-b.mp3
u10_l6_p4,u10_l6,05.png,user,left,right,1,1,0,________.,"Oh no, is she okay?",彼女、明日学校来ないかもしれない。,え、大丈夫なのかな？,She may not come to school tomorrow,She|may|not|come|to|school|tomorrow,10-6-4-a.mp3,10-6-4-b.mp3
u10_l6_p5,u10_l6,05.png,user,left,right,1,1,0,________?,"Yeah, but you may need to sharpen it first.",鉛筆借りていいですか？,いいよ、でも削らないとダメかも。,May I borrow your pencil,May|I|borrow|your|pencil,10-6-5-a.mp3,10-6-5-b.mp3
u10_l6_p6,u10_l6,05.png,user,left,right,1,1,0,________.,Oh no! Who told him?!,彼、もうサプライズパーティーのこと知ってるかもしれない。,えー！誰が言ったの！？,He may already know about the surprise party,He|may|already|know|about|the|surprise|party,10-6-6-a.mp3,10-6-6-b.mp3
u10_l6_p7,u10_l6,05.png,user,left,right,1,1,0,________.,"Wait, seriously? That's so helpful!",テスト中は辞書を使ってもいいです。,え、マジで？めちゃくちゃ助かる！,You may use a dictionary during the test,You|may|use|a|dictionary|during|the|test,10-6-7-a.mp3,10-6-7-b.mp3
u10_l6_p8,u10_l6,05.png,user,left,right,1,1,0,Where's your textbook?,I'm not sure… ________.,あなた、教科書どこにやったの？,わからないけど…ロッカーの中かも。,it may be in my locker,it|may|be|in|my|locker,10-6-8-a.mp3,10-6-8-b.mp3
u10_l6_p9,u10_l6,05.png,user,left,right,1,1,0,________.,"Whoa, okay! Why not though?",この部屋には入ってはいけません。,わ、分かった！でもなんで？,You may not enter this room,You|may|not|enter|this|room,10-6-9-a.mp3,10-6-9-b.mp3
u10_l6_p10,u10_l6,05.png,user,left,right,1,1,0,________ but I think the answer is 35.,"Hmm, let me check… yeah you're right!",違うかもしれないけど、答えは35だと思う。,うーん、確認してみると…あってる！,I may be wrong,I|may|be|wrong,10-6-10-a.mp3,10-6-10-b.mp3
u10_l8_p1,u10_l8,05.png,user,left,right,1,1,0,________?,"Sure, no problem!",これ運ぶの手伝ってくれる？,いいよ、任せて！,Will you help me carry this,Will|you|help|me|carry|this,10-8-1-a.mp3,10-8-1-b.mp3
u10_l8_p2,u10_l8,05.png,user,left,right,1,1,0,________!,That's the spirit! Go for it!,絶対にあきらめない！,その調子！頑張れ！,I will never give up,I|will|never|give|up,10-8-2-a.mp3,10-8-2-b.mp3
u10_l8_p3,u10_l8,05.png,user,left,right,1,1,0,________.,"Ugh, winter is really here huh.",明日は寒くなるからジャケット着てきてね。,はあ、ついに冬だね。,It will be cold tomorrow so wear a jacket,It|will|be|cold|tomorrow|so|wear|a|jacket,10-8-3-a.mp3,10-8-3-b.mp3
u10_l8_p4,u10_l8,05.png,user,left,right,1,1,0,________?,I think so. Let's head over now!,試合、時間通りに始まるかな？,たぶん。もう行こうよ！,Will the game start on time,Will|the|game|start|on|time,10-8-4-a.mp3,10-8-4-b.mp3
u10_l8_p5,u10_l8,05.png,user,left,right,1,1,0,________. I promise.,Thank you. I really mean it.,誰にも言わない、約束する。,ありがとう。本当に助かる。,I won't tell anyone,I|won't|tell|anyone,10-8-5-a.mp3,10-8-5-b.mp3
u10_l8_p6,u10_l8,05.png,user,left,right,1,1,0,________ when she sees this.,I know! I can't wait to see her face!,これを見たら彼女めちゃくちゃびっくりするよ。,だよね！顔が見たい！,She will be so surprised,She|will|be|so|surprised,10-8-6-a.mp3,10-8-6-b.mp3
u10_l8_p7,u10_l8,05.png,user,left,right,1,1,0,________?,Yeah why?,明日学校来る？,うん、なんで？,Will you be at school tomorrow,Will|you|be|at|school|tomorrow,10-8-7-a.mp3,10-8-7-b.mp3
u10_l8_p8,u10_l8,user,user,left,left,1,1,0,________.,For real this time.,今日こそ部屋を片付ける。,本当に今度こそ。,I will clean my room today,I|will|clean|my|room|today,10-8-8-a.mp3,10-8-8-b.mp3
u10_l8_p9,u10_l8,05.png,user,left,right,1,1,0,"________, I promise.","Okay, but you always say that!",時間かかんないから、約束する。,分かった、でもいつもそう言うじゃん！,It won't take long,It|won't|take|long,10-8-9-a.mp3,10-8-9-b.mp3
u10_l8_p10,u10_l8,05.png,user,left,right,1,1,0,________?,I think it will. Don't worry too much.,全部うまくいくのかな。,きっとうまくいくよ。あんまり心配しすぎないで。,Will everything be okay,Will|everything|be|okay,10-8-10-a.mp3,10-8-10-b.mp3
u10_l10_p1,u10_l10,05.png,user,left,right,1,1,0,________?,A little. He can say basic stuff.,お父さんって英語しゃべれるの？,ちょっとだけ。簡単なことなら言えるよ。,Can your dad speak English,Can|your|dad|speak|English,10-2-3-a.mp3,10-2-3-b.mp3
u10_l10_p2,u10_l10,05.png,user,left,right,1,1,0,________?,"Sorry, I can't. I have piano practice.",今日公園来れる？,ごめん、いけない。ピアノの練習があって。,Can you come to the park today,Can|you|come|to|the|park|today,10-2-5-a.mp3,10-2-5-b.mp3
u10_l10_p3,u10_l10,05.png,user,left,right,1,1,0,________.,Oh yeah! I think it's the festival!,外で何か聞こえる。,あ、ほんとだ！お祭りじゃないかな！,I can hear something outside,I|can|hear|something|outside,10-2-8-a.mp3,10-2-8-b.mp3
u10_l10_p4,u10_l10,05.png,user,left,right,1,1,0,________.,Really? Even curry?,彼、辛いものが全然食べられないんだよ。,え、ほんと？カレーも？,He can't eat spicy food at all,He|can't|eat|spicy|food|at|all,10-2-9-a.mp3,10-2-9-b.mp3
u10_l10_p5,u10_l10,05.png,user,left,right,1,1,0,________?,"Sure, but it can be slow sometimes.",ちょっとスマホ借りていい？,いいよ、でも時々遅くなるよ。,Can I use your phone for a sec,Can|I|use|your|phone|for|a|sec,10-4-4-a.mp3,10-4-4-b.mp3
u10_l10_p6,u10_l10,05.png,user,left,right,1,1,0,________!,"Oops, sorry!",廊下は走ったらダメ！,あ、ごめんなさい！,You can't run in the hallway,You|can't|run|in|the|hallway,10-4-5-a.mp3,10-4-5-b.mp3
u10_l10_p7,u10_l10,05.png,user,left,right,1,1,0,________.,"Yeah, nobody's perfect!",彼女でもたまにミスすることがあるんだよ。,だよね、完璧な人なんていないよ！,Even she can make mistakes sometimes,Even|she|can|make|mistakes|sometimes,10-4-10-a.mp3,10-4-10-b.mp3
u10_l10_p8,u10_l10,05.png,user,left,right,1,1,0,________.,"Oh no, is she okay?",彼女、明日学校来ないかもしれない。,え、大丈夫なのかな？,She may not come to school tomorrow,She|may|not|come|to|school|tomorrow,10-6-4-a.mp3,10-6-4-b.mp3
u10_l10_p9,u10_l10,05.png,user,left,right,1,1,0,________?,"Yeah, but you may need to sharpen it first.",鉛筆借りていいですか？,いいよ、でも削らないとダメかも。,May I borrow your pencil,May|I|borrow|your|pencil,10-6-5-a.mp3,10-6-5-b.mp3
u10_l10_p10,u10_l10,05.png,user,left,right,1,1,0,________.,"Wait, seriously? That's so helpful!",テスト中は辞書を使ってもいいです。,え、マジで？めちゃくちゃ助かる！,You may use a dictionary during the test,You|may|use|a|dictionary|during|the|test,10-6-7-a.mp3,10-6-7-b.mp3
