question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u38_l7_p1,u38_l7,user,Matthew.png,right,left,1,1,1,________?,Not at all.,窓を開けていただけますか？,いいですよ。,Would you mind opening the window,Would|you|mind|opening|the|window,38-7-1-a.mp3,38-7-1-b.mp3
u38_l7_p2,u38_l7,user,05.png,right,left,1,1,1,________?,"That's fine, I'm not in a hurry.",少々お待ちいただけますか？,大丈夫です、急いでないので。,Would you mind waiting a few minutes,Would|you|mind|waiting|a|few|minutes,38-7-2-a.mp3,38-7-2-b.mp3
u38_l7_p3,u38_l7,user,05.png,right,left,1,1,1,________?,"Sure, what do you need?",お忙しいところすみません、手伝っていただけますか？,もちろん、何でしょう？,"I'm sorry to bother you, but could you help me","I'm|sorry|to|bother|you,|but|could|you|help|me",38-7-3-a.mp3,38-7-3-b.mp3
u38_l7_p4,u38_l7,user,05.png,right,left,1,1,1,________?,"No, it's free. Please sit.",すみません、この席空いてますか？,ええ、空いてますよ。どうぞ。,"I'm sorry to bother you, but is this seat taken","I'm|sorry|to|bother|you,|but|is|this|seat|taken",38-7-4-a.mp3,38-7-4-b.mp3
u38_l7_p5,u38_l7,05.png,user,left,right,1,1,1,________.,"Understood, I'll get back to you soon.",明日までにお返事いただけると助かります。,承知しました、すぐご連絡します。,I'd appreciate it if you could reply by tomorrow,I'd|appreciate|it|if|you|could|reply|by|tomorrow,38-7-5-a.mp3,38-7-5-b.mp3
u38_l7_p6,u38_l7,user,Kevin.png,right,left,1,1,1,________.,"Of course, my lips are sealed.",このこと内緒にしていただけると助かります。,もちろん、誰にも言いません。,I'd appreciate it if you could keep this a secret,I'd|appreciate|it|if|you|could|keep|this|a|secret,38-7-6-a.mp3,38-7-6-b.mp3
u38_l7_p7,u38_l7,user,Matthew.png,right,left,1,1,1,________?,"Go ahead, it is a bit warm.",窓を開けてもよろしいですか？,どうぞ、ちょっと暑いですもんね。,Would you mind if I opened the window,Would|you|mind|if|I|opened|the|window,38-7-7-a.mp3,38-7-7-b.mp3
u38_l7_p8,u38_l7,user,05.png,right,left,1,1,1,________?,"Sure, what's up?",お時間よろしいですか？,はい、どうしました？,"I'm sorry to bother you, but do you have a moment","I'm|sorry|to|bother|you,|but|do|you|have|a|moment",38-7-8-a.mp3,38-7-8-b.mp3
u38_l7_p9,u38_l7,05.png,,left,none,1,,1,________.,,早めに教えていただけると助かります。,,I'd appreciate it if you could let me know soon,I'd|appreciate|it|if|you|could|let|me|know|soon,38-7-9-a.mp3,
u38_l7_p10,u38_l7,user,05.png,right,left,1,1,1,________?,"Oh, sorry. Is this better?",もう少しゆっくり話していただけますか？,あ、すみません。これで大丈夫ですか？,Would you mind speaking a little more slowly,Would|you|mind|speaking|a|little|more|slowly,38-7-10-a.mp3,38-7-10-b.mp3
