question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u26_l2_p1,u26_l2,user,,right,none,1,,1,________.,,私は完全にあなたに同意する。（マジでそれな。）,,I totally agree with you,I|totally|agree|with|you,26-2-1-a.mp3,
u26_l2_p2,u26_l2,user,,right,none,1,,1,________.,,それは本当に予想外だった。,,That was totally unexpected,That|was|totally|unexpected,26-2-2-a.mp3,
u26_l2_p3,u26_l2,user,,right,none,1,,1,________.,,このゲームは本当に面白い。,,This game is really fun,This|game|is|really|fun,26-2-3-a.mp3,
u26_l2_p4,u26_l2,user,,right,none,1,,1,________.,,私はこの曲が本当に好きだ。,,I really like this song,I|really|like|this|song,26-2-4-a.mp3,
u26_l2_p5,u26_l2,user,,right,none,1,,1,________.,,彼女はとても親切だ。,,She is very kind,She|is|very|kind,26-2-5-a.mp3,
u26_l2_p6,u26_l2,user,,right,none,1,,1,________.,,私は今日はとても忙しい。,,I'm very busy today,I'm|very|busy|today,26-2-6-a.mp3,
u26_l2_p7,u26_l2,user,,right,none,1,,1,________.,,その映画はけっこう良かった。,,The movie was pretty good,The|movie|was|pretty|good,26-2-7-a.mp3,
u26_l2_p8,u26_l2,user,,right,none,1,,1,________.,,外はけっこう寒い。,,It's pretty cold outside,It's|pretty|cold|outside,26-2-8-a.mp3,
u26_l2_p9,u26_l2,user,,right,none,1,,1,________.,,今日はなんだか少し疲れている。,,I'm kind of tired today,I'm|kind|of|tired|today,26-2-9-a.mp3,
u26_l2_p10,u26_l2,user,,right,none,1,,1,________.,,その質問はちょっと難しい。,,That question is kind of difficult,That|question|is|kind|of|difficult,26-2-10-a.mp3,
u26_l2_p11,u26_l2,user,,right,none,1,,1,________.,,私は少し緊張している。,,I'm a little nervous,I'm|a|little|nervous,26-2-11-a.mp3,
u26_l2_p12,u26_l2,user,,right,none,1,,1,________.,,そのコーヒーは少し熱い。,,The coffee is a little hot,The|coffee|is|a|little|hot,26-2-12-a.mp3,
u26_l2_p13,u26_l2,user,,right,none,1,,1,________.,,今日はめっちゃうれしい。,,I'm so happy today,I'm|so|happy|today,26-2-13-a.mp3,
u26_l2_p14,u26_l2,user,,right,none,1,,1,________.,,その話はすごく面白かった。,,That story was so interesting,That|story|was|so|interesting,26-2-14-a.mp3,
