question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u35_l2_p1,u35_l2,user,user,right,right,1,1,0,________.,Do you want anything?,パーティー用にお菓子買ってくるね。,何か要る？,I'll grab some snacks for the party,I'll|grab|some|snacks|for|the|party,35-2-1-a.mp3,35-2-1-b.mp3
u35_l2_p2,u35_l2,user,,right,none,1,,0,________.,,今夜、映画でも見ようよ。,,Let's watch some movies tonight,Let's|watch|some|movies|tonight,35-2-2-a.mp3,
u35_l2_p3,u35_l2,user,user,right,right,1,1,0,________.,Maybe I'm just tired.,なんか知らんけど、あくびが止まらない。,疲れてるだけかもしれん。,"For some reason, I can't stop yawning","For|some|reason,|I|can't|stop|yawning",35-2-3-a.mp3,35-2-3-b.mp3
u35_l2_p4,u35_l2,user,user,right,right,1,1,0,________!,There are plants everywhere.,ここ、ジャングルみたい！,植物だらけじゃん。,This place is like a jungle,This|place|is|like|a|jungle,35-2-4-a.mp3,35-2-4-b.mp3
u35_l2_p5,u35_l2,user,,right,none,1,,0,________.,,どこか楽しいとこ行こうよ、ビーチとかさ。,,"We should go somewhere fun, like the beach","We|should|go|somewhere|fun,|like|the|beach",35-2-5-a.mp3,
u35_l2_p6,u35_l2,user,user,right,right,1,1,0,"________""",She was so shocked.,彼女、「信じらんない！」って感じだった。,めっちゃ驚いてた。,"She was like, ""I can't believe it!","She|was|like,|""I|can't|believe|it!",35-2-6-a.mp3,35-2-6-b.mp3
u35_l2_p7,u35_l2,user,,right,none,1,,0,________.,,冬が好きな人もいるけど、私は違うな。,,"Some people love winter, but I don't","Some|people|love|winter,|but|I|don't",35-2-7-a.mp3,
u35_l2_p8,u35_l2,user,user,right,right,1,1,0,________.,We could barely move.,中、なんかー、めっちゃ混んでてさ。,ほとんど動けなかった。,"It was, like, super crowded in there","It|was,|like,|super|crowded|in|there",35-2-8-a.mp3,35-2-8-b.mp3
u35_l2_p9,u35_l2,user,,right,none,1,,0,________?,,お水もらえますか？,,"Can I have some water, please","Can|I|have|some|water,|please",35-2-9-a.mp3,
u35_l2_p10,u35_l2,user,user,right,right,1,1,0,"He just looked at me, like, really confused.",________.,彼、なんかすごい困った顔でこっち見ててさ。,ちょっと面白かった。,It was kind of funny,It|was|kind|of|funny,35-2-10-a.mp3,35-2-10-b.mp3
u35_l4_p1,u35_l4,user,user,right,right,1,1,0,________.,It's my first day.,明日のことで、なんか緊張してるかも。,初日なんだよね。,I'm kind of nervous about tomorrow,I'm|kind|of|nervous|about|tomorrow,35-4-1-a.mp3,35-4-1-b.mp3
u35_l4_p2,u35_l4,user,05.png,right,left,1,1,0,Do you like this song?,________.,この曲好き？,まあね。悪くない。,Kind of. It's okay,Kind|of.|It's|okay,35-4-2-a.mp3,35-4-2-b.mp3
u35_l4_p3,u35_l4,user,,right,none,1,,0,________.,,ちょっと長い話なんだけどね。,,It's kind of a long story,It's|kind|of|a|long|story,35-4-3-a.mp3,
u35_l4_p4,u35_l4,user,user,right,right,1,1,0,________.,That's all.,ただお礼が言いたかっただけ。,それだけだよ。,I just wanted to say thank you,I|just|wanted|to|say|thank|you,35-4-4-a.mp3,35-4-4-b.mp3
u35_l4_p5,u35_l4,user,,right,none,1,,0,________.,,ちょっと待って、もうすぐ準備できる。,,"Just a second, I'm almost ready","Just|a|second,|I'm|almost|ready",35-4-5-a.mp3,
u35_l4_p6,u35_l4,user,user,right,right,1,1,0,________?,Let me close the window.,ここ、なんか寒くない？,窓閉めるね。,"It's kind of cold in here, isn't it","It's|kind|of|cold|in|here,|isn't|it",35-4-6-a.mp3,35-4-6-b.mp3
u35_l4_p7,u35_l4,user,,right,none,1,,0,________.,,心配しないで、冗談だって。,,"Don't worry, I was just kidding","Don't|worry,|I|was|just|kidding",35-4-7-a.mp3,
u35_l4_p8,u35_l4,user,user,right,right,1,1,0,________.,You have to try it.,このケーキ、もう完璧。,絶対食べてみて。,This cake is just perfect,This|cake|is|just|perfect,35-4-8-a.mp3,35-4-8-b.mp3
u35_l4_p9,u35_l4,user,user,right,right,1,1,0,________.,I'm so tired.,今日はなんか家にいたい気分。,めっちゃ疲れてて。,I kind of want to stay home today,I|kind|of|want|to|stay|home|today,35-4-9-a.mp3,35-4-9-b.mp3
u35_l4_p10,u35_l4,user,user,right,right,1,1,0,________.,We're almost there.,それ、すぐそこの角だよ。,もうすぐ着くよ。,It's just around the corner,It's|just|around|the|corner,35-4-10-a.mp3,35-4-10-b.mp3
u35_l6_p1,u35_l6,user,user,right,right,1,1,0,________?,It looks expensive.,あそこのキラキラしたやつ何？,高そうだね。,What's that shiny thing over there,What's|that|shiny|thing|over|there,35-6-1-a.mp3,35-6-1-b.mp3
u35_l6_p2,u35_l6,user,,right,none,1,,0,________.,,今日やること山ほどある。,,I have so many things to do today,I|have|so|many|things|to|do|today,35-6-2-a.mp3,
u35_l6_p3,u35_l6,user,,right,none,1,,0,________?,,荷物クローゼットに入れてくれる？,,Can you put your stuff in the closet,Can|you|put|your|stuff|in|the|closet,35-6-3-a.mp3,
u35_l6_p4,u35_l6,user,,right,none,1,,0,________.,,映画のこととか話したよ。,,We talked about movies and stuff,We|talked|about|movies|and|stuff,35-6-4-a.mp3,
u35_l6_p5,u35_l6,user,user,right,right,1,1,0,________?,This is too big for me.,もっと小さいやつありますか？,これ、私には大きすぎて。,Do you have a smaller one,Do|you|have|a|smaller|one,35-6-5-a.mp3,35-6-5-b.mp3
u35_l6_p6,u35_l6,user,user,right,right,1,1,0,________.,I'll take it.,こっちのほうがあれよりかわいい。,これにする。,This one is cuter than that one,This|one|is|cuter|than|that|one,35-6-6-a.mp3,35-6-6-b.mp3
u35_l6_p7,u35_l6,user,,right,none,1,,0,________.,,旅行用にいろいろ買わなきゃ。,,I need to buy some stuff for the trip,I|need|to|buy|some|stuff|for|the|trip,35-6-7-a.mp3,
u35_l6_p8,u35_l6,user,user,right,right,1,1,0,________?,I found it on sale.,これ、欲しかったやつじゃない？,セールで見つけたよ。,Is this the one you wanted,Is|this|the|one|you|wanted,35-6-8-a.mp3,35-6-8-b.mp3
u35_l6_p9,u35_l6,user,,right,none,1,,0,________.,,夏の一番いいところはお祭りだね。,,The best thing about summer is the festivals,The|best|thing|about|summer|is|the|festivals,35-6-9-a.mp3,
u35_l6_p10,u35_l6,05.png,05.png,left,left,1,1,0,________!,The bus is here.,荷物持って、もう出るよ！,あ、バス来た。,"Grab your stuff, we're leaving","Grab|your|stuff,|we're|leaving",35-6-10-a.mp3,35-6-10-b.mp3
u35_l8_p1,u35_l8,user,user,right,right,1,1,0,________?,You look hungry.,何か食べる？,お腹すいてそうだね。,Do you want something to eat,Do|you|want|something|to|eat,35-8-1-a.mp3,35-8-1-b.mp3
u35_l8_p2,u35_l8,user,,right,none,1,,0,________.,,話したいことがあるんだ。,,I have something to tell you,I|have|something|to|tell|you,35-8-2-a.mp3,
u35_l8_p3,u35_l8,user,user,right,right,1,1,0,________.,It's too loud here.,どこか静かなとこ行こう。,ここうるさすぎ。,Let's go somewhere quiet,Let's|go|somewhere|quiet,35-8-3-a.mp3,35-8-3-b.mp3
u35_l8_p4,u35_l8,user,user,right,right,1,1,0,________.,Don't give up yet.,どうにかして解決しよう。,まだ諦めないで。,We'll figure it out somehow,We'll|figure|it|out|somehow,35-8-4-a.mp3,35-8-4-b.mp3
u35_l8_p5,u35_l8,user,,right,none,1,,0,________.,,来週いつか遊ぼうよ。,,Let's hang out sometime next week,Let's|hang|out|sometime|next|week,35-8-5-a.mp3,
u35_l8_p6,u35_l8,user,user,right,right,1,1,0,________.,That's my dream.,いつか世界中を旅したいな。,それが夢なんだ。,Someday I want to travel the world,Someday|I|want|to|travel|the|world,35-8-6-a.mp3,35-8-6-b.mp3
u35_l8_p7,u35_l8,05.png,,left,none,1,,0,________.,,誰か傘を忘れてるよ。,,Somebody left their umbrella here,Somebody|left|their|umbrella|here,35-8-7-a.mp3,
u35_l8_p8,u35_l8,user,user,right,right,1,1,0,________.,I almost fell asleep.,映画はちょっと退屈だった。,寝そうになったよ。,The movie was somewhat boring,The|movie|was|somewhat|boring,35-8-8-a.mp3,35-8-8-b.mp3
u35_l8_p9,u35_l8,user,05.png,right,left,1,1,0,________.,Did you hear it too?,昨夜、なんか変な音聞いたんだ。,君も聞いたの？,I heard something strange last night,I|heard|something|strange|last|night,35-8-9-a.mp3,35-8-9-b.mp3
u35_l8_p10,u35_l8,user,,right,none,1,,0,________.,,彼ら、駅の近くのどこかに住んでるよ。,,They live somewhere near the station,They|live|somewhere|near|the|station,35-8-10-a.mp3,
u35_l10_p1,u35_l10,05.png,user,left,right,1,1,0,Do you want to go out this weekend?,________.,今週末出かけたい？,天気次第だな。,It depends on the weather,It|depends|on|the|weather,35-10-1-a.mp3,35-10-1-b.mp3
u35_l10_p2,u35_l10,user,05.png,right,left,1,1,0,Which one should I choose?,________.,どっち選べばいい？,予算次第だね。,It depends on your budget,It|depends|on|your|budget,35-10-2-a.mp3,35-10-2-b.mp3
u35_l10_p3,u35_l10,user,05.png,right,left,1,1,0,Can you help me tomorrow?,________?,明日手伝ってくれる？,場合による。何時？,It depends. What time,It|depends.|What|time,35-10-3-a.mp3,35-10-3-b.mp3
u35_l10_p4,u35_l10,user,05.png,right,left,1,1,0,Are you coming to the party?,________.,パーティー来る？,予定次第かな。,It depends on my schedule,It|depends|on|my|schedule,35-10-4-a.mp3,35-10-4-b.mp3
u35_l10_p5,u35_l10,05.png,,left,none,1,,0,________.,,季節によって、値段が上がったり下がったりする。,,"Depending on the season, prices go up and down","Depending|on|the|season,|prices|go|up|and|down",35-10-5-a.mp3,
u35_l10_p6,u35_l10,user,05.png,right,left,1,1,0,________?,It depends on the team.,試合勝てるかな？,チーム次第だね。,Will we win the game,Will|we|win|the|game,35-10-6-a.mp3,35-10-6-b.mp3
u35_l10_p7,u35_l10,user,user,right,right,1,1,0,________.,I haven't even started.,レポート、来週の月曜が締切なんだ。,まだ手もつけてない。,The report is due next Monday,The|report|is|due|next|Monday,35-10-7-a.mp3,35-10-7-b.mp3
u35_l10_p8,u35_l10,user,05.png,right,left,1,1,0,________.,We'd better hurry.,電車は8時15分に来る予定。,急いだほうがいいね。,The train is due at 8:15,The|train|is|due|at|8:15,35-10-8-a.mp3,35-10-8-b.mp3
u35_l10_p9,u35_l10,05.png,,left,none,1,,0,________.,,嵐のせいで飛行機が遅れた。,,The flight was delayed due to the storm,The|flight|was|delayed|due|to|the|storm,35-10-9-a.mp3,
u35_l10_p10,u35_l10,05.png,05.png,left,left,1,1,0,________?,I don't want a late fee.,図書館の本、いつまで？,延滞料払いたくない。,When is the library book due,When|is|the|library|book|due,35-10-10-a.mp3,35-10-10-b.mp3
u35_l12_p1,u35_l12,user,user,right,right,1,1,0,________.,They were half price!,この靴、すごくお得に買えた。,半額だったんだよ！,I got a great deal on these shoes,I|got|a|great|deal|on|these|shoes,35-12-1-a.mp3,35-12-1-b.mp3
u35_l12_p2,u35_l12,05.png,,left,none,1,,0,________.,,それにはかなりの忍耐が要るよ。,,It takes a great deal of patience,It|takes|a|great|deal|of|patience,35-12-2-a.mp3,
u35_l12_p3,u35_l12,05.png,05.png,left,left,1,1,0,________.,It can't wait.,この問題、今日中に対処しなきゃ。,後回しにできないんだ。,I have to deal with this problem today,I|have|to|deal|with|this|problem|today,35-12-3-a.mp3,35-12-3-b.mp3
u35_l12_p4,u35_l12,user,,right,none,1,,0,________.,,気にしないで、大したことないよ。,,"Don't worry, it's no big deal","Don't|worry,|it's|no|big|deal",35-12-4-a.mp3,
u35_l12_p5,u35_l12,05.png,user,left,right,1,1,0,________.,Deal!,引っ越し手伝ってくれたら夕飯おごるよ。,よっしゃ！決まりだね！,"If you help me move, I'll buy you dinner","If|you|help|me|move,|I'll|buy|you|dinner",35-12-5-a.mp3,35-12-5-b.mp3
u35_l12_p6,u35_l12,05.png,,left,none,1,,0,________.,,すごく頑張ったね。休んでいいんだよ。,,You worked so hard. You deserve a rest,You|worked|so|hard.|You|deserve|a|rest,35-12-6-a.mp3,
u35_l12_p7,u35_l12,user,,right,none,1,,0,________.,,みんなに失礼だったから、自業自得だよ。,,"He was rude to everyone, so he deserved it","He|was|rude|to|everyone,|so|he|deserved|it",35-12-7-a.mp3,
u35_l12_p8,u35_l12,05.png,05.png,left,left,1,1,0,________.,Never forget that.,君は幸せになって当然だよ。,それ、忘れないで。,You deserve to be happy,You|deserve|to|be|happy,35-12-8-a.mp3,35-12-8-b.mp3
u35_l12_p9,u35_l12,05.png,user,left,right,1,1,0,________?,I go for a run.,ストレスどう対処してる？,わたしはね、走りに行くんだー。,How do you deal with stress,How|do|you|deal|with|stress,35-12-9-a.mp3,35-12-9-b.mp3
u35_l12_p10,u35_l12,user,,right,none,1,,0,________.,,彼女が賞を取ったけど、それはまさに当然の結果だったと言えよう。,,"She won the prize, and she really deserved it","She|won|the|prize,|and|she|really|deserved|it",35-12-10-a.mp3,
