question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u11_l2_p1,u11_l2,05.png,user,left,right,1,1,0,What do you want to eat?,________________ .,何食べたい？,私、お寿司食べたい,I want to eat sushi,I|want|to|eat|sushi,11-2-1-a.mp3,11-2-1-b.mp3
u11_l2_p2,u11_l2,05.png,user,left,right,1,1,0,"Hey, does he like games?",________________ .,へえ、彼、ゲーム好きかな？,彼はテレビを見るのが好きだよ,He likes to watch TV,He|likes|to|watch|TV,11-2-2-a.mp3,11-2-2-b.mp3
u11_l2_p3,u11_l2,05.png,user,left,right,1,1,0,Do you have any dreams?,________________ .,あなたは何か夢をもってる？,私の夢はお医者さんになること。,My dream is to become a doctor,My|dream|is|to|become|a|doctor,11-2-3-a.mp3,11-2-3-b.mp3
u11_l2_p4,u11_l2,05.png,user,left,right,1,1,0,________________ .,Nice! I want to study Chinese,私、フランス語を勉強したいんだよね,いいね、私は中国語を勉強したいの。,I want to study French,I|want|to|study|French,11-2-4-a.mp3,11-2-4-b.mp3
u11_l2_p5,u11_l2,05.png,user,left,right,1,1,0,________________ .,I just want to relax at home.,私の目標は世界を旅することだ,私は家でのんびりしたいなー,My goal is to travel around the world,My|goal|is|to|travel|around|the|world,11-2-5-a.mp3,11-2-5-b.mp3
u11_l2_p6,u11_l2,05.png,05.png,left,left,1,1,0,________________ .,But most of them are manga.,彼女の趣味は本を読むことだ,しかしほとんどが漫画である。,Her hobby is to read books,Her|hobby|is|to|read|books,11-2-6-a.mp3,11-2-6-b.mp3
u11_l2_p7,u11_l2,05.png,05.png,left,left,1,1,0,________________ .,Bad things will come back to you.,嘘をつくことは良くないよ,良くないことが返ってくる。,To lie is not good,To|lie|is|not|good,11-2-7-a.mp3,11-2-7-b.mp3
u11_l2_p8,u11_l2,05.png,user,left,right,1,1,0,________________ .,That's great! But it makes me sleepy...,彼はクラシックを聴くのが大好きだ,いいね！でも私は眠くなっちゃうかな。。,He loves to listen to classic music,He|loves|to|listen|to|classic|music,11-2-8-a.mp3,11-2-8-b.mp3
u11_l2_p9,u11_l2,05.png,user,left,right,1,1,0,________________ ...,I get it! I prefer eating them!,私はケーキを焼くのが好きじゃないの…,わかる！食べるほうがすき！,I don't like to bake cakes,I|don't|like|to|bake|cakes,11-2-9-a.mp3,11-2-9-b.mp3
u11_l4_p1,u11_l4,05.png,user,left,right,1,1,0,Study hard ________.,I know...,テストに合格できるように、一生懸命勉強しなさいよ。,わかってるよ。,to pass the test,to|pass|the|test,11-4-1-a.mp3,11-4-1-b.mp3
u11_l4_p2,u11_l4,user,,left,none,1,,0,________.,,母は牛乳を買いにお店にいく（つもり）。,,Mom will go to the store to buy some milk,Mom|will|go|to|the|store|to|buy|some|milk,11-4-2-a.mp3,
u11_l4_p3,u11_l4,user,,left,none,1,,0,________.,,私たちは電車に間に合うように早く起きる必要がある。,,We need to get up early to catch the train,We|need|to|get|up|early|to|catch|the|train,11-4-3-a.mp3,
u11_l4_p4,u11_l4,user,,left,none,1,,0,________.,,彼は健康でいるために毎日運動してる。,,He exercises every day to stay healthy,He|exercises|every|day|to|stay|healthy,11-4-4-a.mp3,
u11_l4_p5,u11_l4,user,,left,none,1,,0,________.,,彼らは海外旅行に行くためにお金を貯めてる。,,They are saving money to travel abroad,They|are|saving|money|to|travel|abroad,11-4-5-a.mp3,
u11_l4_p6,u11_l4,user,,left,none,1,,0,________.,,兄はスキル向上のためにピアノを毎日練習してる。,,My brother practices the piano every day to improve his skills,My|brother|practices|the|piano|every|day|to|improve|his|skills,11-4-6-a.mp3,
u11_l4_p7,u11_l4,user,,left,none,1,,0,________.,,英語を学ぶために、このアプリを使ってる,,I use this app to learn English,I|use|this|app|to|learn|English,11-4-7-a.mp3,
u11_l4_p8,u11_l4,user,,left,none,1,,0,________.,,彼女は小さい文字をよむのに眼鏡をつけるよ。,,She wears glasses to read small letters,She|wears|glasses|to|read|small|letters,11-4-8-a.mp3,
u11_l4_p9,u11_l4,05.png,,left,none,1,,0,________.,,私たちは環境を守るため、木を植えています。,,We plant trees to protect the environment,We|plant|trees|to|protect|the|environment,11-4-9-a.mp3,
