question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u25_l3_p1,u25_l3,user,,right,none,1,,1,________.,,私は家で勉強する。,,I study at home,I|study|at|home,25-3-1-a.mp3,
u25_l3_p2,u25_l3,user,,right,none,1,,1,________.,,私は疲れている。,,I am tired,I|am|tired,25-3-2-a.mp3,
u25_l3_p3,u25_l3,user,,right,none,1,,1,________.,,その犬は大きな声で吠えた。,,The dog barked loudly,The|dog|barked|loudly,25-3-3-a.mp3,
u25_l3_p4,u25_l3,user,,right,none,1,,1,________.,,彼女は幸せそうに見える。,,She looks happy,She|looks|happy,25-3-4-a.mp3,
u25_l3_p5,u25_l3,user,,right,none,1,,1,________.,,私たちは公園を散歩した。,,We walked in the park,We|walked|in|the|park,25-3-5-a.mp3,
u25_l3_p6,u25_l3,user,,right,none,1,,1,________.,,そのスープはいい匂いがする。,,The soup smells good,The|soup|smells|good,25-3-6-a.mp3,
u25_l3_p7,u25_l3,user,,right,none,1,,1,________.,,彼は毎朝走る。,,He runs every morning,He|runs|every|morning,25-3-7-a.mp3,
u25_l3_p8,u25_l3,user,,right,none,1,,1,________.,,そのゲームは面白い。,,The game is interesting,The|game|is|interesting,25-3-8-a.mp3,
u25_l3_p9,u25_l3,user,,right,none,1,,1,________.,,最近よく眠れない。,,I don't sleep well these days,I|don't|sleep|well|these|days,25-3-9-a.mp3,
u25_l3_p10,u25_l3,user,,right,none,1,,1,________.,,彼女は今日は忙しくない。,,She isn't busy today,She|isn't|busy|today,25-3-10-a.mp3,
u25_l3_p11,u25_l3,user,,right,none,1,,1,________?,,日曜日も働くの？,,Do you work on Sundays,Do|you|work|on|Sundays,25-3-11-a.mp3,
u25_l3_p12,u25_l3,user,,right,none,1,,1,________?,,準備できた？,,Are you ready,Are|you|ready,25-3-12-a.mp3,
u25_l3_p13,u25_l3,user,,right,none,1,,1,________.,,電車が到着した。,,The train arrived,The|train|arrived,25-3-13-a.mp3,
u25_l3_p14,u25_l3,user,,right,none,1,,1,________.,,空が暗くなった。,,The sky became dark,The|sky|became|dark,25-3-14-a.mp3,
u25_l3_p15,u25_l3,user,,right,none,1,,1,________.,,このコーヒーはおいしい。,,The coffee tastes great,The|coffee|tastes|great,25-3-15-a.mp3,
