question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u33_l2_p1,u33_l2,user,,right,none,1,,1,________.,,お父さんは消防士で、私のヒーローなんだ。,,"My dad, who is a firefighter, is my hero","My|dad,|who|is|a|firefighter,|is|my|hero",33-2-1-a.mp3,
u33_l2_p2,u33_l2,user,,right,none,1,,1,________.,,レースで勝った子、うちのクラスなんだ。,,The boy who won the race is in my class,The|boy|who|won|the|race|is|in|my|class,33-2-2-a.mp3,
u33_l2_p3,u33_l2,user,user,right,right,1,1,1,________.,He cracks me up.,トムは私の後ろの席で、いつも冗談ばっかり。,笑わせてくるんだ。,"Tom, who sits behind me, is always joking","Tom,|who|sits|behind|me,|is|always|joking",33-2-3-a.mp3,33-2-3-b.mp3
u33_l2_p4,u33_l2,user,,right,none,1,,1,________.,,4か国語を話す友達がいるんだ。,,I have a friend who speaks four languages,I|have|a|friend|who|speaks|four|languages,33-2-4-a.mp3,
u33_l2_p5,u33_l2,user,user,right,right,1,1,1,________.,She's amazing.,おばあちゃんは90歳なんだけど、今も泳ぎに行くんだ。,すごいよね。,"My grandma, who is 90, still goes swimming","My|grandma,|who|is|90,|still|goes|swimming",33-2-5-a.mp3,33-2-5-b.mp3
u33_l2_p6,u33_l2,user,,right,none,1,,1,________.,,隣に住んでる女性は画家なんだ。,,The woman who lives next door is a painter,The|woman|who|lives|next|door|is|a|painter,33-2-6-a.mp3,
u33_l2_p7,u33_l2,user,,right,none,1,,1,________.,,親友がロンドンに引っ越したんだけど、今も毎週電話くれる。,,"My best friend, who moved to London, still calls me every week","My|best|friend,|who|moved|to|London,|still|calls|me|every|week",33-2-7-a.mp3,
u33_l2_p8,u33_l2,user,,right,none,1,,1,________?,,さっき電話してきた人、知ってる？,,Do you know the man who called earlier,Do|you|know|the|man|who|called|earlier,33-2-8-a.mp3,
u33_l2_p9,u33_l2,user,user,right,right,1,1,1,________.,Her classes are so fun.,グリーン先生は英語を教えてて、すごく人気なんだ。,授業がめっちゃ楽しい。,"Ms. Green, who teaches English, is really popular","Ms.|Green,|who|teaches|English,|is|really|popular",33-2-9-a.mp3,33-2-9-b.mp3
u33_l2_p10,u33_l2,user,,right,none,1,,1,________.,,私のことを分かってくれる唯一の人なんだ。,,She's the only person who understands me,She's|the|only|person|who|understands|me,33-2-10-a.mp3,
