question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u9_l2_p1,u9_l2,user,,left,none,1,,0,________________ .,,このアプリの名前はPochiだよ。,,The name of this app is Pochi,The|name|of|this|app|is|Pochi,9-2-1-a.mp3,
u9_l2_p2,u9_l2,user,,left,none,1,,0,________________ .,,彼女のかばんの色は白だよ。,,The color of her bag is white,The|color|of|her|bag|is|white,9-2-2-a.mp3,
u9_l2_p3,u9_l2,user,,left,none,1,,0,________________ .,,彼はよく家族と一緒に映画を見るよ。,,He often watches movies with his family,He|often|watches|movies|with|his|family,9-2-3-a.mp3,
u9_l2_p4,u9_l2,user,,left,none,1,,0,________________ .,,彼女は毎朝コーヒーを一杯飲むよ。,,She drinks a cup of coffee every morning,She|drinks|a|cup|of|coffee|every|morning,9-2-4-a.mp3,
u9_l2_p5,u9_l2,user,,left,none,1,,0,________________ .,,あの青い目の女の子は、私の友達。,,The girl with blue eyes is my friend,The|girl|with|blue|eyes|is|my|friend,9-2-5-a.mp3,
u9_l2_p6,u9_l2,user,,left,none,1,,0,________________ .,,彼女は掃除機で部屋を掃除するよ。,,She cleans her room with a vacuum,She|cleans|her|room|with|a|vacuum,9-2-6-a.mp3,
u9_l2_p7,u9_l2,user,,left,none,1,,0,________________ .,,私の学校は公園の北だよ。,,My school is north of the park,My|school|is|north|of|the|park,9-2-7-a.mp3,
u9_l2_p8,u9_l2,user,,left,none,1,,0,________________ .,,彼は窓を開けたまま寝るんだ,,He sleeps with the window open,He|sleeps|with|the|window|open,9-2-8-a.mp3,
u9_l2_p9,u9_l2,user,,left,none,1,,0,________________ .,,友達のうち何人かは英語が好き。,,Some of my friends like English,Some|of|my|friends|like|English,9-2-9-a.mp3,
u9_l2_p10,u9_l2,user,,left,none,1,,0,________________ .,,彼は図書館で友達と一緒に勉強するよ。,,He studies with his friends at the library,He|studies|with|his|friends|at|the|library,9-2-10-a.mp3,
u9_l4_p1,u9_l4,user,,left,none,1,,0,________________ .,,彼女は犬のことを幸せそうに話すよ。,,She talks about her dog happily,She|talks|about|her|dog|happily,9-4-1-a.mp3,
u9_l4_p2,u9_l4,user,,left,none,1,,0,________________ .,,私はランチの前に手を洗うよ。,,I wash my hands before lunch,I|wash|my|hands|before|lunch,9-4-2-a.mp3,
u9_l4_p3,u9_l4,user,,left,none,1,,0,________________ .,,私はランチの後、コーヒーを飲むよ。,,I drink coffee after lunch,I|drink|coffee|after|lunch,9-4-3-a.mp3,
u9_l4_p4,u9_l4,user,,left,none,1,,0,________________ .,,彼女は時々、朝食抜きで学校に行くよ。,,She goes to school without breakfast sometimes|She sometimes goes to school without breakfast,She|goes|to|school|without|breakfast|sometimes,9-4-4-a.mp3,
u9_l4_p5,u9_l4,user,,left,none,1,,0,________________ .,,歩いて大体10分かかるよ。,,It takes about 10 minutes on foot,It|takes|about|10|minutes|on|foot,9-4-5-a.mp3,
u9_l4_p6,u9_l4,user,,left,none,1,,0,________________ .,,この本は英文法についての本だよ。,,This book is about English grammar,This|book|is|about|English|grammar,9-4-6-a.mp3,
u9_l4_p7,u9_l4,user,,left,none,1,,0,________________ .,,彼は楽譜無しでピアノを弾くよ。,,He plays the piano without sheet music,He|plays|the|piano|without|sheet|music,9-4-7-a.mp3,
u9_l4_p8,u9_l4,user,,left,none,1,,0,________________ .,,私は寝る前に歯を磨くよ。,,I brush my teeth before bed,I|brush|my|teeth|before|bed,9-4-8-a.mp3,
u9_l4_p9,u9_l4,user,,left,none,1,,0,________________ .,,彼女は夕食後、犬の散歩をするよ。,,She walks her dog after dinner,She|walks|her|dog|after|dinner,9-4-9-a.mp3,
u9_l6_p1,u9_l6,user,,left,none,1,,0,________________ .,,父さんはうちの学校で先生として働いているよ。,,My father works as a teacher at my school,My|father|works|as|a|teacher|at|my|school,9-6-1-a.mp3,
u9_l6_p2,u9_l6,user,,left,none,1,,0,________________ .,,彼は風のように速く走る。（風と同じくらい速く）,,He runs as fast as the wind,He|runs|as|fast|as|the|wind,9-6-2-a.mp3,
u9_l6_p3,u9_l6,user,,left,none,1,,0,________________ .,,私は毎年、母の誕生日に花を買う。,,I buy flowers for my mother on her birthday every year|I buy flowers for my mother every year on her birthday,I|buy|flowers|for|my|mother|on|her|birthday|every|year,9-6-3-a.mp3,
u9_l6_p4,u9_l6,user,,left,none,1,,0,________________ .,,私は毎日、子供たちにお弁当を作るよ。,,I make bento for my children every day,I|make|bento|for|my|children|every|day,9-6-4-a.mp3,
u9_l6_p5,u9_l6,user,,left,none,1,,0,________________ .,,彼女は私を友達として扱ってくれる。,,She treats me as a friend,She|treats|me|as|a|friend,9-6-5-a.mp3,
u9_l6_p6,u9_l6,user,,left,none,1,,0,________________ .,,彼女は歳のわりには背が高い。,,She is tall for her age,She|is|tall|for|her|age,9-6-6-a.mp3,
u9_l6_p7,u9_l6,user,,left,none,1,,0,"________________ ,　____？",,あなたは箱をテーブルとして使っているんでしょ？,,You use a box as a table aren't you,You|use|a|box|as|a|table|aren't|you,9-6-7-a.mp3,
u9_l6_p8,u9_l6,user,,left,none,1,,0,________________ .,,彼は毎朝30分走る。,,He runs for 30 minutes every morning,He|runs|for|30|minutes|every|morning,9-6-8-a.mp3,
u9_l6_p9,u9_l6,user,,left,none,1,,0,________________ .,,私は将来のためにお金を貯めている。,,I save money for my future,I|save|money|for|my|future,9-6-9-a.mp3,
