question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u28_l4_p1,u28_l4,05.png,,left,none,1,,0,________.,,ア ウォンチュー イーリッ　みたいにリンキングでつながってるよ,,I want to eat it,I|want|to|eat|it,28-4-1-a.mp3,
u28_l4_p2,u28_l4,05.png,,left,none,1,,0,________?,,キャナイ ハバ カッポf ティー みたいにリンキングでつながってるよ,,Can I have a cup of tea,Can|I|have|a|cup|of|tea,28-4-2-a.mp3,
u28_l4_p3,u28_l4,05.png,,left,none,1,,0,________.,,シージナハリー みたいにリンキングでつながってるよ,,She is in a hurry,She|is|in|a|hurry,28-4-3-a.mp3,
u28_l4_p4,u28_l4,05.png,,left,none,1,,0,________.,,プリロンナテイボー みたいにリンキングでつながってるよ。,,Put it on the table,Put|it|on|the|table,28-4-4-a.mp3,
u28_l4_p5,u28_l4,05.png,,left,none,1,,0,________.,,アィニーダラロバーポーズ みたいにリンキングでつながってるよ 。,,I need a lot of apples,I|need|a|lot|of|apples,28-4-5-a.mp3,
u28_l4_p6,u28_l4,05.png,,left,none,1,,0,________.,,going toはよくくっついてgonnaになるよ。,,I'm gonna go now,I'm|gonna|go|now,28-4-6-a.mp3,
u28_l4_p7,u28_l4,05.png,,left,none,1,,0,________?,,Do youはヂューになるよ。want toをwanna（ワナ）って言うこともある。,,Do you want to come,Do|you|want|to|come,28-4-7-a.mp3,
u28_l4_p8,u28_l4,05.png,,left,none,1,,0,________.,,レッミースィー Letのtが消えているね。,,Let me see,Let|me|see,28-4-8-a.mp3,
u28_l4_p9,u28_l4,05.png,,left,none,1,,0,________.,,Giveのvが消えかけてるよ。,,Give me a break,Give|me|a|break,28-4-9-a.mp3,
u28_l6_p1,u28_l6,05.png,,left,none,1,,0,________.,,want to go to theのところが速く進んでparkがはっきり聞こえる。,,I want to go to the park,I|want|to|go|to|the|park,28-6-1-a.mp3,
u28_l6_p2,u28_l6,05.png,,left,none,1,,0,________.,,very happy todayが長く強調されてるね。,,She is very happy today,She|is|very|happy|today,28-6-2-a.mp3,
u28_l6_p3,u28_l6,05.png,,left,none,1,,0,________?,,Do you likeがタタタンと速く進むね。,,Do you like this music,Do|you|like|this|music,28-6-3-a.mp3,
u28_l6_p4,u28_l6,05.png,,left,none,1,,0,________.,,Iとwant toは弱く速いね。don'tとeatがはっきり聞こえる,,I don't want to eat it,I|don't|want|to|eat|it,28-6-4-a.mp3,
u28_l6_p5,u28_l6,05.png,,left,none,1,,0,________.,,ピーアーノゥが長めになるね。,,He can play the piano,He|can|play|the|piano,28-6-5-a.mp3,
