question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u10_l6_p1,u10_l6,05.png,user,left,right,1,1,1,________?,"Sure, what's up?",ちょっと聞いてもいいですか？,もちろん、どうしたの？,May I ask you something,May|I|ask|you|something,10-6-1-a.mp3,10-6-1-b.mp3
u10_l6_p2,u10_l6,05.png,user,left,right,1,1,1,________ so bring an umbrella.,Ugh really? It was sunny this morning!,午後から雨かもしれないから傘持ってきてね。,えー、マジで？朝は晴れてたのに！,It may rain this afternoon,It|may|rain|this|afternoon,10-6-2-a.mp3,10-6-2-b.mp3
u10_l6_p3,u10_l6,05.png,user,left,right,1,1,1,________?,"Of course, go ahead.",トイレに行ってもいいですか？,もちろん、どうぞ。,May I go to the bathroom,May|I|go|to|the|bathroom,10-6-3-a.mp3,10-6-3-b.mp3
u10_l6_p4,u10_l6,05.png,user,left,right,1,1,1,________.,"Oh no, is she okay?",彼女、明日学校来ないかもしれない。,え、大丈夫なのかな？,She may not come to school tomorrow,She|may|not|come|to|school|tomorrow,10-6-4-a.mp3,10-6-4-b.mp3
u10_l6_p5,u10_l6,05.png,user,left,right,1,1,1,________?,"Yeah, but you may need to sharpen it first.",鉛筆借りていいですか？,いいよ、でも削らないとダメかも。,May I borrow your pencil,May|I|borrow|your|pencil,10-6-5-a.mp3,10-6-5-b.mp3
u10_l6_p6,u10_l6,05.png,user,left,right,1,1,1,________.,Oh no! Who told him?!,彼、もうサプライズパーティーのこと知ってるかもしれない。,えー！誰が言ったの！？,He may already know about the surprise party,He|may|already|know|about|the|surprise|party,10-6-6-a.mp3,10-6-6-b.mp3
u10_l6_p7,u10_l6,05.png,user,left,right,1,1,1,________.,"Wait, seriously? That's so helpful!",テスト中は辞書を使ってもいいです。,え、マジで？めちゃくちゃ助かる！,You may use a dictionary during the test,You|may|use|a|dictionary|during|the|test,10-6-7-a.mp3,10-6-7-b.mp3
u10_l6_p8,u10_l6,05.png,user,left,right,1,1,1,Where's your textbook?,I'm not sure… ________.,あなた、教科書どこにやったの？,わからないけど…ロッカーの中かも。,it may be in my locker,it|may|be|in|my|locker,10-6-8-a.mp3,10-6-8-b.mp3
u10_l6_p9,u10_l6,05.png,user,left,right,1,1,1,________.,"Whoa, okay! Why not though?",この部屋には入ってはいけません。,わ、分かった！でもなんで？,You may not enter this room,You|may|not|enter|this|room,10-6-9-a.mp3,10-6-9-b.mp3
u10_l6_p10,u10_l6,05.png,user,left,right,1,1,1,________ but I think the answer is 35.,"Hmm, let me check… yeah you're right!",違うかもしれないけど、答えは35だと思う。,うーん、確認してみると…あってる！,I may be wrong,I|may|be|wrong,10-6-10-a.mp3,10-6-10-b.mp3
