question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u38_l8_p1,u38_l8,05.png,user,left,right,1,1,0,________?,Of course. I said the meeting is at three.,もう一度言ってもらえますか？,もちろん。会議は3時だって言ったんです。,Could you say that again,Could|you|say|that|again,38-8-1-a.mp3,38-8-1-b.mp3
u38_l8_p2,u38_l8,user,Kevin.png,right,left,1,1,0,________?,"Sure, take your time.",ここでちょっと待っててもらえる？,うん、ゆっくりでいいよ。,Would you wait here for a minute,Would|you|wait|here|for|a|minute,38-8-2-a.mp3,38-8-2-b.mp3
u38_l8_p3,u38_l8,05.png,user,left,right,1,1,0,________.,"Really? Thanks, I'd love some!",クッキー作りすぎちゃった。もしよかったら持ってっていいよ。,ほんと？ありがとう、ぜひ！,"I made too many cookies. You can take some, if you want","I|made|too|many|cookies.|You|can|take|some,|if|you|want",38-8-3-a.mp3,38-8-3-b.mp3
u38_l8_p4,u38_l8,Mattew.png,user,left,right,1,1,0,________.,"Aw, that would be great. Thanks!",よかったら家まで送るよ。,わあ、助かる。ありがとう！,"I can walk you home, if you want","I|can|walk|you|home,|if|you|want",38-8-4-a.mp3,38-8-4-b.mp3
u38_l8_p5,u38_l8,user,Kevin.png,right,left,1,1,0,________.,"Yeah, I'm free in the afternoon. What's up?",明日ひま？かなと思って。,うん、午後はひまだよ。どうしたの？,I was wondering if you were free tomorrow,I|was|wondering|if|you|were|free|tomorrow,38-8-5-a.mp3,38-8-5-b.mp3
u38_l8_p6,u38_l8,user,05.png,right,left,1,1,0,________?,"That's fine, I'm not in a hurry.",少々お待ちいただけますか？,大丈夫です、急いでないので。,Would you mind waiting a few minutes,Would|you|mind|waiting|a|few|minutes,38-8-6-a.mp3,38-8-6-b.mp3
u38_l8_p7,u38_l8,user,05.png,right,left,1,1,0,________?,"No, it's free. Please sit.",すみません、この席空いてますか？,ええ、空いてますよ。どうぞ。,"I'm sorry to bother you, but is this seat taken","I'm|sorry|to|bother|you,|but|is|this|seat|taken",38-8-7-a.mp3,38-8-7-b.mp3
u38_l8_p8,u38_l8,05.png,,left,none,1,,0,________.,,早めに教えていただけると助かります。,,I'd appreciate it if you could let me know soon,I'd|appreciate|it|if|you|could|let|me|know|soon,38-8-8-a.mp3,
u38_l8_p9,u38_l8,Mattew.png,user,left,right,1,1,0,________.,"Aw, that would be great. Thanks!",よかったら家まで送るよ。,わあ、助かる。ありがとう！,"I can walk you home, if you want","I|can|walk|you|home,|if|you|want",38-8-9-a.mp3,38-8-9-b.mp3
u38_l8_p10,u38_l8,user,Kevin.png,right,left,1,1,0,________?,"Sure, no problem.",もし大丈夫ならペン借りてもいい？,うん、いいよ。,"Can I borrow your pen, if it's okay","Can|I|borrow|your|pen,|if|it's|okay",38-8-10-a.mp3,38-8-10-b.mp3
