question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u22_l2_p1,u22_l2,05.png,,left,none,1,,0,________.,,彼女は良いアイデアを思いついた。,,She came up with a great idea,She|came|up|with|a|great|idea,22-2-1-a.mp3,
u22_l2_p2,u22_l2,05.png,,left,none,1,,0,________.,,夢がかなった。,,My dream came true,My|dream|came|true,22-2-2-a.mp3,
u22_l2_p3,u22_l2,05.png,,left,none,1,,0,________.,,話はこんな感じにすすんでいく。,,The story goes like this,The|story|goes|like|this,22-2-3-a.mp3,
u22_l2_p4,u22_l2,05.png,,left,none,1,,0,________.,,会議はうまくいった。,,The meeting went well,The|meeting|went|well,22-2-4-a.mp3,
u22_l2_p5,u22_l2,05.png,,left,none,1,,0,________?,,テストどうだった？,,How did the test go,How|did|the|test|go,22-2-5-a.mp3,
u22_l2_p6,u22_l2,05.png,,left,none,1,,0,________.,,彼の顔が赤くなった。,,His face went red,His|face|went|red,22-2-6-a.mp3,
u22_l2_p7,u22_l2,05.png,,left,none,1,,0,________.,,牛乳が腐った。,,The milk went bad,The|milk|went|bad,22-2-7-a.mp3,
u22_l2_p8,u22_l2,05.png,user,left,right,1,1,0,Come over to my house tomorrow!,________.,明日うちにおいでよ！,わかった、行くね。,"Okay, I'll come","Okay,|I'll|come",22-2-8-a.mp3,22-2-8-b.mp3
u22_l2_p9,u22_l2,05.png,user,left,right,1,1,0,It's time for dinner!,________!,夕飯のじかんだよ,今行くー,I'm coming,I'm|coming,22-2-9-a.mp3,22-2-9-b.mp3
u22_l4_p1,u22_l4,user,,right,none,1,,0,________?,,その鳥見える？,,Can you see the bird,Can|you|see|the|bird,22-4-1-a.mp3,
u22_l4_p2,u22_l4,user,,right,none,1,,0,________.,,サッカーの試合を見た。,,We watched a soccer game,We|watched|a|soccer|game,22-4-2-a.mp3,
u22_l4_p3,u22_l4,user,,right,none,1,,0,________.,,私たちは映画を観たよ。,,We watched a movie last night,We|watched|a|movie|last|night,22-4-3-a.mp3,
u22_l4_p4,u22_l4,user,,right,none,1,,0,________.,,海が見えるよ。,,I can see the ocean,I|can|see|the|ocean,22-4-4-a.mp3,
u22_l4_p5,u22_l4,user,user,right,right,1,1,0,________.,But there was nobody outside.,彼女は窓の外を見た。,でも外には誰もいなかった。,She looked out the window,She|looked|out|the|window,22-4-5-a.mp3,22-4-5-b.mp3
u22_l4_p6,u22_l4,user,user,right,right,1,1,0,________.,This is my dog. Isn't he cute?,この写真を見て。,これうちの犬なんだ。可愛いでしょ？,Look at this photo,Look|at|this|photo,22-4-6-a.mp3,22-4-6-b.mp3
u22_l4_p7,u22_l4,user,,right,none,1,,0,________.,,虹が見える。,,I can see a rainbow,I|can|see|a|rainbow,22-4-7-a.mp3,
u22_l4_p8,u22_l4,user,05.png,right,left,1,1,0,________.,Then turn on the light!,何も見えない。,じゃあ電気つけなさい,I can't see anything,I|can't|see|anything,22-4-8-a.mp3,22-4-8-b.mp3
u22_l4_p9,u22_l4,user,,right,none,1,,0,________.,,彼女は子供たちが遊ぶ様子を見ていた。,,She watched the children play,She|watched|the|children|play,22-4-9-a.mp3,
u22_l4_p10,u22_l4,user,,right,none,1,,0,________.,,1時間花火を見ていた。,,We watched the fireworks for an hour,We|watched|the|fireworks|for|an|hour,22-4-10-a.mp3,
u22_l6_p1,u22_l6,user,,right,none,1,,0,________.,,変な音が聞こえた。,,I heard a strange noise,I|heard|a|strange|noise,22-6-1-a.mp3,
u22_l6_p2,u22_l6,user,,right,none,1,,0,________?,,私の声聞こえる？,,Can you hear me,Can|you|hear|me,22-6-2-a.mp3,
u22_l6_p3,u22_l6,user,,right,none,1,,0,________.,,私の話を聞いて。,,Listen to me,Listen|to|me,22-6-3-a.mp3,
u22_l6_p4,u22_l6,user,,right,none,1,,0,________.,,音楽を聴いている。,,I'm listening to music,I'm|listening|to|music,22-6-4-a.mp3,
u22_l6_p5,u22_l6,user,05.png,right,left,1,1,0,________.,"Sorry, I was muted.",あなたの声、聞こえないんだけど。,ごめん、ミュートになってた。,I can't hear you,I|can't|hear|you,22-6-5-a.mp3,22-6-5-b.mp3
u22_l6_p6,u22_l6,user,,right,none,1,,0,________.,,寝る前に音楽を聴くのが好き。,,I like listening to music before bed,I|like|listening|to|music|before|bed,22-6-6-a.mp3,
u22_l6_p7,u22_l6,user,,right,none,1,,0,________.,,鳥のさえずりが聞こえる。,,I can hear a bird singing,I|can|hear|a|bird|singing,22-6-7-a.mp3,
u22_l6_p8,u22_l6,user,05.png,right,left,1,1,0,________?,It's raining pretty hard.,雨の音聞こえる？,結構強く降ってるね。,Can you hear the rain,Can|you|hear|the|rain,22-6-8-a.mp3,22-6-8-b.mp3
u22_l6_p9,u22_l6,user,,right,none,1,,0,________.,,ゲームで勝ったって聞いたよ。,,I heard you won the game,I|heard|you|won|the|game,22-6-9-a.mp3,
u22_l6_p10,u22_l6,05.png,user,left,right,1,1,0,________.,Not really. I just didn't want to help my mom.,忙しいって聞いたよ。,いや、そんなに。お母さんの手伝いしたくなかっただけ。,I heard you're busy,I|heard|you're|busy,22-6-10-a.mp3,22-6-10-b.mp3
