question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u23_l3_p1,u23_l3,user,,right,none,1,,0,________.,,英語は多くの国で話されている。,,English is spoken in many countries,English|is|spoken|in|many|countries,23-3-1-a.mp3,
u23_l3_p2,u23_l3,user,,right,none,1,,0,________.,,この物語は2025年に書かれました。,,This story was written in 2025,This|story|was|written|in|2025,23-3-2-a.mp3,
u23_l3_p3,u23_l3,user,,right,none,1,,0,________.,,私は家族に愛されている。,,I am loved by my family,I|am|loved|by|my|family,23-3-3-a.mp3,
u23_l3_p4,u23_l3,user,,right,none,1,,0,________.,,会議は中止された。,,The meeting was canceled,The|meeting|was|canceled,23-3-4-a.mp3,
u23_l3_p5,u23_l3,user,,right,none,1,,0,________.,,そのケーキは母が作った。,,The cake was made by my mother,The|cake|was|made|by|my|mother,23-3-5-a.mp3,
u23_l3_p6,u23_l3,user,,right,none,1,,0,________.,,ドアが開けられた。,,The door was opened,The|door|was|opened,23-3-6-a.mp3,
u23_l3_p7,u23_l3,user,,right,none,1,,0,________.,,この写真は父が撮った。,,This picture was taken by my father,This|picture|was|taken|by|my|father,23-3-7-a.mp3,
u23_l3_p8,u23_l3,user,,right,none,1,,0,________.,,私は1980年に生まれた。,,I was born in 1980,I|was|born|in|1980,23-3-8-a.mp3,
u23_l5_p1,u23_l5,05.png,,left,none,1,,0,________.,,そのドアは施錠されなければならない。,,The door must be locked,The|door|must|be|locked,23-5-1-a.mp3,
u23_l5_p2,u23_l5,05.png,,left,none,1,,0,________.,,このアプリは無料で使えます。,,This app can be used for free,This|app|can|be|used|for|free,23-5-2-a.mp3,
u23_l5_p3,u23_l5,05.png,,left,none,1,,0,________.,,その問題はすぐ解決されるべきだ。,,The problem should be solved soon,The|problem|should|be|solved|soon,23-5-3-a.mp3,
u23_l5_p4,u23_l5,05.png,,left,none,1,,0,________.,,この部屋は掃除されなければならない。,,This room must be cleaned,This|room|must|be|cleaned,23-5-4-a.mp3,
u23_l5_p5,u23_l5,05.png,,left,none,1,,0,________.,,この物語はオンラインで読めます。,,This story can be read online,This|story|can|be|read|online,23-5-5-a.mp3,
u23_l5_p6,u23_l5,05.png,,left,none,1,,0,________.,,この物語は英語で書かれていない。,,This story isn't written in English,This|story|isn't|written|in|English,23-5-6-a.mp3,
u23_l5_p7,u23_l5,05.png,,left,none,1,,0,________.,,会議は中止されるかもしれない。,,The meeting may be canceled,The|meeting|may|be|canceled,23-5-7-a.mp3,
u23_l5_p8,u23_l5,05.png,,left,none,1,,0,________?,,この物語はPochiが書いたのですか？,,Was this story written by Pochi,Was|this|story|written|by|Pochi,23-5-8-a.mp3,
