question_id,lesson_id,icon_first,icon_second,position_first,position_second,ja_show_first,ja_show_second,audio_auto,sentence_first_en,sentence_second_en,sentence_first_ja,sentence_second_ja,answer,chips,audio_first,audio_second
u16_l2_p1,u16_l2,user,,right,none,1,,0,________.,,彼らは昨日サッカーをしました。,,They played soccer yesterday,They|played|soccer|yesterday,16-2-1-a.mp3,
u16_l2_p2,u16_l2,user,,right,none,1,,0,________.,,私たちは先週の日曜日に祖父母を訪ねました。,,We visited our grandparents last Sunday,We|visited|our|grandparents|last|Sunday,16-2-2-a.mp3,
u16_l2_p3,u16_l2,user,,right,none,1,,0,________.,,私は家族と夕食を食べました。,,I ate dinner with my family,I|ate|dinner|with|my|family,16-2-3-a.mp3,
u16_l2_p4,u16_l2,user,,right,none,1,,0,________.,,ポチは今朝自分の部屋を掃除しました。,,Pochi cleaned his room this morning,Pochi|cleaned|his|room|this|morning,16-2-4-a.mp3,
u16_l2_p5,u16_l2,user,,right,none,1,,0,________.,,父は昨日夕食を作りました。,,My father cooked dinner yesterday,My|father|cooked|dinner|yesterday,16-2-5-a.mp3,
u16_l2_p6,u16_l2,user,,right,none,1,,0,________.,,私たちは学校祭に行きました。,,We went to the school festival,We|went|to|the|school|festival,16-2-6-a.mp3,
u16_l2_p7,u16_l2,user,,right,none,1,,0,________.,,私は寝る前に音楽を聞きました。,,I listened to music before bed,I|listened|to|music|before|bed,16-2-7-a.mp3,
u16_l2_p8,u16_l2,user,,right,none,1,,0,________.,,彼らは昨日歩いて学校へ行きました。,,They walked to school yesterday,They|walked|to|school|yesterday,16-2-8-a.mp3,
u16_l4_p1,u16_l4,05.png,,left,none,1,,0,________?,,昨日その試合を見ましたか。,,Did you watch the game yesterday,Did|you|watch|the|game|yesterday,16-4-1-a.mp3,
u16_l4_p2,u16_l4,05.png,user,left,right,1,1,0,________?,"Yes, she did.",エミは学校に来ましたか。,はい、来ました。,Did Emi come to school,Did|Emi|come|to|school,16-4-2-a.mp3,16-4-2-b.mp3
u16_l4_p3,u16_l4,05.png,,left,none,1,,0,________?,,お兄さんは昨夜勉強しましたか。,,Did your brother study last night,Did|your|brother|study|last|night,16-4-3-a.mp3,
u16_l4_p4,u16_l4,05.png,,left,none,1,,0,________.,,私は昨日テニスをしませんでした。,,I did not play tennis yesterday,I|did|not|play|tennis|yesterday,16-4-4-a.mp3,
u16_l4_p5,u16_l4,05.png,,left,none,1,,0,________.,,私たちは図書館へ行きませんでした。,,We did not go to the library,We|did|not|go|to|the|library,16-4-5-a.mp3,
u16_l4_p6,u16_l4,05.png,user,left,right,1,1,0,________?,"No, I didn't.",宿題は終わった？,いいえ、終わっていません。,Did you finish your homework,Did|you|finish|your|homework,16-4-6-a.mp3,16-4-6-b.mp3
u16_l4_p7,u16_l4,05.png,,left,none,1,,0,________.,,父は昨夜テレビを見ませんでした。,,My father did not watch TV last night,My|father|did|not|watch|TV|last|night,16-4-7-a.mp3,
u16_l4_p8,u16_l4,05.png,,left,none,1,,0,________.,,私は授業中スマホを使いませんでした。,,I did not use my phone during class,I|did|not|use|my|phone|during|class,16-4-8-a.mp3,
u16_l6_p1,u16_l6,05.png,,left,none,1,,0,________.,,彼女は試合の後疲れていました。,,She was tired after the game,She|was|tired|after|the|game,16-6-1-a.mp3,
u16_l6_p2,u16_l6,05.png,,left,none,1,,0,________.,,私たちはそのとき教室にいました。,,We were in the classroom then,We|were|in|the|classroom|then,16-6-2-a.mp3,
u16_l6_p3,u16_l6,05.png,user,left,right,1,1,0,________?,"Yes, I was.",昨日は家にいましたか。,はい、いました。,Were you at home yesterday,Were|you|at|home|yesterday,16-6-3-a.mp3,16-6-3-b.mp3
u16_l6_p4,u16_l6,05.png,,left,none,1,,0,________.,,先週の日曜日は天気が良かったです。,,The weather was nice last Sunday,The|weather|was|nice|last|Sunday,16-6-4-a.mp3,
u16_l6_p5,u16_l6,05.png,,left,none,1,,0,________.,,私はそのとき眠くありませんでした。,,I was not sleepy then,I|was|not|sleepy|then,16-6-5-a.mp3,
u16_l6_p6,u16_l6,05.png,user,left,right,1,1,0,________?,"No, he wasn't.",ケンは昨日病気でしたか。,いいえ,Was Ken sick yesterday,Was|Ken|sick|yesterday,16-6-6-a.mp3,16-6-6-b.mp3
u16_l6_p7,u16_l6,05.png,,left,none,1,,0,________.,,その公園はとても混んでいました。,,The park was very crowded,The|park|was|very|crowded,16-6-7-a.mp3,
u16_l8_p1,u16_l8,user,,right,none,1,,0,________.,,私は昨夜7時に勉強していました。,,I was studying at seven last night,I|was|studying|at|seven|last|night,16-8-1-a.mp3,
u16_l8_p2,u16_l8,user,,right,none,1,,0,________.,,妹はそのとき本を読んでいました。,,My sister was reading a book then,My|sister|was|reading|a|book|then,16-8-2-a.mp3,
u16_l8_p3,u16_l8,user,,right,none,1,,0,________.,,私たちは放課後サッカーをしていました。,,We were playing soccer after school,We|were|playing|soccer|after|school,16-8-3-a.mp3,
u16_l8_p4,u16_l8,05.png,user,left,right,1,1,0,________?,I was helping my mother.,そのとき何をしていたの？,母を手伝っていたよ。,What were you doing then,What|were|you|doing|then,16-8-4-a.mp3,16-8-4-b.mp3
u16_l8_p5,u16_l8,user,,right,none,1,,0,________.,,先生は生徒たちと話していました。,,The teacher was talking to the students,The|teacher|was|talking|to|the|students,16-8-5-a.mp3,
u16_l8_p6,u16_l8,user,,right,none,1,,0,________.,,彼らはバスを待っていました。,,They were waiting for the bus,They|were|waiting|for|the|bus,16-8-6-a.mp3,
u16_l8_p7,u16_l8,user,,right,none,1,,0,________.,,私は10時には寝ていませんでした。,,I was not sleeping at ten,I|was|not|sleeping|at|ten,16-8-7-a.mp3,
u16_l8_p8,u16_l8,user,,right,none,1,,0,________?,,そのときテレビを見ていましたか。,,Were you watching TV then,Were|you|watching|TV|then,16-8-8-a.mp3,
u16_l8_p9,u16_l8,05.png,user,left,right,1,1,0,________?,"Yes, he was.",トムはパソコンを使っていましたか。,はい、使っていました。,Was Tom using the computer,Was|Tom|using|the|computer,16-8-9-a.mp3,16-8-9-b.mp3
u16_l8_p10,u16_l8,user,,right,none,1,,0,________.,,子どもたちは公園で遊んでいました。,,The children were playing in the park,The|children|were|playing|in|the|park,16-8-10-a.mp3,
