question_id,question_no,round_id,lesson_id,sentence1_origin,sentence2_origin,sentence_first_ja,sentence_second_ja,highlight_word,bubble_gray,chip_input,audio1_input,audio2_input,voice1,voice2,audio_auto,icon_first,icon_second,position_first,position_second,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second
st1_sec4_e0181a,1,ast1_sec4_r01,,How do you say 'ありがとう' in English?,It's 'thank you'!,「ありがとう」って英語で何て言うの？,'thank you'だよ！,in English,2,How do you say 'ありがとう' in English?,1-4-1,1-4-1,Ivy,Ruth,1,user,05.png,right,left,____________,____________,How do you say 'ありがとう' in English?,How|do|you|say|'ありがとう'|in|English?,1-4-1-a.mp3,1-4-1-b.mp3
st1_sec4_e0181b,2,ast1_sec4_r01,,How do you say 'ありがとう' in English?,It's 'thank you'!,「ありがとう」って英語で何て言うの？,'thank you'だよ！,in English,1,It's 'thank you'!,1-4-1,1-4-1,Ivy,Ruth,2,user,05.png,right,left,How do you say 'ありがとう' in English?,____________,It's 'thank you'!,It's|'thank|you'!,1-4-1-a.mp3,1-4-1-b.mp3
st1_sec4_e0182a,3,ast1_sec4_r01,,"Sorry, I can't come to school. I have a cold.","Aw, feel better soon!",ごめん、学校に行けないんだ。風邪をひいちゃって。,あぁ、早くよくなってね。,have a cold,2,"Sorry, I can't come to school. I have a cold.",1-4-2,1-4-2,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Sorry, I can't come to school. I have a cold.","Sorry,|I|can't|come|to|school.|I|have|a|cold.",1-4-2-a.mp3,1-4-2-b.mp3
st1_sec4_e0182b,4,ast1_sec4_r01,,"Sorry, I can't come to school. I have a cold.","Aw, feel better soon!",ごめん、学校に行けないんだ。風邪をひいちゃって。,あぁ、早くよくなってね。,have a cold,1,"Aw, feel better soon!",1-4-2,1-4-2,Ivy,Ruth,2,user,05.png,right,left,"Sorry, I can't come to school. I have a cold.",____________,"Aw, feel better soon!","Aw,|feel|better|soon!",1-4-2-a.mp3,1-4-2-b.mp3
st1_sec4_e0183a,5,ast1_sec4_r01,,I can't find my pencil anywhere!,Did you check under your bed?,鉛筆がどこにも見つからない！,ベッドの下は見た？,anywhere,2,I can't find my pencil anywhere!,1-4-3,1-4-3,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I can't find my pencil anywhere!,I|can't|find|my|pencil|anywhere!,1-4-3-a.mp3,1-4-3-b.mp3
st1_sec4_e0183b,6,ast1_sec4_r01,,I can't find my pencil anywhere!,Did you check under your bed?,鉛筆がどこにも見つからない！,ベッドの下は見た？,anywhere,1,Did you check under your bed?,1-4-3,1-4-3,Ivy,Ruth,2,user,05.png,right,left,I can't find my pencil anywhere!,____________,Did you check under your bed?,Did|you|check|under|your|bed?,1-4-3-a.mp3,1-4-3-b.mp3
st1_sec4_e0184a,7,ast1_sec4_r01,,Nobody told me about the party!,Sorry! It was a secret.,パーティーのこと、誰も教えてくれなかった！,ごめん!秘密だったんだ。,nobody,2,Nobody told me about the party!,1-4-4,1-4-4,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Nobody told me about the party!,Nobody|told|me|about|the|party!,1-4-4-a.mp3,1-4-4-b.mp3
st1_sec4_e0184b,8,ast1_sec4_r01,,Nobody told me about the party!,Sorry! It was a secret.,パーティーのこと、誰も教えてくれなかった！,ごめん!秘密だったんだ。,nobody,1,Sorry! It was a secret.,1-4-4,1-4-4,Ivy,Ruth,2,user,05.png,right,left,Nobody told me about the party!,____________,Sorry! It was a secret.,Sorry!|It|was|a|secret.,1-4-4-a.mp3,1-4-4-b.mp3
st1_sec4_e0185a,9,ast1_sec4_r01,,"Wow, these stickers are so cheap!",Let's get one for each of our friends!,わぁ、このシール、すごく安い！,友だちみんなに一個ずつ買おうよ！,cheap,2,"Wow, these stickers are so cheap!",1-4-5,1-4-5,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Wow, these stickers are so cheap!","Wow,|these|stickers|are|so|cheap!",1-4-5-a.mp3,1-4-5-b.mp3
st1_sec4_e0185b,10,ast1_sec4_r01,,"Wow, these stickers are so cheap!",Let's get one for each of our friends!,わぁ、このシール、すごく安い！,友だちみんなに一個ずつ買おうよ！,cheap,1,Let's get one for each of our friends!,1-4-5,1-4-5,Ivy,Ruth,2,user,05.png,right,left,"Wow, these stickers are so cheap!",____________,Let's get one for each of our friends!,Let's|get|one|for|each|of|our|friends!,1-4-5-a.mp3,1-4-5-b.mp3
st1_sec4_e0186a,11,ast1_sec4_r02,,You can have either apple juice or orange juice.,"Orange, please!",リンゴジュースかオレンジジュース、どっちか選んでいいよ。,オレンジ、お願い！,either,2,You can have either apple juice or orange juice.,1-4-6,1-4-6,Ivy,Ruth,1,user,05.png,right,left,____________,____________,You can have either apple juice or orange juice.,You|can|have|either|apple|juice|or|orange|juice.,1-4-6-a.mp3,1-4-6-b.mp3
st1_sec4_e0186b,12,ast1_sec4_r02,,You can have either apple juice or orange juice.,"Orange, please!",リンゴジュースかオレンジジュース、どっちか選んでいいよ。,オレンジ、お願い！,either,1,"Orange, please!",1-4-6,1-4-6,Ivy,Ruth,2,user,05.png,right,left,You can have either apple juice or orange juice.,____________,"Orange, please!","Orange,|please!",1-4-6-a.mp3,1-4-6-b.mp3
st1_sec4_e0187a,13,ast1_sec4_r02,,I can't choose between chocolate and strawberry!,Get both! It's your birthday!,チョコかいちごか選べないよ！,両方にしなよ!誕生日だもん！,choose,2,I can't choose between chocolate and strawberry!,1-4-7,1-4-7,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I can't choose between chocolate and strawberry!,I|can't|choose|between|chocolate|and|strawberry!,1-4-7-a.mp3,1-4-7-b.mp3
st1_sec4_e0187b,14,ast1_sec4_r02,,I can't choose between chocolate and strawberry!,Get both! It's your birthday!,チョコかいちごか選べないよ！,両方にしなよ!誕生日だもん！,choose,1,Get both! It's your birthday!,1-4-7,1-4-7,Ivy,Ruth,2,user,05.png,right,left,I can't choose between chocolate and strawberry!,____________,Get both! It's your birthday!,Get|both!|It's|your|birthday!,1-4-7-a.mp3,1-4-7-b.mp3
st1_sec4_e0188a,15,ast1_sec4_r02,,Can I have the last cookie?,"Sure, go ahead!",最後のクッキー食べてもいい？,いいよ、どうぞ！,go ahead,2,Can I have the last cookie?,1-4-8,1-4-8,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Can I have the last cookie?,Can|I|have|the|last|cookie?,1-4-8-a.mp3,1-4-8-b.mp3
st1_sec4_e0188b,16,ast1_sec4_r02,,Can I have the last cookie?,"Sure, go ahead!",最後のクッキー食べてもいい？,いいよ、どうぞ！,go ahead,1,"Sure, go ahead!",1-4-8,1-4-8,Ivy,Ruth,2,user,05.png,right,left,Can I have the last cookie?,____________,"Sure, go ahead!","Sure,|go|ahead!",1-4-8-a.mp3,1-4-8-b.mp3
st1_sec4_e0189a,17,ast1_sec4_r02,,I'm already done with my homework!,"Wow, that was fast! Can you help me?",もう宿題終わったよ！,わぁ、早いね!手伝ってくれる？,already,2,I'm already done with my homework!,1-4-9,1-4-9,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I'm already done with my homework!,I'm|already|done|with|my|homework!,1-4-9-a.mp3,1-4-9-b.mp3
st1_sec4_e0189b,18,ast1_sec4_r02,,I'm already done with my homework!,"Wow, that was fast! Can you help me?",もう宿題終わったよ！,わぁ、早いね!手伝ってくれる？,already,1,"Wow, that was fast! Can you help me?",1-4-9,1-4-9,Ivy,Ruth,2,user,05.png,right,left,I'm already done with my homework!,____________,"Wow, that was fast! Can you help me?","Wow,|that|was|fast!|Can|you|help|me?",1-4-9-a.mp3,1-4-9-b.mp3
st1_sec4_e0190a,19,ast1_sec4_r02,,I'm at the top of the hill!,"Wow, you're so fast!",丘のてっぺんに着いたよ！,わぁ、足速いね！,top,2,I'm at the top of the hill!,1-4-10,1-4-10,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I'm at the top of the hill!,I'm|at|the|top|of|the|hill!,1-4-10-a.mp3,1-4-10-b.mp3
st1_sec4_e0190b,20,ast1_sec4_r02,,I'm at the top of the hill!,"Wow, you're so fast!",丘のてっぺんに着いたよ！,わぁ、足速いね！,top,1,"Wow, you're so fast!",1-4-10,1-4-10,Ivy,Ruth,2,user,05.png,right,left,I'm at the top of the hill!,____________,"Wow, you're so fast!","Wow,|you're|so|fast!",1-4-10-a.mp3,1-4-10-b.mp3
st1_sec4_e0191a,21,ast1_sec4_r03,,Are we there yet?,Here we are! Welcome to the zoo!,まだ着かないの？,着いたよ！動物園へようこそ！,Here we are,2,Are we there yet?,1-4-11,1-4-11,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Are we there yet?,Are|we|there|yet?,1-4-11-a.mp3,1-4-11-b.mp3
st1_sec4_e0191b,22,ast1_sec4_r03,,Are we there yet?,Here we are! Welcome to the zoo!,まだ着かないの？,着いたよ！動物園へようこそ！,Here we are,1,Here we are! Welcome to the zoo!,1-4-11,1-4-11,Ivy,Ruth,2,user,05.png,right,left,Are we there yet?,____________,Here we are! Welcome to the zoo!,Here|we|are!|Welcome|to|the|zoo!,1-4-11-a.mp3,1-4-11-b.mp3
st1_sec4_e0192a,23,ast1_sec4_r03,,I heard the new movie is amazing!,Is that so? Let's go see it!,新しい映画、すごく面白いんだって！,そうなの？見に行こうよ！,Is that so?,2,I heard the new movie is amazing!,1-4-12,1-4-12,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I heard the new movie is amazing!,I|heard|the|new|movie|is|amazing!,1-4-12-a.mp3,1-4-12-b.mp3
st1_sec4_e0192b,24,ast1_sec4_r03,,I heard the new movie is amazing!,Is that so? Let's go see it!,新しい映画、すごく面白いんだって！,そうなの？見に行こうよ！,Is that so?,1,Is that so? Let's go see it!,1-4-12,1-4-12,Ivy,Ruth,2,user,05.png,right,left,I heard the new movie is amazing!,____________,Is that so? Let's go see it!,Is|that|so?|Let's|go|see|it!,1-4-12-a.mp3,1-4-12-b.mp3
st1_sec4_e0193a,25,ast1_sec4_r03,,Stay away from that dog! It looks mean!,"Oh no, you're right. Let's go this way.",あの犬に近づかないで!怖そうだよ！,あ、ほんとだ。こっちの道行こう。,away,2,Stay away from that dog! It looks mean!,1-4-13,1-4-13,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Stay away from that dog! It looks mean!,Stay|away|from|that|dog!|It|looks|mean!,1-4-13-a.mp3,1-4-13-b.mp3
