question_id,question_no,round_id,lesson_id,sentence1_origin,sentence2_origin,sentence_first_ja,sentence_second_ja,highlight_word,bubble_gray,chip_input,audio1_input,audio2_input,voice1,voice2,audio_auto,icon_first,icon_second,position_first,position_second,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second
st1_sec5_e0241a,1,ast1_sec5_r01,,Let's play soccer at the park!,Yes! I'll bring the ball.,公園でサッカーしようよ！,うん!ボール持ってくね。,park,2,Let's play soccer at the park!,1-5-1,1-5-1,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Let's play soccer at the park!,Let's|play|soccer|at|the|park!,1-5-1-a.mp3,1-5-1-b.mp3
st1_sec5_e0241b,2,ast1_sec5_r01,,Let's play soccer at the park!,Yes! I'll bring the ball.,公園でサッカーしようよ！,うん!ボール持ってくね。,park,1,Yes! I'll bring the ball.,1-5-1,1-5-1,Ivy,Ruth,2,user,05.png,right,left,Let's play soccer at the park!,____________,Yes! I'll bring the ball.,Yes!|I'll|bring|the|ball.,1-5-1-a.mp3,1-5-1-b.mp3
st1_sec5_e0242a,3,ast1_sec5_r01,,"Oh no, the candy shop is closed!","Aw, let's come back tomorrow.",あぁ、お菓子屋さん閉まってる！,残念、明日また来ようよ。,closed,2,"Oh no, the candy shop is closed!",1-5-2,1-5-2,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Oh no, the candy shop is closed!","Oh|no,|the|candy|shop|is|closed!",1-5-2-a.mp3,1-5-2-b.mp3
st1_sec5_e0242b,4,ast1_sec5_r01,,"Oh no, the candy shop is closed!","Aw, let's come back tomorrow.",あぁ、お菓子屋さん閉まってる！,残念、明日また来ようよ。,closed,1,"Aw, let's come back tomorrow.",1-5-2,1-5-2,Ivy,Ruth,2,user,05.png,right,left,"Oh no, the candy shop is closed!",____________,"Aw, let's come back tomorrow.","Aw,|let's|come|back|tomorrow.",1-5-2-a.mp3,1-5-2-b.mp3
st1_sec5_e0243a,5,ast1_sec5_r01,,Enjoy your trip!,Thanks! I'll bring you a souvenir!,旅行楽しんでね！,ありがとう!お土産買ってくるね！,enjoy,2,Enjoy your trip!,1-5-3,1-5-3,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Enjoy your trip!,Enjoy|your|trip!,1-5-3-a.mp3,1-5-3-b.mp3
st1_sec5_e0243b,6,ast1_sec5_r01,,Enjoy your trip!,Thanks! I'll bring you a souvenir!,旅行楽しんでね！,ありがとう!お土産買ってくるね！,enjoy,1,Thanks! I'll bring you a souvenir!,1-5-3,1-5-3,Ivy,Ruth,2,user,05.png,right,left,Enjoy your trip!,____________,Thanks! I'll bring you a souvenir!,Thanks!|I'll|bring|you|a|souvenir!,1-5-3-a.mp3,1-5-3-b.mp3
st1_sec5_e0244a,7,ast1_sec5_r01,,Let's build a sandcastle!,Yes! I'll get the bucket!,砂のお城を作ろうよ！,うん!バケツ取ってくる！,build,2,Let's build a sandcastle!,1-5-4,1-5-4,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Let's build a sandcastle!,Let's|build|a|sandcastle!,1-5-4-a.mp3,1-5-4-b.mp3
st1_sec5_e0244b,8,ast1_sec5_r01,,Let's build a sandcastle!,Yes! I'll get the bucket!,砂のお城を作ろうよ！,うん!バケツ取ってくる！,build,1,Yes! I'll get the bucket!,1-5-4,1-5-4,Ivy,Ruth,2,user,05.png,right,left,Let's build a sandcastle!,____________,Yes! I'll get the bucket!,Yes!|I'll|get|the|bucket!,1-5-4-a.mp3,1-5-4-b.mp3
st1_sec5_e0245a,9,ast1_sec5_r01,,Will you sing with me at the school festival?,Yes! It will be so fun!,学校のお祭りで一緒に歌ってくれる？,うん!すごく楽しそう！,sing,2,Will you sing with me at the school festival?,1-5-5,1-5-5,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Will you sing with me at the school festival?,Will|you|sing|with|me|at|the|school|festival?,1-5-5-a.mp3,1-5-5-b.mp3
st1_sec5_e0245b,10,ast1_sec5_r01,,Will you sing with me at the school festival?,Yes! It will be so fun!,学校のお祭りで一緒に歌ってくれる？,うん!すごく楽しそう！,sing,1,Yes! It will be so fun!,1-5-5,1-5-5,Ivy,Ruth,2,user,05.png,right,left,Will you sing with me at the school festival?,____________,Yes! It will be so fun!,Yes!|It|will|be|so|fun!,1-5-5-a.mp3,1-5-5-b.mp3
