question_id,question_no,round_id,lesson_id,sentence1_origin,sentence2_origin,sentence_first_ja,sentence_second_ja,highlight_word,bubble_gray,chip_input,audio1_input,audio2_input,voice1,voice2,audio_auto,icon_first,icon_second,position_first,position_second,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second
st1_sec1_e0001a,1,ast1_sec1_r01,,I really love my art class!,Same! Painting is so much fun.,美術の授業、ほんと大好き！,だよね！絵を描くのってすごく楽しい。,art,2,I really love my art class!,1-1-1,1-1-1,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I really love my art class!,I|really|love|my|art|class!,1-1-1-a.mp3,1-1-1-b.mp3
st1_sec1_e0001b,2,ast1_sec1_r01,,I really love my art class!,Same! Painting is so much fun.,美術の授業、ほんと大好き！,だよね！絵を描くのってすごく楽しい。,art,1,Same! Painting is so much fun.,1-1-1,1-1-1,Ivy,Ruth,2,user,05.png,right,left,I really love my art class!,____________,Same! Painting is so much fun.,Same!|Painting|is|so|much|fun.,1-1-1-a.mp3,1-1-1-b.mp3
st1_sec1_e0002a,3,ast1_sec1_r01,,"Mom, can you help me right now?","Sure, what's wrong?",ママ、今すぐ手伝ってくれる？,いいよ、どうしたの？,right now,2,"Mom, can you help me right now?",1-1-2,1-1-2,Ivy,Ruth,1,user,05.png,right,left,____________,____________,"Mom, can you help me right now?","Mom,|can|you|help|me|right|now?",1-1-2-a.mp3,1-1-2-b.mp3
st1_sec1_e0002b,4,ast1_sec1_r01,,"Mom, can you help me right now?","Sure, what's wrong?",ママ、今すぐ手伝ってくれる？,いいよ、どうしたの？,right now,1,"Sure, what's wrong?",1-1-2,1-1-2,Ivy,Ruth,2,user,05.png,right,left,"Mom, can you help me right now?",____________,"Sure, what's wrong?","Sure,|what's|wrong?",1-1-2-a.mp3,1-1-2-b.mp3
st1_sec1_e0003a,5,ast1_sec1_r01,,Can you cook dinner with me tonight?,Sure! What should we make?,今夜、一緒に夕ごはん作らない？,いいよ！何作ろうか？,cook,2,Can you cook dinner with me tonight?,1-1-3,1-1-3,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Can you cook dinner with me tonight?,Can|you|cook|dinner|with|me|tonight?,1-1-3-a.mp3,1-1-3-b.mp3
st1_sec1_e0003b,6,ast1_sec1_r01,,Can you cook dinner with me tonight?,Sure! What should we make?,今夜、一緒に夕ごはん作らない？,いいよ！何作ろうか？,cook,1,Sure! What should we make?,1-1-3,1-1-3,Ivy,Ruth,2,user,05.png,right,left,Can you cook dinner with me tonight?,____________,Sure! What should we make?,Sure!|What|should|we|make?,1-1-3-a.mp3,1-1-3-b.mp3
st1_sec1_e0004a,7,ast1_sec1_r01,,I moved here three years ago.,Really? It feels like you've always been here!,3年前にここに引っ越してきたんだ。,ほんと？ずっとここにいるみたいだよ！,ago,2,I moved here three years ago.,1-1-4,1-1-4,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I moved here three years ago.,I|moved|here|three|years|ago.,1-1-4-a.mp3,1-1-4-b.mp3
st1_sec1_e0004b,8,ast1_sec1_r01,,I moved here three years ago.,Really? It feels like you've always been here!,3年前にここに引っ越してきたんだ。,ほんと？ずっとここにいるみたいだよ！,ago,1,Really? It feels like you've always been here!,1-1-4,1-1-4,Ivy,Ruth,2,user,05.png,right,left,I moved here three years ago.,____________,Really? It feels like you've always been here!,Really?|It|feels|like|you've|always|been|here!,1-1-4-a.mp3,1-1-4-b.mp3
st1_sec1_e0005a,9,ast1_sec1_r01,,I made a few cookies. Want some?,Yes please! They smell so good!,クッキーをちょっと作ったの。いる？,ほしい！すごくいい匂い！,a few,2,I made a few cookies. Want some?,1-1-5,1-1-5,Ivy,Ruth,1,user,05.png,right,left,____________,____________,I made a few cookies. Want some?,I|made|a|few|cookies.|Want|some?,1-1-5-a.mp3,1-1-5-b.mp3
st1_sec1_e0005b,10,ast1_sec1_r01,,I made a few cookies. Want some?,Yes please! They smell so good!,クッキーをちょっと作ったの。いる？,ほしい！すごくいい匂い！,a few,1,Yes please! They smell so good!,1-1-5,1-1-5,Ivy,Ruth,2,user,05.png,right,left,I made a few cookies. Want some?,____________,Yes please! They smell so good!,Yes|please!|They|smell|so|good!,1-1-5-a.mp3,1-1-5-b.mp3
st1_sec1_e0006a,11,ast1_sec1_r02,,My school is near my house.,Lucky! Mine is so far.,私の学校、家のすぐ近くなんだ。,いいなぁ！うちはすごく遠いよ。,near,2,My school is near my house.,1-1-6,1-1-6,Ivy,Ruth,1,user,05.png,right,left,____________,____________,My school is near my house.,My|school|is|near|my|house.,1-1-6-a.mp3,1-1-6-b.mp3
st1_sec1_e0006b,12,ast1_sec1_r02,,My school is near my house.,Lucky! Mine is so far.,私の学校、家のすぐ近くなんだ。,いいなぁ！うちはすごく遠いよ。,near,1,Lucky! Mine is so far.,1-1-6,1-1-6,Ivy,Ruth,2,user,05.png,right,left,My school is near my house.,____________,Lucky! Mine is so far.,Lucky!|Mine|is|so|far.,1-1-6-a.mp3,1-1-6-b.mp3
st1_sec1_e0007a,13,ast1_sec1_r02,,Let's plant some flowers in the garden!,Yes! I want to plant sunflowers!,庭にお花を植えようよ！,うん！ひまわりを植えたい！,plant,2,Let's plant some flowers in the garden!,1-1-7,1-1-7,Ivy,Ruth,1,user,05.png,right,left,____________,____________,Let's plant some flowers in the garden!,Let's|plant|some|flowers|in|the|garden!,1-1-7-a.mp3,1-1-7-b.mp3
st1_sec1_e0007b,14,ast1_sec1_r02,,Let's plant some flowers in the garden!,Yes! I want to plant sunflowers!,庭にお花を植えようよ！,うん！ひまわりを植えたい！,plant,1,Yes! I want to plant sunflowers!,1-1-7,1-1-7,Ivy,Ruth,2,user,05.png,right,left,Let's plant some flowers in the garden!,____________,Yes! I want to plant sunflowers!,Yes!|I|want|to|plant|sunflowers!,1-1-7-a.mp3,1-1-7-b.mp3
st1_sec1_e0008a,15,ast1_sec1_r02,,You can't enter this room without knocking!,"Oh, sorry! I forgot.",ノックしないでこの部屋に入っちゃダメ！,あっ、ごめん！忘れてた。,enter,2,You can't enter this room without knocking!,1-1-8,1-1-8,Ivy,Ruth,1,user,05.png,right,left,____________,____________,You can't enter this room without knocking!,You|can't|enter|this|room|without|knocking!,1-1-8-a.mp3,1-1-8-b.mp3
st1_sec1_e0008b,16,ast1_sec1_r02,,You can't enter this room without knocking!,"Oh, sorry! I forgot.",ノックしないでこの部屋に入っちゃダメ！,あっ、ごめん！忘れてた。,enter,1,"Oh, sorry! I forgot.",1-1-8,1-1-8,Ivy,Ruth,2,user,05.png,right,left,You can't enter this room without knocking!,____________,"Oh, sorry! I forgot.","Oh,|sorry!|I|forgot.",1-1-8-a.mp3,1-1-8-b.mp3
