page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u5_l3_p1,u5_l3,1,"be動詞は、主語によって
形が変わったよね。
「am」「is」「are」ってね。",,,5-3-1,image_top
u5_l3_p2,u5_l3,2,"動詞も主語によって
ちょっと変わる。
この変化は現在のことを
言うとき限定だけど。",,,5-3-1,image_top
u5_l3_p3,u5_l3,3,"主語が「I」「You」「複数」
の時は
形は変わらない。
原形のまま使うよ。",,,5-3-2-1,image_top
u5_l3_p4,u5_l3,4,"主語が「He」「She」「It」
とかの時は形は変わって
「s」がつくよ。",,,5-3-2-2,image_top
u5_l3_p5,u5_l3,5,"主語が
①三人称
②単数
③現在
のときは",,,5-3-2-3,image_top
u5_l3_p6,u5_l3,6,動詞に「s」がつく。,,,5-3-2-3,image_top
u5_l3_p7,u5_l3,7,"この
三人称、単数、現在を
「三単現」って略したりするよ",,,5-3-2-4,image_top
u5_l3_p8,u5_l3,8,"三単現の時は
動詞に「s」がつく。
そうやって覚えよう。",,,5-3-2-4,image_top
u5_l3_p9,u5_l3,9,ちょっと練習してみよう。,,,5-3-2-4,image_top
u5_l3_p10,u5_l3,10,"ここで問題！
これらの主語の時は
「sはつくかな？」
ちょっと推理してみてね",,,5-3-3-1,image_top
u5_l3_p11,u5_l3,11,"考えてみた？
答えを発表するよ？",,,5-3-3-1,image_top
u5_l3_p12,u5_l3,12,じゃーん。,,,5-3-3-2,image_top
u5_l3_p13,u5_l3,13,"どれくらいできたかな？
三人称、単数、現在には
「s」をつける。",,,5-3-3-2,image_top
u5_l3_p14,u5_l3,14,"なんでわざわざ「s」を
つけるんよ？
めんどー、って思うよね",,,5-3-3-2,image_top
u5_l3_p15,u5_l3,15,"どうやら昔は
主語が「I」のときも
主語が「You」のときも",,,5-3-4,image_top
u5_l3_p16,u5_l3,16,"ぜんぶ動詞のカタチが
ちがってたらしいよ。
英語は「誰が」が
重要だから
分けていたらしい。",,,5-3-4,image_top
u5_l3_p17,u5_l3,17,"今は、だいぶ簡略化して
三単現の「s」だけが
残っているそうだよ。",,,5-3-4,image_top
u5_l3_p18,u5_l3,18,"英語学習者にとっては
シンプルになってくれて
ありがたいことだね。",,,5-3-4,image_top
u5_l3_p19,u5_l3,19,"（なんなら、三単現のsも
失くしちゃえば楽なのに…）
なんて思うこともある…。",,,5-3-4,image_top
u5_l3_p20,u5_l3,20,"でも実際、最近は
いろんな国の人が
英語をしゃべるようになって",,,5-3-5,image_top
u5_l3_p21,u5_l3,21,"三単現の「s」が抜ける
っていうことが
増えてきているみたい。",,,5-3-5,image_top
u5_l3_p22,u5_l3,22,"まあ多少失敗しても
通じるってこと。",,,5-3-5,image_top
u5_l3_p23,u5_l3,23,"正しい使い方を
知っておくのは大事ではある。

…でも固くなりすぎなくても
いいってこと！",,,5-3-5,image_top
