page_id,lesson_id,page_NO,text,image_NO,layout
u35_l7_p1,u35_l7,1,someなんたら系もめっちゃ使う。,35-7-1,image_top
u35_l7_p2,u35_l7,2,somethingとかsomewhatとか、somewhereとか。,35-7-1,image_top
u35_l7_p3,u35_l7,3,ダイジェストで行ってみよー,35-7-1,image_top
u35_l7_p4,u35_l7,4,まずはsomething→なんか、ものごと。,35-7-2-1,image_top
u35_l7_p5,u35_l7,5,"Do you want something to drink?
何か飲む？",35-7-2-2,image_top
u35_l7_p6,u35_l7,6,"Guess what? Something good happened!
聞いて！いいことがあったんだー",35-7-2-3,image_top
u35_l7_p7,u35_l7,7,somewhere→どこか。,35-7-3-1,image_top
u35_l7_p8,u35_l7,8,"I want to go somewhere cool.
どこか涼しいところ行きたいね",35-7-3-2,image_top
u35_l7_p9,u35_l7,9,"They moved to somewhere in Europe.
彼らはヨーロッパのどこかに引っ越したよ。",35-7-3-3,image_top
u35_l7_p10,u35_l7,10,"somehow
どうにかして",35-7-4,image_top
u35_l7_p11,u35_l7,11,"We'll figure it out somehow.
どうにかして解決しよう。",35-7-4,image_top
u35_l7_p12,u35_l7,12,"sometime
いつか",35-7-5-1,image_top
u35_l7_p13,u35_l7,13,"Let's get lunch sometime.
いつかランチに行こうよ。",35-7-5-1,image_top
u35_l7_p14,u35_l7,14,"someday
いつか（スケールでかめ）",35-7-5-2,image_top
u35_l7_p15,u35_l7,15,"Someday I want to live abroad.
いつか海外に住みたいな。",35-7-5-2,image_top
u35_l7_p16,u35_l7,16,"somewhat
いくぶん、多少、やや",35-7-6-1,image_top
u35_l7_p17,u35_l7,17,"The test was somewhat difficult.
テストはやや難しかった。",35-7-6-1,image_top
u35_l7_p18,u35_l7,18,"somebody
だれか",35-7-6-2,image_top
u35_l7_p19,u35_l7,19,"Somebody is at the door.
誰かがドアのところにいるよ。",35-7-6-2,image_top
