page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u8_l3_p1,u8_l3,1,"このアプリには、
音声再生ボタンがあるのは
みんな気づいてるよね",,,8-3-1-1,image_top
u8_l3_p2,u8_l3,2,"これは、
問題を解くとき
ヒントになるけど",,,8-3-1-1,image_top
u8_l3_p3,u8_l3,3,リスニングの練習にも使えるよ。,,,8-3-1-1,image_top
u8_l3_p4,u8_l3,4,"イヤホンでしっかり聞いてみよう！
すべての単語を聞き取れるかな？",,,8-3-2,image_top
u8_l3_p5,u8_l3,5,"この音声は、
機械で読み上げたものなんだけど",,,8-3-2,image_top
u8_l3_p6,u8_l3,6,"ナチュラルスピードだし
AIを使ってかなり自然に
つくられているから、",,,8-3-2,image_top
u8_l3_p7,u8_l3,7,"十分に耳のトレーニングに
なると思う！",,,8-3-2,image_top
u8_l3_p8,u8_l3,8,"でも、あえて
「Pochi英文法」では
文法に集中することにして",,,8-3-3,image_top
u8_l3_p9,u8_l3,9,"リスニングに時間をかけず
サクサク進んでもOK",,,8-3-3,image_top
u8_l3_p10,u8_l3,10,学び方は十人十色。,,,8-3-3,image_top
u8_l3_p11,u8_l3,11,"自分に合った
使い方をしてね！",,,8-3-3,image_top
u8_l3_p12,u8_l3,12,それから、,,,8-3-3-2,image_top
u8_l3_p13,u8_l3,13,"Unitの最後に
Unitのまとめ問題があるよね",,,8-3-3-2,image_top
u8_l3_p14,u8_l3,14,"それの音声は自動再生
しないように設定してあるから",,,8-3-3-2,image_top
u8_l3_p15,u8_l3,15,"そこでは音声のヒント無しで
自分で考えて問題を解いてみてね！",,,8-3-3-2,image_top
u8_l3_p16,u8_l3,16,"ヒント無しだと
結構難しいものもある。
うーん、分からないなぁって
試行錯誤するのは超大事。",,,8-3-4-1,image_top
u8_l3_p17,u8_l3,17,間違えるのも超大事！,,,8-3-4-1,image_top
u8_l3_p18,u8_l3,18,"間違えて、修正したときに、
みんなの英語は
強くなっていくんだ！",,,8-3-4-2,image_top
u8_l3_p19,u8_l3,19,"英語ってどうなってるんだろう？
どう並べたらいいのかな？って",,,8-3-4-2,image_top
u8_l3_p20,u8_l3,20,"自分で想像しながら
間違えを恐れずに
取り組んでみてね！",,,8-3-4-2,image_top
u8_l3_p21,u8_l3,21,"このアプリでは
日本文→英文っていう形になっていて
正解・不正解を
一応設定しているけど、",,,1-1-1,image_top
u8_l3_p22,u8_l3,22,"このアプリの英文だけが
正解ってわけじゃない。",,,1-1-1,image_top
u8_l3_p23,u8_l3,23,"実際はもっと
たくさんの表現がある。
国によっても文法が違ったりする。",,,1-1-1,image_top
u8_l3_p24,u8_l3,24,"実際に使う場面では
不完全でもいいんだ。
案外伝わる。",,,1-1-1,image_top
u8_l3_p25,u8_l3,25,"だから、正解不正解に
こだわらないで
とにかく、英語を知ることを
楽しんで欲しい！",,,1-1-1,image_top
u8_l3_p26,u8_l3,26,"どうしてもわからないことや
モヤモヤすることが
あったら、",,,1-1-1,image_top
u8_l3_p27,u8_l3,27,"スクショをとって、
お手持ちのAIに聞いてみて！",,,8-3-4-3,image_top
u8_l3_p28,u8_l3,28,"「なんでこうなるの？」
「僕はこう思うんだけど、
それでも通じるかな？」
ってね",,,8-3-4-3,image_top
u8_l3_p29,u8_l3,29,きっといろいろと教えてくれるはず！,,,8-3-4-3,image_top
