page_id,lesson_id,page_NO,text,image_NO,layout
u16_l7_p1,u16_l7,1,"be動詞の過去形をやったから、
こんな事も言えるよ。",16-7-1,image_top
u16_l7_p2,u16_l7,2,"I was studying then.
その時、わたしは勉強してたよ。",16-7-2-1,image_top
u16_l7_p3,u16_l7,3,過去のある時点の説明をしてる。,16-7-2-1,image_top
u16_l7_p4,u16_l7,4,"その時、
わたしは、",16-7-2-2,image_top
u16_l7_p5,u16_l7,5,こういうことをしてた。,16-7-2-3,image_top
u16_l7_p6,u16_l7,6,こんなふうに、ing形を使って過去のある時に進行していたことを説明をすることもできる。,16-7-2-3,image_top
u16_l7_p7,u16_l7,7,これを、過去進行形っていうよ。,16-7-2-4,image_top
u16_l7_p8,u16_l7,8,"She was cooking at 8 p.m.
午後8時、彼女は料理していた。",16-7-3-1,image_top
u16_l7_p9,u16_l7,9,"I was sleeping then.
その時私は眠っていた。",16-7-3-2,image_top
u16_l7_p10,u16_l7,10,こんな感じだね。,16-7-3-2,image_top
u16_l7_p11,u16_l7,11,疑問文と否定文も見ていこう。,16-7-3-2,image_top
u16_l7_p12,u16_l7,12,"Were you waiting for me?
私を待っていたの？",16-7-4-1,image_top
u16_l7_p13,u16_l7,13,"No, I wasn't.
いや、待ってないよ",16-7-4-2,image_top
u16_l7_p14,u16_l7,14,"Pochi wasn't watching TV.
ポチはテレビを見ていませんでした。",16-7-5-1,image_top
u16_l7_p15,u16_l7,15,"I was.
私が見ていたんです。",16-7-5-2,image_top
u16_l7_p16,u16_l7,16,さあ、練習パートに行こう！,16-7-5-2,image_top
