page_id,lesson_id,page_NO,text,image_NO,layout
u19_l3_p1,u19_l3,1,次は範囲に関する前置詞を集めてみたよ！,19-3-1,image_top
u19_l3_p2,u19_l3,2,"during
「〇〇の間」これは時間的なものだ。",19-3-2-1,image_top
u19_l3_p3,u19_l3,3,"I slept during the movie.
映画の間に寝てしまいました。",19-3-2-2,image_top
u19_l3_p4,u19_l3,4,長さのある期間の、その間ってこと。,19-3-2-2,image_top
u19_l3_p5,u19_l3,5,"between
（2つのもの）の間に",19-3-2-3,image_top
u19_l3_p6,u19_l3,6,"I sat between Pochi and Tama
私はポチとタマの間に座りました。",19-3-2-4,image_top
u19_l3_p7,u19_l3,7,"among（〜の中に）
「3つ以上集まっているものの中に」って意味。",19-3-3-1,image_top
u19_l3_p8,u19_l3,8,"The cat is among the trees.
猫は木々の中にいます。",19-3-3-2,image_top
u19_l3_p9,u19_l3,9,"まだまだいくよ！
今スグに覚えなくてOK",19-3-3-2,image_top
u19_l3_p10,u19_l3,10,先に紹介しちゃうから後でたくさん練習して身につけよう！,19-3-3-2,image_top
u19_l3_p11,u19_l3,11,around（〜のまわりに）,19-3-4-1,image_top
u19_l3_p12,u19_l3,12,"The children ran around the tree.
子どもたちは木のまわりを走りました。",19-3-4-2,image_top
u19_l3_p13,u19_l3,13,through（〜を通って／〜を通り抜けて）,19-3-5-1,image_top
u19_l3_p14,u19_l3,14,"Pochi walked through the forest.
ポチは森を通り抜けました。",19-3-5-2,image_top
