page_id,lesson_id,page_NO,text,image_NO,layout
u22_l5_p1,u22_l5,1,"つぎは、「聞く」と「聞こえる」
listen と hearだね。",22-5-1,image_top
u22_l5_p2,u22_l5,2,listenは、「耳を傾ける」,22-5-2-1,image_top
u22_l5_p3,u22_l5,3,聞こえてくるほうに、,22-5-2-2,image_top
u22_l5_p4,u22_l5,4,スッと注意を向けて,22-5-2-3,image_top
u22_l5_p5,u22_l5,5,しっかり聞く感じ。,22-5-2-3,image_top
u22_l5_p6,u22_l5,6,"I'm listening to music.
音楽を聴いている。",22-5-2-4,image_top
u22_l5_p7,u22_l5,7,耳を傾ける先は何か？が次によく来るから、,22-5-2-4,image_top
u22_l5_p8,u22_l5,8,"to 〇〇　が後に来やすい。
toは矢印の終点みたいなイメージだから、",22-5-2-4,image_top
u22_l5_p9,u22_l5,9,どっちに耳を傾けているかの向きがイメージされるね。,22-5-2-4,image_top
u22_l5_p10,u22_l5,10,hearは「聞こえてくる」,22-5-3-1,image_top
u22_l5_p11,u22_l5,11,"I can hear a dog barking.
犬の鳴き声が聞こえる。",22-5-3-2,image_top
u22_l5_p12,u22_l5,12,勝手に耳に入ってくる感じ。,22-5-3-2,image_top
