page_id,lesson_id,page_NO,text,image_NO,layout
u12_l3_p1,u12_l3,1,次は「should」と「shall」を紹介するよ。,12-3-1,image_top
u12_l3_p2,u12_l3,2,"shouldは、
～すべき
～なはず
という意味がある。",12-3-2-2,image_top
u12_l3_p3,u12_l3,3,"もともとはshallの
過去形だったんだけど
もはやべつもの。",12-3-2-2,image_top
u12_l3_p4,u12_l3,4,「～すべき」の使い方例は…,12-3-2-2,image_top
u12_l3_p5,u12_l3,5,"You should drink more water. 
もっと水を飲んだほうがいいよ。",12-3-3-1,image_top
u12_l3_p6,u12_l3,6,"You shouldn’t stay up so late. 
そんなに夜更かししなほうがいいよ。",12-3-3-2,image_top
u12_l3_p7,u12_l3,7,"Should I eat natto every day? 
毎日納豆食べたほうがいいかな？",12-3-3-3,image_top
u12_l3_p8,u12_l3,8,こんな感じ。,12-3-3-3,image_top
u12_l3_p9,u12_l3,9,"「～なはず！」
って意味で使われるのは",12-3-4-1,image_top
u12_l3_p10,u12_l3,10,"He should be home now. 
彼はもう家にいるはず。",12-3-4-1,image_top
u12_l3_p11,u12_l3,11,"これは
He is home now.
彼は今家にいる。を、
いるはず！にしたやつ。",12-3-4-2,
u12_l3_p12,u12_l3,12,"This should be enough. 
これで足りるはず。",12-3-4-3,image_top
u12_l3_p13,u12_l3,13,"shouldのイメージは、
「普通ならそうなるよね」
って感じらしい。",12-3-4-3,image_top
u12_l3_p14,u12_l3,14,"「～すべき」っていう使い方にも
通じるところがあるよね。
「普通ならそうするよね」",12-3-4-3,image_top
u12_l3_p15,u12_l3,15,"つぎは「shall」
とにかく上品。
上品だからめったに使わないらしい。",12-3-5-1,image_top
u12_l3_p16,u12_l3,16,shallは、「～しましょうか」「一緒に～しませんか」っていう申し出。,12-3-5-2,image_top
u12_l3_p17,u12_l3,17,"Shall I open the window? 
窓開けようか？ ",12-3-5-2,image_top
u12_l3_p18,u12_l3,18,"Shall I call him? 
彼に電話しようか？ ",12-3-5-3,image_top
u12_l3_p19,u12_l3,19,"とにかく申し出る感じ。
しかもかなり丁寧で
上品な感じの言い方。",12-3-5-4,image_top
u12_l3_p20,u12_l3,20,"ちょっと上品すぎるので、
普段は、",12-3-5-4,image_top
u12_l3_p21,u12_l3,21,"Do you want me to open the window? 
窓をあけようか？",12-3-5-5,image_top
u12_l3_p22,u12_l3,22,"Should I open the window? 
窓、開けたほうがいいかな？
くらいに言うらしいよ。",12-3-5-6,image_top
