page_id,lesson_id,page_NO,text,image_NO,layout
u14_l5_p1,u14_l5,1,◯◯しようよ！ってお誘いするときの表現を見ていこう。,14-5-1,image_top
u14_l5_p2,u14_l5,2,"一番シンプルなのが、
Let's",14-5-1,image_top
u14_l5_p3,u14_l5,3,Let us の略だよ。,14-5-1,image_top
u14_l5_p4,u14_l5,4,（Let単独の意味については後のUNITで扱うとして…）,14-5-1,image_top
u14_l5_p5,u14_l5,5,Let's をつけるだけでお誘いになるよ。,14-5-1,image_top
u14_l5_p6,u14_l5,6,"Let's play the game!
ゲームしよう！",14-5-2-1,image_top
u14_l5_p7,u14_l5,7,"Let's start!
始めよう！",14-5-2-2,image_top
u14_l5_p8,u14_l5,8,Let'sをつかった否定文もあるよ。,14-5-2-2,image_top
u14_l5_p9,u14_l5,9,"Let's not talk about that.
その話はやめておこうよ。",14-5-3-2,image_top
u14_l5_p10,u14_l5,10,お誘いと言えば、,14-5-3-2,image_top
u14_l5_p11,u14_l5,11,"Shall we go?
行きましょうか？",14-5-4-1,image_top
u14_l5_p12,u14_l5,12,ってのも前にやったよね。,14-5-4-1,image_top
u14_l5_p13,u14_l5,13,前にやった通り、Shallはかなり品のある言い方だよ。,14-5-4-1,image_top
u14_l5_p14,u14_l5,14,"Let's go!の方が
行こうよ！って感じで
使いやすい。",14-5-4-2,image_top
u14_l5_p15,u14_l5,15,ちなみに、もうちょっと控えめにお誘いするときは、,14-5-4-2,image_top
u14_l5_p16,u14_l5,16,Do you want to 〜?をよく使う。,14-5-5-1,image_top
u14_l5_p17,u14_l5,17,"Do you want to watch a movie?
映画見る?",14-5-5-1,image_top
u14_l5_p18,u14_l5,18,直訳は「あなたは映画をみたいですか？」なんだけど、,14-5-5-1,image_top
u14_l5_p19,u14_l5,19,"状況によってはお誘いに近い言い方になるよ。
「映画見ませんか？」くらいのね。",14-5-5-1,image_top
