page_id,lesson_id,page_NO,text,image_NO,layout
u17_l5_p1,u17_l5,1,仮主語のItをやったから、もう少し説明を足した文をみてみるよ。,17-5-1,image_top
u17_l5_p2,u17_l5,2,"It's important to study English!
このレッスンのタイトルになってる英文。",17-5-1,image_top
u17_l5_p3,u17_l5,3,これは、まず状況を言っちゃうパターンのやつ。,17-5-1,image_top
u17_l5_p4,u17_l5,4,"It's important
「大事なんだよぉ！」",17-5-2-1,image_top
u17_l5_p5,u17_l5,5,"次に何が？が来る。
説明を足すんだね。",17-5-2-1,image_top
u17_l5_p6,u17_l5,6,"to study English!
「英語を勉強するのは！」",17-5-2-2,image_top
u17_l5_p7,u17_l5,7,"ここで、学校とかでは、
to studyのところを真主語とかいって",17-5-2-3,image_top
u17_l5_p8,u17_l5,8,"「ここが主語になってる」
って教えたりするけど、",17-5-2-3,image_top
u17_l5_p9,u17_l5,9,"それを意識しちゃうと、
英語の感覚から離れちゃう。",17-5-2-3,image_top
u17_l5_p10,u17_l5,10,"to studyは
ただのto不定詞。
説明パーツの1個、
ってくらいに捉えておくと
いいと思うよ。",17-5-2-4,image_top
u17_l5_p11,u17_l5,11,ちなみに、,17-5-2-4,image_top
u17_l5_p12,u17_l5,12,"To study English is important.
って感じで主語に持っていくこともできるんだけど",17-5-3-1,image_top
u17_l5_p13,u17_l5,13,"英語ではほとんどそう言わない。
物事や状況を主語にしたがらない。",17-5-3-1,image_top
u17_l5_p14,u17_l5,14,状況というか、言いたいことを先にいう。,17-5-3-2,image_top
u17_l5_p15,u17_l5,15,"それから説明を足す。
このパターンが圧倒的に多いと思うよ。",17-5-3-3,image_top
u17_l5_p16,u17_l5,16,あとからペタペタと説明を足すだけだから、こんなにたくさんのことを言える。,17-5-3-3,image_top
u17_l5_p17,u17_l5,17,It is difficult for me to play classical music on the piano.,17-5-4-1,image_top
u17_l5_p18,u17_l5,18,これも、先に「難しいんだよぉ」と言っちゃう。,17-5-4-2,image_top
u17_l5_p19,u17_l5,19,次に、「私にとってはね」,17-5-4-3,image_top
u17_l5_p20,u17_l5,20,"そして、何が難しいのか？
「Classicを演奏するのが！」
が来てる。",17-5-4-4,image_top
u17_l5_p21,u17_l5,21,"もっと詳しくできる。
「ピアノでね」",17-5-4-5,image_top
u17_l5_p22,u17_l5,22,これが英語の感覚。,17-5-4-5,image_top
