page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u6_l5_p1,u6_l5,1,"ちょっとここで、
動詞には2パターン
あるのを紹介するよ。",,,6-5-1,image_top
u6_l5_p2,u6_l5,2,"その名も…
「自動詞」と「他動詞」！！",,,6-5-1,image_top
u6_l5_p3,u6_l5,3,"「自動詞」ってのは、
自分だけでできるタイプの
動詞。",,,6-5-2-1,image_top
u6_l5_p4,u6_l5,4,"例えば
「泳ぐ」とか。",,,6-5-2-2,image_top
u6_l5_p5,u6_l5,5,"I swim.
これだけで文が完成する。
ここに情報を足してあげてもOK。
I swim in the pool.",,,6-5-2-2,image_top
u6_l5_p6,u6_l5,6,"「他動詞」ってのは
「誰に」「何を」が必要な
タイプの動詞。",,,6-5-3-1,image_top
u6_l5_p7,u6_l5,7,"I like だけだと
「何を」好きなのかが足りない。",,,6-5-3-2,image_top
u6_l5_p8,u6_l5,8,"だから「何を」まで
言ってあげないといけない。",,,6-5-3-3,
u6_l5_p9,u6_l5,9,"I tell だけだと
「誰に」伝えるのかが足りない。",,,6-5-4-1,image_top
u6_l5_p10,u6_l5,10,"だから、I tell him.まで
言ってあげないといけない。",,,6-5-4-2,
u6_l5_p11,u6_l5,11,"もっと言うと、
I tell him. だけだと
「何を」伝えるのかが足りない。
だから、",,,6-5-4-3,image_top
u6_l5_p12,u6_l5,12,"I tell him the truth.
っていうように
「何を」まで
言ってあげる必要がある。",,,6-5-4-4,image_top
u6_l5_p13,u6_l5,13,"「a」とか「the」とか
やったときにも出てきたよね。
「なんか情報が足りない…」
って感覚。",,,6-5-4-4,image_top
u6_l5_p14,u6_l5,14,"英語だと、動詞自体に
「この動詞はこういう情報と
セットで使いたい」
っていう「お気持ち」が",,,6-5-4-4,image_top
u6_l5_p15,u6_l5,15,含まれている。,,,6-5-4-4,image_top
u6_l5_p16,u6_l5,16,"それを日本人が慣れるのは
難しいけど、",,,6-5-4-4,image_top
u6_l5_p17,u6_l5,17,"とにかく感覚的に
「これは足りてる。」
「これはなんか足りない…」
って感じるまで",,,6-5-4-4,image_top
u6_l5_p18,u6_l5,18,使い込んでいこう！,,,6-5-4-4,image_top
