page_id,lesson_id,page_NO,text,image_NO,layout
u10_l9_p1,u10_l9,1,…これは覚えなくていいんだけど、,10-9-1,image_top
u10_l9_p2,u10_l9,2,"一般動詞の疑問文と
否定文で出てきた、
あの「do」も",10-9-1,image_top
u10_l9_p3,u10_l9,3,実は助動詞なんだ！,10-9-1,image_top
u10_l9_p4,u10_l9,4,"考えてみたらさ、
使い方似てるでしょ？",10-9-1,image_top
u10_l9_p5,u10_l9,5,"一般動詞の疑問文を
やった時に、",10-9-2-1,image_top
u10_l9_p6,u10_l9,6,"昔は、主語と動詞と
ひっくり返してたって話したよね？",10-9-2-1,image_top
u10_l9_p7,u10_l9,7,"You know him.
が、昔は…
Know you him?
で疑問文になっていた。",10-9-2-2,image_top
u10_l9_p8,u10_l9,8,"否定文にするときも、
昔は
You know not him.
だった。",10-9-2-3,image_top
u10_l9_p9,u10_l9,9,"でもdoを登場させて
助動詞使いすることで、",10-9-2-4,image_top
u10_l9_p10,u10_l9,10,今の形になったらしいよ。,10-9-2-4,image_top
u10_l9_p11,u10_l9,11,"Do you know him?
I do not know him.",10-9-2-4,image_top
u10_l9_p12,u10_l9,12,"助動詞と言っても、
意味は特に追加されない。
文法の都合で置いてるもの。",10-9-2-4,image_top
u10_l9_p13,u10_l9,13,"なんでこうなったかは、
よく分かっていないらしいけど、",10-9-2-4,image_top
u10_l9_p14,u10_l9,14,"そのほうが
構造がわかりやすいから
じゃないかともいわれてる。",10-9-2-4,image_top
u10_l9_p15,u10_l9,15,助動詞と使い方が一緒だしね。,10-9-2-4,image_top
u10_l9_p16,u10_l9,16,…という雑学でした。,0-0-0,image_top
