page_id,lesson_id,page_NO,text,image_NO,layout
u20_l2_p1,u20_l2,1,まずはwillを見ていこいう。,20-2-1,image_top
u20_l2_p2,u20_l2,2,willは、「意志」と「確度の高い未来」感が含まれる。,20-2-2-1,image_top
u20_l2_p3,u20_l2,3,"It will rain tomorrow.
あしたは雨だ（天気予報が言ってて確度が高いとき）。",20-2-2-2,image_top
u20_l2_p4,u20_l2,4,"I will go to school tomorrow.
明日は学校に行くよ。",20-2-3-2,image_top
u20_l2_p5,u20_l2,5,"mayは「推測」
（あと許可の意味もあったね）",20-2-4-1,image_top
u20_l2_p6,u20_l2,6,"It may rain tomorrow.
明日は雨が降るかもしれない。（空の様子を見て推測している。確度が低め）",20-2-4-2,image_top
u20_l2_p7,u20_l2,7,"Pohci may come to the party.
ポチはパーティーに来るかもしれない（未来の推測）",20-2-4-3,image_top
u20_l2_p8,u20_l2,8,そして、「未来の、決まった予定」をいう時には現在形が使える。,20-2-5-1,image_top
u20_l2_p9,u20_l2,9,"The train leaves at 8 tomorrow. 
電車は明日の8時に出発するよ。",20-2-5-2,image_top
u20_l2_p10,u20_l2,10,"School starts next Monday.
学校は来週月曜に始まる",20-2-5-3,image_top
u20_l2_p11,u20_l2,11,"とりあえずここまで。
練習いってみよー！",20-2-5-3,image_top
