page_id,lesson_id,page_NO,text,image_NO,layout
u20_l1_p1,u20_l1,1,未来のことを言う方法はいくつかあるんだけど、,20-1-1,image_top
u20_l1_p2,u20_l1,2,実は今まで出てきた文法だけで未来のことはだいたい全部言えてしまう,20-1-1,image_top
u20_l1_p3,u20_l1,3,"例えば、will。
未来のことをいう時に使う時によく出てくる。",20-1-2-1,image_top
u20_l1_p4,u20_l1,4,"It will rain tomorrow.
あしたは雨だ。",20-1-2-1,image_top
u20_l1_p5,u20_l1,5,他にも、may。,20-1-2-2,image_top
u20_l1_p6,u20_l1,6,"It may rain tomorrow.
明日は雨が降るかもしれない",20-1-2-2,image_top
u20_l1_p7,u20_l1,7,これも未来のことを言っているよね。,20-1-2-2,image_top
u20_l1_p8,u20_l1,8,"こういう言い方もあるよ。
The train leaves at 8 tomorrow.
電車は明日の8時に出発します。",20-1-2-3,image_top
u20_l1_p9,u20_l1,9,文法としては現在形だけど、未来のことも言える。,20-1-2-3,image_top
u20_l1_p10,u20_l1,10,実は、「未来形」というものは結構あいまいで、,20-1-2-3,image_top
u20_l1_p11,u20_l1,11,「未来形はこういうものだ！」って決まった形がない。,20-1-2-3,image_top
u20_l1_p12,u20_l1,12,"だからとにかく、
たくさんの英語に触れて、",20-1-2-3,image_top
u20_l1_p13,u20_l1,13,"「未来っぽい」英語の
感覚をつけていこう！",20-1-2-3,image_top
u20_l1_p14,u20_l1,14,"次のlessonからは、
未来のことが言える色んな表現を見ていくよ！",0-0-0,image_top
