page_id,lesson_id,page_NO,text,image_NO,layout
u40_l10_p1,u40_l10,1,"時制をぜんぶ並べると、
実は12個ある。",40-10-1,image_top
u40_l10_p2,u40_l10,2,ででーん！,40-10-2-1,image_top
u40_l10_p3,u40_l10,3,"時・現在・過去・未来の3つ×
単純・進行・完了・完了進行の4つ＝12。",40-10-2-1,image_top
u40_l10_p4,u40_l10,4,だいじょうぶ、暗記しなくていい。,40-10-2-1,image_top
u40_l10_p5,u40_l10,5,"ぜんぶ
be 〇〇ing（進行）／have 過去分詞（完了）／will（未来）",40-10-2-2,image_top
u40_l10_p6,u40_l10,6,っていう部品の、組み合わせでできてる。,40-10-2-2,image_top
u40_l10_p7,u40_l10,7,初見でも、一つ一つの部品のイメージがつかめていれば,40-10-2-2,image_top
u40_l10_p8,u40_l10,8,意味をざっくりとらえられると思う。,40-10-2-2,image_top
u40_l10_p9,u40_l10,9,今は完璧に使いこなせなくてもOK！,40-10-2-2,image_top
u40_l10_p10,u40_l10,10,まずは文を読んで、解読できるようになることを目指そう。,40-10-2-2,image_top
