page_id,lesson_id,page_NO,text,image_NO,layout
u11_l5_p1,u11_l5,1,"何度も言うけど
to不定詞というのは、",11-5-1,image_top
u11_l5_p2,u11_l5,2,"動詞を、動詞じゃない
パーツにしたもの。",11-5-1,image_top
u11_l5_p3,u11_l5,3,"じゃあこれはどういう意味か
想像してみよう！",11-5-1,image_top
u11_l5_p4,u11_l5,4,We need time to think.,11-5-2-1,image_top
u11_l5_p5,u11_l5,5,私、必要だよ、時間を。考える,11-5-2-2,image_top
u11_l5_p6,u11_l5,6,"つまり、
私は考える時間を必要としてる。
（私には考える時間が必要）",11-5-2-2,image_top
u11_l5_p7,u11_l5,7,ということになる。,11-5-2-2,image_top
u11_l5_p8,u11_l5,8,"このto不定詞は、
timeの説明をしているんだね。",11-5-2-3,image_top
u11_l5_p9,u11_l5,9,"名詞の説明をしてるから、
ここでは形容詞っぽくなってる。",11-5-2-3,image_top
u11_l5_p10,u11_l5,10,"じゃあこれはどうかな？
That is a difficult question to answer.",11-5-3-1,image_top
u11_l5_p11,u11_l5,11,"ソレは、難しい質問だ。
どんな質問かというと
答える（必要がある）質問。",11-5-3-2,image_top
u11_l5_p12,u11_l5,12,"つまり、
「ソレは答えるのが
難しい質問だね。」",11-5-3-2,image_top
u11_l5_p13,u11_l5,13,"もうちょっと自然な日本語にすると、
「それはちょっと…難しい質問だなぁ」",11-5-3-2,image_top
u11_l5_p14,u11_l5,14,そんな感じ。,11-5-3-2,image_top
u11_l5_p15,u11_l5,15,"このUnitでやったことの他に
to不定詞にはもうちょっと
使い方があるんだけど",0-0-0,image_top
u11_l5_p16,u11_l5,16,それはまた別のUnitでやろう！,0-0-0,image_top
u11_l5_p17,u11_l5,17,…え？,0-0-0,image_top
u11_l5_p18,u11_l5,18,"「最近そういう先延ばしパターン多くない？」
って？",0-0-0,image_top
u11_l5_p19,u11_l5,19,"仕方ないじゃん！
難易度がぐっと
上がっちゃうんだから！",0-0-0,image_top
u11_l5_p20,u11_l5,20,もったいぶらずに教えろって？,0-0-0,image_top
u11_l5_p21,u11_l5,21,じゃあ紹介だけ。,0-0-0,image_top
u11_l5_p22,u11_l5,22,"結果のto 不定詞
I woke up to find my phone broken.
（起きたらスマホ壊れてた）",11-5-4-1,image_top
u11_l5_p23,u11_l5,23,"She rushed to the station, only to miss the train.
（急いで駅に行ったのに、結局電車に乗り遅れた）",11-5-4-2,image_top
u11_l5_p24,u11_l5,24,解説はまた今度ね！,11-5-4-2,image_top
