page_id,lesson_id,page_NO,text,image_NO,layout
u23_l1_p1,u23_l1,1,"やっと過去分詞までやってきた！
これがまた便利なんだよぉ～",23-1-1,image_top
u23_l1_p2,u23_l1,2,"過去分詞って言うのは、
動詞を活用して作るもの。",23-1-1,image_top
u23_l1_p3,u23_l1,3,みんなはすでに、現在形、過去形、現在分詞（動名詞も）はやったね。,23-1-2-1,image_top
u23_l1_p4,u23_l1,4,talk、talked、talking　って感じ。,23-1-2-2,image_top
u23_l1_p5,u23_l1,5,それに過去分詞も仲間入りさせてあげよう！,23-1-2-3,image_top
u23_l1_p6,u23_l1,6,talk、talked、talked、talking　こんな感じ。,23-1-2-3,image_top
u23_l1_p7,u23_l1,7,あれ、過去分詞って過去形と同じなん？,23-1-2-3,image_top
u23_l1_p8,u23_l1,8,そう、同じ形のものが結構ある。例えば…,23-1-2-3,image_top
u23_l1_p9,u23_l1,9,play、played、played、playing,23-1-2-4,image_top
u23_l1_p10,u23_l1,10,でも過去形と過去分詞がちがうものもある。,23-1-2-4,image_top
u23_l1_p11,u23_l1,11,eat、ate、eaten、eating,23-1-2-5,image_top
u23_l1_p12,u23_l1,12,see、saw、seen、seeing,23-1-2-6,image_top
u23_l1_p13,u23_l1,13,過去形をやったときに、不規則動詞一覧表みたいなの見た？,23-1-2-6,image_top
u23_l1_p14,u23_l1,14,見てなかったら、ぜひネット検索でもなんでもいいから見てみて。,23-1-3-1,image_top
u23_l1_p15,u23_l1,15,必ず過去分詞も書いてあると思う。,23-1-3-2,image_top
u23_l1_p16,u23_l1,16,"…さあ、お気づきだろうか。
これも全部覚えるんだよ。フフフ。",23-1-3-3,image_top
u23_l1_p17,u23_l1,17,"でも、覚えるべき重要なものはそんなに多くない。
数十個覚えたら何とかなる。",23-1-3-3,image_top
u23_l1_p18,u23_l1,18,とにかく表とにらめっこしてもいいし、例文で覚えてもいいし、,23-1-3-3,image_top
u23_l1_p19,u23_l1,19,がんばって！,23-1-3-4,image_top
u23_l1_p20,u23_l1,20,それで、本題。過去分詞ってなんなのか？,23-1-4-1,image_top
u23_l1_p21,u23_l1,21,大きく分けて二つ。,23-1-4-1,image_top
u23_l1_p22,u23_l1,22,「〇〇された、やられた（受け身な感じ）」,23-1-4-2,image_top
u23_l1_p23,u23_l1,23,「〇〇しちゃった（完了な感じ）」,23-1-4-3,image_top
u23_l1_p24,u23_l1,24,まずは受け身な使い方から見ていこう！,23-1-4-3,image_top
