page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u4_l3_p1,u4_l3,1,"前回はbe動詞をちょこっと
かじったね。",,,4-3-1,image_top
u4_l3_p2,u4_l3,2,"主語が単数の時、
I am～
You are～
He is～
She is～
ってのを練習したよ。",,,4-3-2,image_top
u4_l3_p3,u4_l3,3,次は主語が複数の時。,,,4-3-2,image_top
u4_l3_p4,u4_l3,4,"「彼ら」は
They are ～.",,,4-3-3-1,image_top
u4_l3_p5,u4_l3,5,"They are teachers.
彼らは先生です。",,,4-3-3-1,
u4_l3_p6,u4_l3,6,"「私たち」は
We are ～.",,,4-3-3-2,image_top
u4_l3_p7,u4_l3,7,"We are students.
私たちは生徒です。",,,4-3-3-2,
u4_l3_p8,u4_l3,8,"「あなたたち」は
You are ～.",,,4-3-3-3,image_top
u4_l3_p9,u4_l3,9,"You are strangers.
あなたたちは知らない人です。",,,4-3-3-3,
u4_l3_p10,u4_l3,10,"…ということで、
主語が複数の時は、
「are」一択でOK！",,,4-3-3-3,image_top
u4_l3_p11,u4_l3,11,"「あなた」のときと
「あなたたち」のときで、
見た目、一緒じゃーんって？",,,4-3-4,image_top
u4_l3_p12,u4_l3,12,"そうなんよ。
だから、どっちなのかは
文脈とか状況で判断する。",,,4-3-4,image_top
u4_l3_p13,u4_l3,13,"もしくは、後に続く言葉が
複数形になっているかどうか。",,,4-3-4,image_top
u4_l3_p14,u4_l3,14,"もし「あなたたち全員」って
強調して言いたいなら",,,4-3-5,image_top
u4_l3_p15,u4_l3,15,「You all are～」と言ったり、,,,4-3-5,image_top
u4_l3_p16,u4_l3,16,"「あなたたち二人」
と伝えたいときは
「You two are～」
と言ったりするよ。",,,4-3-5,image_top
u4_l3_p17,u4_l3,17,"あ、あと
ここで短縮系の紹介。",,,4-3-6-1,image_top
u4_l3_p18,u4_l3,18,"I amは、I'm
You areは、You're",,,4-3-6-1,image_top
u4_l3_p19,u4_l3,19,"He isは、He's
She isは、She's",,,4-3-6-2,image_top
u4_l3_p20,u4_l3,20,"そのほか、
we're They're というように、
書くことも多いよ。",,,4-3-6-3,image_top
