page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u7_l3_p1,u7_l3,1,"形容詞は名詞を詳しくする
働きだったけど、",,,7-3-1,image_top
u7_l3_p2,u7_l3,2,"副詞は名詞以外を詳しくする
働きがあるよ。",,,7-3-1,image_top
u7_l3_p3,u7_l3,3,"日本語でいうと、
「速く」走る
「たくさん」食べる
「いつも」忙しい",,,7-3-2-1,image_top
u7_l3_p4,u7_l3,4,こんな感じ。,,,7-3-2-1,image_top
u7_l3_p5,u7_l3,5,英語の副詞を見てみよう。,,,7-3-2-1,image_top
u7_l3_p6,u7_l3,6,"He runs fast.
彼は速く走る",,,7-3-2-2,image_top
u7_l3_p7,u7_l3,7,"He eats a lot.
彼はたくさん食べる",,,7-3-2-3,image_top
u7_l3_p8,u7_l3,8,"He is always busy.
彼はいつも忙しい",,,7-3-2-4,image_top
u7_l3_p9,u7_l3,9,こんな感じで副詞を使うよ。,,,7-3-2-4,image_top
u7_l3_p10,u7_l3,10,"動詞や形容詞を詳しく
しているんだね。",,,7-3-2-4,image_top
u7_l3_p11,u7_l3,11,"副詞って、
どこに置いたらいいの？
ってことが気になるよね。",,,blank,image_top
u7_l3_p12,u7_l3,12,"動詞を詳しくする言葉は
基本的に動詞の後ろに副詞。
He runs fast.",,,7-3-3-1,image_top
u7_l3_p13,u7_l3,13,"形容詞を詳しくする言葉は
形容詞の前に置く。
I'm very happy.",,,7-3-3-2,image_top
u7_l3_p14,u7_l3,14,"副詞を詳しくする言葉は
副詞の前に置く。
He runs very fast.",,,7-3-3-3,image_top
u7_l3_p15,u7_l3,15,"でも、alwaysとかsometimesとか
頻度を表す言葉は",,,7-3-3-4,image_top
u7_l3_p16,u7_l3,16,動詞の前に来る。,,,7-3-3-4,image_top
u7_l3_p17,u7_l3,17,"でもでも！
どこに置くかの
ルールを覚えるより、",,,7-3-4,image_top
u7_l3_p18,u7_l3,18,"使いながら
直感でどこに置くか
わかるようになるほうが",,,7-3-4,image_top
u7_l3_p19,u7_l3,19,"絶対にいい！
練習してみよう！",,,1-1-1,image_top
