page_id,lesson_id,page_NO,text,image_NO,layout
u33_l1_p1,u33_l1,1,"前のUNITで、説明ボックスはバッチリだよね。
名詞のうしろに、説明を1文ぽんっと入れるやつ。",33-1-1,image_top
u33_l1_p2,u33_l1,2,今回は、その箱に「カンマ」がつくパターン。,33-1-1,image_top
u33_l1_p3,u33_l1,3,たとえば、こんな文。,33-1-1,image_top
u33_l1_p4,u33_l1,4,"My sister, who lives in Osaka, is a doctor.
姉はね、大阪に住んでるんだけど、医者なんだ。",33-1-2-1,image_top
u33_l1_p5,u33_l1,5,"頭から見ていこう。
My sister（うちの姉がね）",33-1-2-2,image_top
u33_l1_p6,u33_l1,6,"ここでカンマ ＋ who が来た。
いつも通り、説明ボックスを用意しちゃう。",33-1-2-3,image_top
u33_l1_p7,u33_l1,7,"who lives in Osaka（大阪に住んでる）
これが姉の説明。箱の中身だね。",33-1-2-4,image_top
u33_l1_p8,u33_l1,8,"そのあと、is a doctor.（医者なんだ）
My sister … is a doctor. に戻ってくる。",33-1-2-5,image_top
u33_l1_p9,u33_l1,9,じゃあ、なんでカンマがつくの？って話。,33-1-2-5,image_top
u33_l1_p10,u33_l1,10,"「姉」は、1人に決まってるよね。
絞りこむ必要がない。",33-1-2-5,image_top
u33_l1_p11,u33_l1,11,"The girl who has long hair is coming to us.
長い髪の女の子が私たちの方に向かってきています。",33-1-2-6,image_top
u33_l1_p12,u33_l1,12,こっちだと、The girlって輪郭がぼんやりしてる。,33-1-2-7,image_top
u33_l1_p13,u33_l1,13,whoの塊が、The girlの説明をして限定してるよね。長い髪の、あの女の子って。,33-1-2-7,image_top
u33_l1_p14,u33_l1,14,"カンマ付きのほうは、限定する必要がない。
こういう時にはカンマがつくよってこと。",33-1-2-7,image_top
u33_l1_p15,u33_l1,15,"だからこのボックスは、相手を特定するためじゃなくて、
「ちなみに、大阪在住なんだけどね」って、追加情報を足してるだけ。",33-1-2-8,image_top
u33_l1_p16,u33_l1,16,この「ちなみに、」の感じが、カンマの正体だよ。,33-1-2-8,image_top
