page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u7_l1_p1,u7_l1,1,"日本語にも
形容詞ってあるよね。
「赤い」とか「大きい」とか。",,,7-1-1,image_top
u7_l1_p2,u7_l1,2,"形容詞って
「本がでかい」みたいに
説明に使えるし、",,,7-1-2-1,image_top
u7_l1_p3,u7_l1,3,"「でかい本」
みたいに名詞を詳しく
することもできる。",,,7-1-2-2,image_top
u7_l1_p4,u7_l1,4,英語もいっしょ。,,,7-1-2-2,image_top
u7_l1_p5,u7_l1,5,"This book is big.
この本はでかい。",,,7-1-2-3,image_top
u7_l1_p6,u7_l1,6,"I have a big book.
でかい本を持ってる。",,,7-1-2-4,image_top
u7_l1_p7,u7_l1,7,"こんなふうに
つかえるよ。
日本語の感覚と一緒でOK！",,,7-1-2-4,image_top
u7_l1_p8,u7_l1,8,"面白いことに
「big」のような
いわゆる「形容詞」じゃなくても",,,7-1-2-4,image_top
u7_l1_p9,u7_l1,9,"例えば名詞でも
形容詞っぽい使い方ができる。
school bagとかね。",,,7-1-3-1,image_top
u7_l1_p10,u7_l1,10,"schoolもbagも名詞だけど
学校の、かばん
って感じで
schoolが形容詞っぽくなる。",,,7-1-3-2,image_top
u7_l1_p11,u7_l1,11,"car keyとかもそう。
車の、鍵。",,,7-1-3-3,image_top
u7_l1_p12,u7_l1,12,"よく考えると、
日本語もおんなじパターンがある。",,,7-1-3-3,image_top
u7_l1_p13,u7_l1,13,"「夏休み」
夏＋休み　という
名詞＋名詞のパターン。",,,7-1-4-1,image_top
u7_l1_p14,u7_l1,14,"「受験勉強」
受験＋勉強　という
名詞＋名詞のパターン。",,,7-1-4-2,image_top
u7_l1_p15,u7_l1,15,"形容詞はとにかく、
日本語の感覚とすごく近い。",,,7-1-4-2,image_top
u7_l1_p16,u7_l1,16,こりゃ使いやすそうだね！,,,7-1-4-2,image_top
