page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u6_l3_p1,u6_l3,1,"この格変化、
すぐ覚えられるわけないので
もうちょっと練習するんだけど",,,6-3-1,image_top
u6_l3_p2,u6_l3,2,"その前にちょっと
豆知識。",,,6-3-1,image_top
u6_l3_p3,u6_l3,3,"「メアリーの」とか
「その犬の」って
言いたいときは",,,6-3-1,image_top
u6_l3_p4,u6_l3,4,"「Mary's」にしてあげる。
Mary's hair is long.",,,6-3-2,image_top
u6_l3_p5,u6_l3,5,"「dog's」にしてあげる。
The dog's nose is gold",,,6-3-2-2,image_top
u6_l3_p6,u6_l3,6,"こんな感じに、
「's」をつければOK",,,6-3-2-2,image_top
u6_l3_p7,u6_l3,7,"「メアリーに」みたいに
目的格にしたいときは、",,,6-3-3-1,image_top
u6_l3_p8,u6_l3,8,"とくに「's」をつけたりせず
そのままでOK。
I call Mary every day.
みたいに。",,,6-3-3-1,image_top
u6_l3_p9,u6_l3,9,"「メアリーのもの」
って言いたかったら、
「Mary's」にしてあげる。
This bag is Mary's.",,,6-3-3-2,image_top
u6_l3_p10,u6_l3,10,"前のレッスンで出てきた一覧表に、
載っていない場合は
このパターンだよ。",,,6-3-3-2,image_top
u6_l3_p11,u6_l3,11,"じゃあ、この「's」の
パターンも含めて",,,6-3-3-2,image_top
u6_l3_p12,u6_l3,12,"格の変化を
引き続き練習しよう！",,,6-3-3-2,image_top
