page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u2_l1_p1,u2_l1,1,"まずはものの名前の言い方を
学んでいくよ",,,2-1-1,image_top
u2_l1_p2,u2_l1,2,"英語ではものの名前を
言うとき",,,2-1-2,image_top
u2_l1_p3,u2_l1,3,"日本語みたいに
単語を言うだけじゃなくて",,,2-1-2,image_top
u2_l1_p4,u2_l1,4,頭に a とか the をつけたり,a|the,bold,2-1-2,image_top
u2_l1_p5,u2_l1,5,複数形ってやつにしたりするよ ,a|the|s,bold,2-1-2,image_top
u2_l1_p6,u2_l1,6,日本語だとなじみがないから,,,2-1-2,image_top
u2_l1_p7,u2_l1,7,"日本人がまず
モヤっとするポイント。",,,2-1-2,image_top
u2_l1_p8,u2_l1,8,"例えば…
「a banana」
↓
バナナ1本のこと",,,2-1-3-2,image_top
u2_l1_p9,u2_l1,9,"「bananas」
↓
バナナ複数本のこと。",,,2-1-3-3,image_top
u2_l1_p10,u2_l1,10,"「the banana」
↓
どのバナナでも
いいわけじゃなくて、
あのバナナね
みたいな感じ。",,,2-1-3-4,image_top
u2_l1_p11,u2_l1,11,"「banana」だけでも
大体通じるんだけど、",,,2-1-3-4,image_top
u2_l1_p12,u2_l1,12,"ちょっと情報が足りない
感じがする。",,,2-1-3-4,image_top
u2_l1_p13,u2_l1,13,"日本語でも
何「個」、とか、何「本」
とかが無いと",,,2-1-4,image_top
u2_l1_p14,u2_l1,14,"通じるけど
ちょっと足りない感じがする。",,,2-1-4,image_top
u2_l1_p15,u2_l1,15,それと同じ感じ。,,,2-1-4,image_top
u2_l1_p16,u2_l1,16,はじめは正しく使えなくても,,,2-1-3-4,image_top
u2_l1_p17,u2_l1,17,"だいたい通じるから
大丈夫だけど、",,,2-1-3-4,image_top
u2_l1_p18,u2_l1,18,めっちゃ出てくるから,,,2-1-3-4,image_top
u2_l1_p19,u2_l1,19,知っておくと便利だよ。,,,2-1-3-4,image_top
u2_l1_p20,u2_l1,20,"次のレッスンからは
ちょっと詳しく見ていこうね",,,2-1-1,image_top
