page_id,lesson_id,page_NO,text,image_NO,layout
u28_l1_p1,u28_l1,1,"英語の発音は、
「そんなに気にしなくていいよ」派と、",28-1-1,image_top
u28_l1_p2,u28_l1,2,"「いや、ちゃんと
やったほうがいいよ」派がある。",28-1-1,image_top
u28_l1_p3,u28_l1,3,僕の考えを言うと、,28-1-1,image_top
u28_l1_p4,u28_l1,4,"話すときは、
そこまでこだわらなくても
ギリ通じればいい。",28-1-2,image_top
u28_l1_p5,u28_l1,5,なぜなら僕たちは英語圏の人たちにしてみれば外国人だから。,28-1-2,image_top
u28_l1_p6,u28_l1,6,ちょっとおかしくても、問題ない。,28-1-2,image_top
u28_l1_p7,u28_l1,7,"でも、英語を聞き取るためには
発音の仕組みを知っておいたほうがいい。",28-1-2-2,image_top
u28_l1_p8,u28_l1,8,"私たちが思っている以上に
ネイティブの英語話者の人は
むにゃむにゃってしゃべってる。",28-1-2-2,image_top
u28_l1_p9,u28_l1,9,"発音するときに
どんな特徴があるかを
知っておけば、",28-1-2-2,image_top
u28_l1_p10,u28_l1,10,"むにゃむにゃトークも
想像で補完して
聞き取りやすくなるはず。",28-1-2-2,image_top
u28_l1_p11,u28_l1,11,"…ということで、
このUnitでは",0-0-0,image_top
u28_l1_p12,u28_l1,12,"英語がどのように
発音されがちかを
紹介していくよ。",0-0-0,image_top
