page_id,lesson_id,page_NO,text,image_NO,layout
u14_l3_p1,u14_l3,1,◯◯しちゃいけない！という禁止の表現を見ていこう！,14-3-1,image_top
u14_l3_p2,u14_l3,2,例えば…,14-3-1,image_top
u14_l3_p3,u14_l3,3,"Sit down.
座りなさい
→これを禁止にするなら",14-3-2-1,image_top
u14_l3_p4,u14_l3,4,"Don't sit down.
座ってはいけない。",14-3-2-2,image_top
u14_l3_p5,u14_l3,5,"このように
Don'tから始めればOK",14-3-2-2,image_top
u14_l3_p6,u14_l3,6,"Don't be afraid.
恐れるな！",14-3-3-1,image_top
u14_l3_p7,u14_l3,7,"Don't be late.
遅刻してはいけない",14-3-3-2,image_top
u14_l3_p8,u14_l3,8,こんな感じだね。,14-3-3-2,image_top
u14_l3_p9,u14_l3,9,禁止したかったら、must not も使えるよ。,14-3-3-3,image_top
u14_l3_p10,u14_l3,10,"You must not enter this room.
この部屋に入ってはいけません。",14-3-3-3,image_top
u14_l3_p11,u14_l3,11,でもどちらかと言うとmust notはルールとか禁止事項って感じ。,14-3-3-4,image_top
u14_l3_p12,u14_l3,12,"その場その場での命令は
Don'tの方がしっくり来るよ。",14-3-3-4,image_top
u14_l3_p13,u14_l3,13,命令文で禁止に近いことを言う場合もある。,blank,image_top
u14_l3_p14,u14_l3,14,"Leave me alone.
来ないで！
（1人にして！）",14-3-4-1,image_top
u14_l3_p15,u14_l3,15,"Keep away from the fire.
火に近づかないで！
（火から離れていて）",14-3-4-2,image_top
u14_l3_p16,u14_l3,16,日本語的な考えだと「〜しないで」っていうフレーズでも,14-3-4-2,image_top
u14_l3_p17,u14_l3,17,英語では「〜から離れていて」って状態を指示することが,14-3-4-2,image_top
u14_l3_p18,u14_l3,18,結構多かったりするよ。,14-3-4-2,image_top
