page_id,lesson_id,page_NO,text,image_NO,layout
u40_l8_p1,u40_l8,1,ここからは新しく登場する過去完了と未来完了をやっていくよ。,40-8-1,image_top
u40_l8_p2,u40_l8,2,過去完了：過去の、あのときの僕が、その時点でどんな経歴を持っていたのかを,40-8-2-1,image_top
u40_l8_p3,u40_l8,3,言うことができるよ。,40-8-2-1,image_top
u40_l8_p4,u40_l8,4,"I had already eaten when she came home.
彼女が帰ってきたとき、私はもう食べ終わっていた。",40-8-2-2,image_top
u40_l8_p5,u40_l8,5,"have（完了）が had になっただけ。
「過去のあの時点で、すでに終わってた」。",40-8-2-2,image_top
u40_l8_p6,u40_l8,6,彼女が帰ってきた時（過去のある一点）の僕は、,40-8-2-2,image_top
u40_l8_p7,u40_l8,7,すでに食べちゃった自分だった。,40-8-2-2,image_top
u40_l8_p8,u40_l8,8,現在完了をそのまま過去にスライドした感じ。,40-8-2-2,image_top
u40_l8_p9,u40_l8,9,過去完了進行形：あの時の過去の自分はあんなことをずっとしてたんだ。,40-8-3-1,image_top
u40_l8_p10,u40_l8,10,"I had been waiting for an hour.
「（そのとき）1時間ずっと待ってた」。",40-8-3-2,image_top
u40_l8_p11,u40_l8,11,現在完了進行形をそのまま過去の自分にスライドしよう。,40-8-3-2,image_top
u40_l8_p12,u40_l8,12,最後、未来完了：,40-8-4-1,image_top
u40_l8_p13,u40_l8,13,未来のある一点の僕は、こうなっているだろう。って言うことを言える。,40-8-4-1,image_top
u40_l8_p14,u40_l8,14,"By 2030, I will have finished school.
2030年には、学校を卒業してるだろう。",40-8-4-2,image_top
u40_l8_p15,u40_l8,15,未来完了進行形：未来の自分は、こういうことをずっとし続けてきた自分。,40-8-5-1,image_top
u40_l8_p16,u40_l8,16,"By 8 p.m., she will have been studying for three hours.
夜8時には、彼女は3時間勉強していることになる。",40-8-5-2,image_top
u40_l8_p17,u40_l8,17,willとかbe 〇〇ingとか、haveとかhadを組み合わせて、,40-8-5-2,image_top
u40_l8_p18,u40_l8,18,その時々の状況に合った言い方を作っていく感じ。,40-8-5-2,image_top
