page_id,lesson_id,page_NO,text,image_NO,layout
u30_l8_p1,u30_l8,1,"さっき so〜that〜 が出てきたけど、
よく似た so that〜 っていうのもあるんだ。
(似てるけど全然違う)",30-8-1,image_top
u30_l8_p2,u30_l8,2,"I woke up early so that I could catch the train.
（電車に間に合うように、早く起きた。）",30-8-2-1,image_top
u30_l8_p3,u30_l8,3,so that の塊は 「～するために」,30-8-2-2,image_top
u30_l8_p4,u30_l8,4,前のレッスンの「so」は「すごく」という意味だったけど、,30-8-2-2,image_top
u30_l8_p5,u30_l8,5,ここの「so」は「理由」の意味だね。,30-8-2-3,image_top
u30_l8_p6,u30_l8,6,"I study hard so that I can pass the exam.
試験に受かるように、一生懸命勉強してる。",30-8-3-1,image_top
u30_l8_p7,u30_l8,7,so that の使い方は文と文をつなぐ接続詞っぽいね。,30-8-3-1,image_top
u30_l8_p8,u30_l8,8,これ、じつは to不定詞で言いかえられるの。,30-8-3-1,image_top
u30_l8_p9,u30_l8,9,"I study hard to pass the exam.
試験に受かるために、一生懸命勉強してる。",30-8-3-2,image_top
u30_l8_p10,u30_l8,10,"だいぶ前にやったけど、
副詞的用法（目的）ってやつだよ。覚えてたらすごい！",30-8-3-2,image_top
u30_l8_p11,u30_l8,11,"so that〜 は主語やcanを書くぶんていねい。
to〜 は短くてサラッと言える。",30-8-3-2,image_top
u30_l8_p12,u30_l8,12,"I saved money so that I could buy a new bike.
新しい自転車を買えるように、お金を貯めた。",30-8-4-1,image_top
u30_l8_p13,u30_l8,13,"I saved money to buy a new bike.
新しい自転車を買うためにお金を貯めた。",30-8-4-2,image_top
u30_l8_p14,u30_l8,14,言いやすいほうから覚えて、使いこなせるようになろう！,30-8-4-2,image_top
