page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u4_l7_p1,u4_l7,1,"be動詞の文が
作れるようになってきたので、
疑問のカタチにしてみよう。",,,4-7-1,image_top
u4_l7_p2,u4_l7,2,"You are a teacher.
あなたは先生です。
これはいつもの文。",,,4-7-2-1,image_top
u4_l7_p3,u4_l7,3,"あなたは先生ですか？
と聞きたい時は",,,4-7-2-1,image_top
u4_l7_p4,u4_l7,4,"be動詞を頭に持っていくよ。
Are you a teacher?",,,4-7-2-2,image_top
u4_l7_p5,u4_l7,5,"これで、
「あなたは先生ですか？」
になるんだ。",,,4-7-2-2,image_top
u4_l7_p6,u4_l7,6,be動詞の文は何でも、,,,4-7-2-2,image_top
u4_l7_p7,u4_l7,7,"頭にbe動詞を持ってくれば
疑問文になるよ。",,,4-7-2-2,image_top
u4_l7_p8,u4_l7,8,"He is in the bathroom.
↓
Is he in the bathroom?
彼はトイレにいるの？",,,4-7-3-1,image_top
u4_l7_p9,u4_l7,9,"You are OK!
↓
Are you OK?
あなたは大丈夫？",,,4-7-3-2,image_top
u4_l7_p10,u4_l7,10,"That is big.
↓
Is that big?
それ、大きいの？",,,4-7-3-3,image_top
u4_l7_p11,u4_l7,11,こんなかんじ。,,,4-7-3-3,image_top
u4_l7_p12,u4_l7,12,"質問に対する答え方は
オーソドックスなのは…",,,4-7-4,image_top
u4_l7_p13,u4_l7,13,"Yes, I am.とか
No, I'm not. 
be動詞まで言えばそれでOK。",,,4-7-4,image_top
u4_l7_p14,u4_l7,14,"Yes, I am a student.
No, I'm not a student.
まで全部言うとくどいので、
省略してるんだ。",,,4-7-5,image_top
u4_l7_p15,u4_l7,15,"まあ、
Yesとか Noとかだけでも
全然OK！",,,4-7-6,image_top
u4_l7_p16,u4_l7,16,"むしろYesやNo以外でも
会話になっていれば
なんでもOK
Of course！
（もちろん！）とかね",,,4-7-6,image_top
u4_l7_p17,u4_l7,17,"それじゃ、疑問文の練習を
やっていこうー！",,,4-7-6,image_top
u4_l7_p18,u4_l7,18,"色んなパターンで問題出すから
初見のものも出てくるけど",,,4-7-6,image_top
u4_l7_p19,u4_l7,19,"英語のお作法を
自分なりに推理しながら
やってみてね！",,,4-7-6,image_top
