page_id,lesson_id,page_NO,text,image_NO,layout
u15_l4_p1,u15_l4,1,お次は現在分詞をやっていくよ。,15-4-1,image_top
u15_l4_p2,u15_l4,2,現在分詞というのは、動名詞と同じく動詞にingをつけたもの。,15-4-1,image_top
u15_l4_p3,u15_l4,3,イメージも動名詞と同じく、ライブ映像を思い浮かべればいい。,15-4-1,image_top
u15_l4_p4,u15_l4,4,"Don't wake the sleeping baby.
寝ている赤ちゃんを起こさないで！",15-4-2-1,image_top
u15_l4_p5,u15_l4,5,形容詞みたいに、「赤ちゃん」を詳しくしてる。,15-4-2-1,image_top
u15_l4_p6,u15_l4,6,「寝ている赤ちゃん」ってね。,15-4-2-1,image_top
u15_l4_p7,u15_l4,7,"Look at that dog running around!
走り回っているあのイヌを見て！",15-4-2-2,image_top
u15_l4_p8,u15_l4,8,これも形容詞みたいに詳しくしてるんだけど,15-4-2-2,image_top
u15_l4_p9,u15_l4,9,「犬」を後ろから説明してる。,15-4-2-2,image_top
u15_l4_p10,u15_l4,10,走り回ってる犬！ってね。,15-4-2-2,image_top
u15_l4_p11,u15_l4,11,じゃあこれは？,blank,image_top
u15_l4_p12,u15_l4,12,My sister is studying in her room.,15-4-3-1,image_top
u15_l4_p13,u15_l4,13,姉は自分の部屋で勉強しているよ。,15-4-3-1,image_top
u15_l4_p14,u15_l4,14,これも、勉強してるライブ映像を思い浮かべる。,15-4-3-2,image_top
u15_l4_p15,u15_l4,15,"姉は、
My sister is",15-4-3-2,image_top
u15_l4_p16,u15_l4,16,studyingの状態だよ,15-4-3-2,image_top
u15_l4_p17,u15_l4,17,こうやってbe動詞で説明してる。,15-4-3-2,image_top
u15_l4_p18,u15_l4,18,"実は、このBe動詞+ing形のことを
現在進行系というよ。",15-4-3-3,image_top
u15_l4_p19,u15_l4,19,学校だと、この現在進行系を単独で習うんだけど、,15-4-3-3,image_top
u15_l4_p20,u15_l4,20,あくまでもing形の一部。,15-4-3-3,image_top
u15_l4_p21,u15_l4,21,ライブ映像を思い浮かべれば、自然と文が作れるはず！,15-4-3-3,image_top
