page_id,lesson_id,page_NO,text,image_NO,layout
u21_l13_p1,u21_l13,1,比較級とか最上級を使った表現を紹介するよ。,21-13-1,image_top
u21_l13_p2,u21_l13,2,"The sooner, the better. 
早ければ早いほどいい。",21-13-2-1,image_top
u21_l13_p3,u21_l13,3,こんなふうに、比較級を2つ並べてあげる表現。,21-13-2-1,image_top
u21_l13_p4,u21_l13,4,"他にも、
The more you study English, the more you enjoy it.
英語を勉強すればするほど、楽しくなるよ。",21-13-2-2,image_top
u21_l13_p5,u21_l13,5,いい例文だねぇ～,21-13-2-2,image_top
u21_l13_p6,u21_l13,6,あと、こういうのよく使う。,21-13-2-2,image_top
u21_l13_p7,u21_l13,7,"I can run twice as fast as him.
俺はあいつの2倍速く走れるぜ！",21-13-3-1,image_top
u21_l13_p8,u21_l13,8,彼の速さの二倍と同じくらいってこと。,21-13-3-1,image_top
u21_l13_p9,u21_l13,9,「〇倍」の表現は、,21-13-3-1,image_top
u21_l13_p10,u21_l13,10,2倍…twice,21-13-4-1,image_top
u21_l13_p11,u21_l13,11,3倍…three times,21-13-4-2,image_top
u21_l13_p12,u21_l13,12,4倍…four times,21-13-4-3,image_top
u21_l13_p13,u21_l13,13,100倍…100 times ,21-13-4-4,image_top
u21_l13_p14,u21_l13,14,だからこういうこともできる。,21-13-4-4,image_top
u21_l13_p15,u21_l13,15,"I can run 100 times  as fast as him.
俺はあいつの100倍速く走れるぜ！",21-13-5-1,image_top
u21_l13_p16,u21_l13,16,あ、でも、,21-13-5-1,image_top
u21_l13_p17,u21_l13,17,"I can run 100 times  faster than him.
俺はあいつの100倍速く走れるぜ！
でもいい",21-13-5-2,image_top
u21_l13_p18,u21_l13,18,意味は同じ。でもfasterのほうが「あいつより」感があって、煽ってそうな感じするね。,21-13-5-2,image_top
u21_l13_p19,u21_l13,19,あと、比較級の差の程度を表現することもあるよ。,21-13-5-2,image_top
u21_l13_p20,u21_l13,20,"That monster is far stronger than I expected.
あのモンスターは思ったよりずっと強い。",21-13-6-1,image_top
u21_l13_p21,u21_l13,21,"This pillow is a little softer than mine.
この枕は私のより少し柔らかい。",21-13-7-1,image_top
u21_l13_p22,u21_l13,22,色んな表現を練習して、なじんでいこう！,21-13-7-1,image_top
