page_id,lesson_id,page_NO,text,image_NO,layout
u18_l3_p1,u18_l3,1,"「or」
AまたはB、どちらか
っていう接続詞。",18-3-2-1,image_top
u18_l3_p2,u18_l3,2,"Do you want tea or coffee?
紅茶かコーヒー、どっちがいい？",18-3-2-2,image_top
u18_l3_p3,u18_l3,3,"Let's meet at the station or at the park.
駅か公園で会おう。",18-3-2-3,image_top
u18_l3_p4,u18_l3,4,"or には、
「さもないと…〇〇になっちゃうよ」っていう使い方もある。",18-3-3-1,image_top
u18_l3_p5,u18_l3,5,"Hurry up, or you'll be late.
急ぎなさい。さもないと遅れるよ。",18-3-3-2,image_top
u18_l3_p6,u18_l3,6,"Take an umbrella, or you'll get wet.
傘を持っていきな。そうしないと濡れちゃうよ。",18-3-3-3,image_top
u18_l3_p7,u18_l3,7,"「so」
だから、その結果
って感じ。",18-3-4-1,image_top
u18_l3_p8,u18_l3,8,"I was tired, so I went to bed.
疲れていたので寝た。",18-3-4-2,image_top
u18_l3_p9,u18_l3,9,"We don't have much time, so let's start.
時間があまりないから始めよう。",18-3-4-3,image_top
u18_l3_p10,u18_l3,10,じゃあ練習行ってみよう！,18-3-4-3,image_top
