page_id,lesson_id,page_NO,text,image_NO,layout
u18_l9_p1,u18_l9,1,もうひとつ、sinceという接続詞を見てみよう！,18-9-1,image_top
u18_l9_p2,u18_l9,2,sinceには2つの意味があって…,18-9-1,image_top
u18_l9_p3,u18_l9,3,"1つ目、
「起点」を表す。",18-9-2-1,image_top
u18_l9_p4,u18_l9,4,"I have lived here since I was born.
私は、生まれてからずっとここに住んでいる。",18-9-2-2,image_top
u18_l9_p5,u18_l9,5,"Since I was born, I have lived here.
私は生まれてからずっとここに住んでいる。",18-9-2-3,image_top
u18_l9_p6,u18_l9,6,have livedっていう文法は後のUNITでやるから今はあまり気にしないで。,18-9-2-3,image_top
u18_l9_p7,u18_l9,7,とにかくいついつから、っていう起点を、sinceの塊で表せるんだ。,18-9-2-3,image_top
u18_l9_p8,u18_l9,8,もうひとつの使い方は「理由」,18-9-3-1,image_top
u18_l9_p9,u18_l9,9,"I stayed home since it was raining.
雨だったので家にいた。",18-9-3-2,image_top
u18_l9_p10,u18_l9,10,"Since it was raining, I stayed home.
雨だったので家にいた。",18-9-3-3,image_top
u18_l9_p11,u18_l9,11,これはBecauseに置き換えられるけど、,18-9-3-3,image_top
u18_l9_p12,u18_l9,12,sinceのほうが、何故それが起きたか、という「理由の起点」ってイメージがあると思う。,18-9-3-3,image_top
