page_id,lesson_id,page_NO,text,image_NO,layout
u33_l5_p1,u33_l5,1,カンマ付きボックスには、もう1個おもしろい使い方があるんだ。,33-5-1,image_top
u33_l5_p2,u33_l5,2,"今までは、直前の「名詞」を説明してたよね。
（姉、京都、2020年…）",33-5-1,image_top
u33_l5_p3,u33_l5,3,"でもカンマ ＋ which は、
直前の「文ぜんぶ」を受けることができる。",33-5-1,image_top
u33_l5_p4,u33_l5,4,"She passed the exam, which made everyone happy.
彼女が試験に受かって、そのことがみんなを喜ばせた。",33-5-2-1,image_top
u33_l5_p5,u33_l5,5,"She passed the exam, の一文を全部受けて、",33-5-2-2,image_top
u33_l5_p6,u33_l5,6,「そのことがね、」をwhichが全部背負っている。,33-5-2-2,image_top
u33_l5_p7,u33_l5,7,もう1個いくよ。,33-5-2-2,image_top
u33_l5_p8,u33_l5,8,"He was late again, which annoyed me.
あいつまた遅刻してきて、それがイラッときた。",33-5-3-1,image_top
u33_l5_p9,u33_l5,9,"which ＝「また遅刻してきたこと」。
直前のできごと全体を、まるっと受けてるね。",33-5-3-2,image_top
u33_l5_p10,u33_l5,10,「それで、それがさ。イラっとさせるのよね」,33-5-3-2,image_top
u33_l5_p11,u33_l5,11,"ちなみに、この使い方は which 専用。
that では言いかえできないよ。（that は名詞しか受けられない）",33-5-3-3,image_top
