page_id,lesson_id,page_NO,text,image_NO,layout
u21_l3_p1,u21_l3,1,あとね、よく使われる表現、as soon as possibleを紹介するね。,21-3-1,image_top
u21_l3_p2,u21_l3,2,"Please call me as soon as possible.
できるだけ早く、電話ください。",21-3-2-1,image_top
u21_l3_p3,u21_l3,3,あなたができるMAXの速さレベルとおなじくらいってことだね,21-3-2-2,image_top
u21_l3_p4,u21_l3,4,あまりにもよく使われるから、「ASAP」って略語があるくらい。,21-3-2-3,image_top
u21_l3_p5,u21_l3,5,"Call me ASAP.
（できるだけ早く電話して。）",21-3-2-3,image_top
u21_l3_p6,u21_l3,6,この略語は、日本でもビジネスの場面で使われてたりするよ。,21-3-2-3,image_top
u21_l3_p7,u21_l3,7,似たようなものに、こういうものがある,21-3-3-1,image_top
u21_l3_p8,u21_l3,8,"Run as fast as you can! 
できるだけ速く走って！",21-3-3-1,image_top
u21_l3_p9,u21_l3,9,あなたができる限りの速さと同じくらいでってことだ。,21-3-3-1,image_top
u21_l3_p10,u21_l3,10,"こういうのもある。
Eat as much as you want. 
好きなだけ食べていいよ。",21-3-3-2,image_top
u21_l3_p11,u21_l3,11,あなたがほしいと思うのとおなじくらいの量、食べてねってことだ。,21-3-3-2,image_top
