page_id,lesson_id,page_NO,text,image_NO,layout
u34_l1_p1,u34_l1,1,"今回は仮定法。
「もし〜だったらなあ」の言い方だよ。",34-1-1,image_top
u34_l1_p2,u34_l1,2,まず、if には2種類あるって話から入るね。,34-1-1,image_top
u34_l1_p3,u34_l1,3,① ありえる if。,34-1-2-1,image_top
u34_l1_p4,u34_l1,4,"If it rains tomorrow, I'll stay home.
明日雨が降ったら、家にいるよ。",34-1-2-2,image_top
u34_l1_p5,u34_l1,5,"明日雨が降るのは、ふつうにありえるよね。
これは、現実に起こりうる話。",34-1-2-2,image_top
u34_l1_p6,u34_l1,6,② ありえない（今はそうじゃない）if。こっちが仮定法。,34-1-2-3,image_top
u34_l1_p7,u34_l1,7,"If I had a car, I would drive you home.
車があったら、家まで送ってあげるのに。",34-1-2-4,image_top
u34_l1_p8,u34_l1,8,"でも実際は、車を持ってない。
「今はそうじゃない、空想」の話なんだ。",34-1-2-4,image_top
u34_l1_p9,u34_l1,9,"この② が仮定法。
見分けるカギは、動詞の形だよ。",34-1-2-5,image_top
u34_l1_p10,u34_l1,10,"① はふつうの現在形（rains）。
② は過去形（had）を使ってる。",34-1-2-5,image_top
u34_l1_p11,u34_l1,11,"ここ、不思議じゃない？
「今」車があればって話なのに、過去形の had。",34-1-2-5,image_top
u34_l1_p12,u34_l1,12,わざと時制を1個ずらして、「これは現実じゃないよ」の合図にしてるんだ。,34-1-2-5,image_top
u34_l1_p13,u34_l1,13,"日本語でも「お金があったらなあ」って、
ちょっと過去っぽく言うよね。",34-1-2-5,image_top
u34_l1_p15,u34_l1,15,その遠さを借りて、「現実から遠い＝ありえない空想」を表してる。,34-1-2-6,image_top
u34_l1_p16,u34_l1,16,"だから仮定法は、過去形なのに意味は過去じゃない。
「今の空想」なんだ。",34-1-2-6,image_top
u34_l1_p17,u34_l1,17,"時制を1個ずらして、「今じゃない世界」を話す。
これが仮定法の正体。次から具体的にいこう！",34-1-2-6,image_top
