page_id,lesson_id,page_NO,text,image_NO,layout
u37_l5_p1,u37_l5,1,"最後は共感。
相手の気持ちに寄りそう反応だよ。",37-5-1,image_top
u37_l5_p2,u37_l5,2,まずは「よかったね！」系。,37-5-1,image_top
u37_l5_p3,u37_l5,3,"I got the job!
仕事決まった！",37-5-2-1,image_top
u37_l5_p4,u37_l5,4,"— That's great! Good for you!
よかったね！すごいじゃん！",37-5-2-1,image_top
u37_l5_p5,u37_l5,5,"I love this song!
この曲好き！",37-5-2-2,image_top
u37_l5_p6,u37_l5,6,"— Same here!
私も！",37-5-2-2,image_top
u37_l5_p7,u37_l5,7,次は「残念…」系。,37-5-2-2,image_top
u37_l5_p8,u37_l5,8,"I failed my driving test.
運転免許の試験、落ちた。",37-5-3-1,image_top
u37_l5_p9,u37_l5,9,"— Oh no… that's too bad.
えー…残念だったね。",37-5-3-1,image_top
u37_l5_p10,u37_l5,10,"My phone broke this morning.
今朝スマホ壊れちゃった。",37-5-3-2,image_top
u37_l5_p11,u37_l5,11,"— That sucks. I'm sorry.
それは最悪だね。かわいそうに。",37-5-3-2,image_top
u37_l5_p12,u37_l5,12,sucks はスラング寄りのカジュアルな表現。「最悪ー」みたいな。,37-5-3-2,image_top
u37_l5_p13,u37_l5,13,I'm sorry. っていうと、「ごめんね」ってイメージが強いけど、,37-5-3-2,image_top
u37_l5_p14,u37_l5,14,「心が痛む」という、同情の言葉としてもつかえるよ。,37-5-3-2,image_top
u37_l5_p15,u37_l5,15,最後は「だよね！」系（同意）。,37-5-3-2,image_top
u37_l5_p16,u37_l5,16,"That movie was amazing.
あの映画すごかったね。",37-5-4-1,image_top
u37_l5_p17,u37_l5,17,"— Totally! I loved it.
ほんとに！最高だった。",37-5-4-1,image_top
u37_l5_p18,u37_l5,18,"It's way too hot today.
今日、暑すぎるよ。",37-5-4-2,image_top
u37_l5_p19,u37_l5,19,ここのwayは「道」「方法」じゃなくて、強調表現だよ。「マジで」みたいな感じ,37-5-4-2,image_top
u37_l5_p20,u37_l5,20,"— Exactly! I'm melting.
ほんとそれ！溶けそう。",37-5-4-2,image_top
u37_l5_p21,u37_l5,21,"相手のセリフに、気持ちで返す。
これができると、会話がぐっとあったかくなるよ。",37-5-4-2,image_top
