page_id,lesson_id,page_NO,text,image_NO,layout
u21_l9_p1,u21_l9,1,"もっとも背が高いとか、
もっとも小さいとか言いたいときは、",21-9-1,image_top
u21_l9_p2,u21_l9,2,最上級ってやつを使うよ。,21-9-1,image_top
u21_l9_p3,u21_l9,3,"Pochi is the tallest in his class.
ポチはクラスで一番背が高い。",21-9-2-1,image_top
u21_l9_p4,u21_l9,4,"このtallestってやつが、tallの最上級。
最も背が高いってこと。",21-9-2-2,image_top
u21_l9_p5,u21_l9,5,"最上級には、たいていestがつくよ。
比較級のときはerだったよね。",21-9-2-2,image_top
u21_l9_p6,u21_l9,6,そして、このとき、スポットライトが当たる感じで、,21-9-2-3,image_top
u21_l9_p7,u21_l9,7,"theをつけてあげる。
あの、最高身長のヤツ
って感じ。",21-9-2-4,image_top
u21_l9_p8,u21_l9,8,"This is the most expensive bag in the store.
これはこの店で一番高価なバッグだ。",21-9-3-1,image_top
u21_l9_p9,u21_l9,9,estをつけると長ったらしくなるとか発音しにくいときは、,21-9-3-3,image_top
u21_l9_p10,u21_l9,10,こんな風にmostをつけて最上級にしてあげよう。,21-9-3-3,image_top
