page_id,lesson_id,page_NO,text,image_NO,layout
u25_l2_p1,u25_l2,1,第1文型　SVの文を見ていこう。,25-2-2-1,image_top
u25_l2_p2,u25_l2,2,He runs.（彼は、走る）,25-2-2-2,image_top
u25_l2_p3,u25_l2,3,主語と動詞が骨組みになっている文だね。,25-2-2-3,image_top
u25_l2_p4,u25_l2,4,これに色々飾りをつけてもいいよ。,25-2-2-3,image_top
u25_l2_p5,u25_l2,5,"He runs in the morning.
彼は朝走る。",25-2-2-4,image_top
u25_l2_p6,u25_l2,6,in the morning　は追加情報。骨格じゃないんだ。,25-2-2-4,image_top
u25_l2_p7,u25_l2,7,これを修飾語（Ｍ）と言ったりする。なくても文法が成立する。,25-2-2-5,
u25_l2_p8,u25_l2,8,次は、先に第3文型 SVCの文。,25-2-3-1,image_top
u25_l2_p9,u25_l2,9,"I am happy.
私は幸せだ",25-2-3-2,image_top
u25_l2_p10,u25_l2,10,I = happy　みたいに、主語を「=」で説明してるのがSVCだよ。,25-2-3-3,image_top
u25_l2_p11,u25_l2,11,"She looks sad.
彼女は悲しそうに見える。",25-2-3-4,image_top
u25_l2_p12,u25_l2,12,彼女=sadに見える、だから、SVCの文だ。,25-2-3-5,image_top
u25_l2_p13,u25_l2,13,ここのlookは、彼女の動作じゃないので注意！,25-2-3-5,image_top
