page_id,lesson_id,page_NO,text,image_NO,layout
u22_l3_p1,u22_l3,1,日本語の「見る」にあたるものが英語ではいろいろある。,22-3-1,image_top
u22_l3_p2,u22_l3,2,watchと、seeと、lookなんだけど…,22-3-1,image_top
u22_l3_p3,u22_l3,3,これの違いを説明するよ。,22-3-1,image_top
u22_l3_p4,u22_l3,4,watchは、しっかり見ること。,22-3-2,image_top
u22_l3_p5,u22_l3,5,"I'm watching TV.
テレビを見ている。",22-3-2,image_top
u22_l3_p6,u22_l3,6,"観察する。に近いと思う。内容をしっかり分かりたくて、見る感じ。",22-3-2,image_top
u22_l3_p7,u22_l3,7,seeは、見える。目にはいるって感じ。,22-3-3,image_top
u22_l3_p8,u22_l3,8,"I can see Mt. Fuji.
富士山が見える。",22-3-3,image_top
u22_l3_p9,u22_l3,9,自分から見に行くとか、注意を向ける感じじゃなくて、目に入ってくる感じ。,22-3-3,image_top
u22_l3_p10,u22_l3,10,lookは、視線を向ける感じ。,22-3-4,image_top
u22_l3_p11,u22_l3,11,"Look at the dog.
あの犬を見て。",22-3-4,image_top
u22_l3_p12,u22_l3,12,他のものを見ていた状態から、わざわざスッと視線を向ける感じね。,22-3-4,image_top
u22_l3_p13,u22_l3,13,ピンポイントに視線を向けるから、lookにはat ~ が続きやすいよ。,22-3-4,image_top
