page_id,lesson_id,page_NO,text,image_NO,layout
u21_l5_p1,u21_l5,1,"2つのものを比べる言い方もある。
「比較級」とやらを使うんだけど、",21-5-1,image_top
u21_l5_p2,u21_l5,2,形容詞や副詞を「比較級」のカタチに活用するパターンと、,21-5-1,image_top
u21_l5_p3,u21_l5,3,形容詞や副詞はそのままで、「more」をつけるパターンがある。,21-5-1,image_top
u21_l5_p4,u21_l5,4,例文行ってみよー,21-5-1,image_top
u21_l5_p5,u21_l5,5,"Pochi is taller than Tama.
ポチは、より背が高い。タマよりも。",21-5-2-1,image_top
u21_l5_p6,u21_l5,6,こんなふうにtallっていう形容詞にerをつけて、,21-5-2-1,image_top
u21_l5_p7,u21_l5,7,"「より背が高い」
っていう感じにしてあげればOK。",21-5-2-2,image_top
u21_l5_p8,u21_l5,8,"このerが付いた形を
比較級というよ。",21-5-2-3,image_top
u21_l5_p9,u21_l5,9,あとは誰と比較してるのかを足してあげると完璧。,21-5-2-4,image_top
u21_l5_p10,u21_l5,10,"than Tama.
タマよりも。
ってね。",21-5-2-4,image_top
u21_l5_p11,u21_l5,11,"She runs faster than Pochi.
彼女はポチよりも速く走る。",21-5-3-1,image_top
u21_l5_p12,u21_l5,12,"これもfastにerをつけて
「より速い」っていう感じで
比較級にしてる。",21-5-3-3,image_top
u21_l5_p13,u21_l5,13,そうそう、,21-5-3-3,image_top
u21_l5_p14,u21_l5,14,"基本的に、erをつけるパターンのときは
単語にerをつければいいんだけど、",21-5-3-3,image_top
u21_l5_p15,u21_l5,15,"good → better
bad → worse
little → less
muchやmany → more
になるのは覚えておいて！！",21-5-4,image_top
