page_id,lesson_id,page_NO,text,image_NO,layout
u21_l7_p1,u21_l7,1,"tall → taller みたいに
erをつけて、
「（比較して）より高い」って言い方を学んだね。",21-7-1,image_top
u21_l7_p2,u21_l7,2,でも、erをつけないパターンもある。,21-7-1,image_top
u21_l7_p3,u21_l7,3,"beautifulみたいに
erつけたら、なんか長ったらしいなって時とか、",21-7-2-1,image_top
u21_l7_p4,u21_l7,4,"slowly にerつけたらなんか発音しにくいな
って時とか。",21-7-2-2,image_top
u21_l7_p5,u21_l7,5,"そういうときは
more beautiful
more slowly
っていうふうにmoreをつけて",21-7-2-3,image_top
u21_l7_p6,u21_l7,6,比較級にしてあげるんだ。,21-7-2-3,image_top
u21_l7_p7,u21_l7,7,"This game is more exciting than that one.
このゲームはあのゲームより面白い。",21-7-3-1,image_top
u21_l7_p8,u21_l7,8,"She speaks English more slowly than I do.
彼女は、英語を、私よりもゆっくり話すよ",21-7-3-2,image_top
u21_l7_p9,u21_l7,9,あと、会話の流れでは,21-7-3-2,image_top
u21_l7_p10,u21_l7,10,"This one is better.
こっちの方がいい。（ほかのより）",21-7-4-1,image_top
u21_l7_p11,u21_l7,11,"Please speak more slowly. 
（今より）ゆっくり話してください。",21-7-4-2,image_top
u21_l7_p12,u21_l7,12,みたいに、than〇〇が省略されることもあるよ。,21-7-4-2,image_top
u21_l7_p13,u21_l7,13,比較対象をわざわざ言わなくても伝わる場合ね。,21-7-4-2,image_top
