page_id,lesson_id,page_NO,text,image_NO,layout
u28_l2_p1,u28_l2,1,"フォニックスっていう、
なんかかっこいい響きの言葉
知ってる？",28-2-1-1,image_top
u28_l2_p2,u28_l2,2,"フォニックスってのは
「アルファベットを実際はどのように発音しがちか」
を身につける練習のこと。",28-2-1-2,image_top
u28_l2_p3,u28_l2,3,"例えば、Aの文字は
「エィ」と呼ぶけど",28-2-2-1,image_top
u28_l2_p4,u28_l2,4,"単語の中では、
「ェァ」とか
「（ぼんやりした）ァ」で
発音する。",28-2-2-1,image_top
u28_l2_p5,u28_l2,5,"Bの文字は
「ビー」って呼ぶけど",28-2-2-2,image_top
u28_l2_p6,u28_l2,6,単語の中では「ブ」の母音（う）を除いたものに近い音で発音する。,28-2-2-2,image_top
u28_l2_p7,u28_l2,7,そしてそれを組み合わせて、単語の発音が成り立ってる。,28-2-2-3,image_top
u28_l2_p8,u28_l2,8,それをひたすら繰り返して聞いて身につけるのをフォニックスっていうんだ。,28-2-2-3,image_top
u28_l2_p9,u28_l2,9,それをすることで英単語の文字を見て,28-2-2-3,image_top
u28_l2_p10,u28_l2,10,だいたいの発音を予測することができる。,28-2-2-3,image_top
u28_l2_p11,u28_l2,11,僕たち日本人は、ローマ字というものを先に倣うよね。,28-2-3,image_top
u28_l2_p12,u28_l2,12,その読み方が、英語の発音とだいぶ違うことがある。,28-2-3,image_top
u28_l2_p13,u28_l2,13,（ちなみに、ローマのあるイタリアの発音は、ローマ字読みと結構近いよ～）,28-2-3,image_top
u28_l2_p14,u28_l2,14,だから、フォニックスをやって、「ローマ字読みとどう違うか？」を一旦知っておいたほうがいい。,28-2-3,image_top
u28_l2_p15,u28_l2,15,例えば、「u」は「う」じゃなくて「（軽めの）あ」,28-2-4-1,image_top
u28_l2_p16,u28_l2,16,「o」は「お」じゃなくて「（口を広く開けた）あ」,28-2-4-2,image_top
u28_l2_p17,u28_l2,17,"「oo」は「おー」じゃなくて「うー」
みたいな感じ。",28-2-4-3,image_top
u28_l2_p18,u28_l2,18,このアプリではフォニックスはやらないけど、,28-2-4-3,image_top
u28_l2_p19,u28_l2,19,ぜひYoutubeとかで「フォニックス」って調べて耳慣らしをしてみてね,28-2-4-3,image_top
u28_l2_p20,u28_l2,20,多分、1日もやれば十分だと思う！,28-2-4-3,image_top
u28_l2_p21,u28_l2,21,…という、おすすめ情報でした。,28-2-4-3,image_top
