page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u10_l5_p1,u10_l5,1,"助動詞は超便利だから
どんどんバリエーションを
増やしていこう！",,,10-5-1,image_top
u10_l5_p2,u10_l5,2,今回は、「may」,,,10-5-1,image_top
u10_l5_p3,u10_l5,3,"may は
「〜してもいい（許可）」
「〜かもしれない（推測）」
の2つの意味があるよ。",,,10-5-2,image_top
u10_l5_p4,u10_l5,4,"次の例文で、どっちの意味か
想像しながら見てみよう。",,,10-5-2,image_top
u10_l5_p5,u10_l5,5,You may use my phone.,,,10-5-3-1,image_top
u10_l5_p6,u10_l5,6,"（あなたは）私の電話使っていいよ。
これは「〜してもいい（許可）」だね",,,10-5-3-2,image_top
u10_l5_p7,u10_l5,7,She may be at home.,,,10-5-3-3,image_top
u10_l5_p8,u10_l5,8,"彼女は家にいるかもしれない。
これは「かもしれない」だね",,,10-5-3-4,image_top
u10_l5_p9,u10_l5,9,さっきも出てきたけど、,,,10-5-3-4,image_top
u10_l5_p10,u10_l5,10,"助動詞のうしろのbe動詞は、
am are is ぜんぶ、
原形の「be」になるよ。",,,10-5-3-5,image_top
u10_l5_p11,u10_l5,11,"She is at home.→
She may be at home.
こんな感じ。",,,10-5-3-5,image_top
u10_l5_p12,u10_l5,12,"疑問文のときはcanと同じように
mayを先に出す。",,,10-5-4-1,image_top
u10_l5_p13,u10_l5,13,"May I open the window?
窓を空けてもいいですか？（許可）",,,10-5-4-1,image_top
u10_l5_p14,u10_l5,14,"否定文のときは、
canと同じように
notをつける。",,,10-5-4-2,image_top
u10_l5_p15,u10_l5,15,"He may not come today.
彼は今日は来ないかもしれない。
（推測）",,,10-5-4-2,image_top
u10_l5_p16,u10_l5,16,"You may not enter this room.
この部屋に入ってはいけないよ。
（許可の意味）",,,10-5-4-3,image_top
u10_l5_p17,u10_l5,17,ちなみに、may not の省略形は無いよ。,,,10-5-4-3,image_top
u10_l5_p18,u10_l5,18,それじゃ、mayの練習パートだ！,,,10-5-4-3,image_top
