page_id,lesson_id,page_NO,text,image_NO,layout
u37_l3_p1,u37_l3,1,"お次は相づち。
前のUnitでもやったけど、どんどん広げていこう。",37-3-1,image_top
u37_l3_p2,u37_l3,2,"I got a new puppy!
子犬を飼い始めたんだ！",37-3-2-1,image_top
u37_l3_p3,u37_l3,3,"— Really? So cute!
ほんと？かわいい！",37-3-2-1,image_top
u37_l3_p4,u37_l3,4,"I saw a bear on the trail.
山道でクマ見たんだよ。",37-3-2-2,image_top
u37_l3_p5,u37_l3,5,"— No way!
うそでしょ！",37-3-2-2,image_top
u37_l3_p6,u37_l3,6,"I'm moving to Canada.
カナダに引っ越すんだ。",37-3-3-1,image_top
u37_l3_p7,u37_l3,7,"— Oh yeah? When?
そうなの？いつ？",37-3-3-1,image_top
u37_l3_p8,u37_l3,8,"This math is so hard.
この数学むずすぎ。",37-3-3-2,image_top
u37_l3_p9,u37_l3,9,"— I know, right?
だよね！",37-3-3-2,image_top
u37_l3_p10,u37_l3,10,"So, I quit my job.
でさ、仕事辞めたんだ。",37-3-4-1,image_top
u37_l3_p11,u37_l3,11,"— Wait, really?
え、ほんとに？",37-3-4-1,image_top
u37_l3_p12,u37_l3,12,"I finally finished my project.
やっとプロジェクト終わった。",37-3-4-2,image_top
u37_l3_p13,u37_l3,13,"— Nice! Good job.
いいね！おつかれ。",37-3-4-2,image_top
u37_l3_p14,u37_l3,14,軽く打てるやつを、いくつか口ぐせにしておくと便利だよ。,37-3-4-2,image_top
