page_id,lesson_id,page_NO,text,image_NO,layout
u10_l3_p1,u10_l3,1,"前のレッスンで、
canの使い方が
「～できる」以外に
いくつかあるって言ったけど、",10-3-1,image_top
u10_l3_p2,u10_l3,2,一つずつ紹介していくね。,10-3-1,image_top
u10_l3_p3,u10_l3,3,"「〜してもいい？」
「～は可能？」という聞き方、
質問のかたちでよく
使われるよ。",10-3-2-1,image_top
u10_l3_p4,u10_l3,4,"Can I use this pen？
このペン、使っていい？",10-3-2-2,image_top
u10_l3_p5,u10_l3,5,"許可を求めているみたいだけど、
どちらかと言うと、",10-3-2-2,image_top
u10_l3_p6,u10_l3,6,"「このペン、私が使うことは可能？」
みたいに、",10-3-2-3,image_top
u10_l3_p7,u10_l3,7,できるかどうかを聞いているってほうが近いと思う。,10-3-2-3,image_top
u10_l3_p8,u10_l3,8,"もう一つの使い方は、
「〜なことがある」",10-3-3-1,image_top
u10_l3_p9,u10_l3,9,"He can be rude.
彼、（時々）失礼なことあるよ。",10-3-3-2,image_top
u10_l3_p10,u10_l3,10,"こんな感じに、
理論上・経験上「起こりえる」
という意味で
canを使うこともある。",10-3-3-3,image_top
u10_l3_p11,u10_l3,11,"ちなみにここのbeは、
be動詞の原形ね。",10-3-3-4,image_top
u10_l3_p12,u10_l3,12,"助動詞の後は、
be動詞も忘れず原形に
戻してあげるんだ。",10-3-3-4,image_top
