page_id,lesson_id,page_NO,text,deco_words,style,image_NO,layout
u8_l2_p1,u8_l2,1,"もう既に感じてると思うけど、
英語と日本語の語順は
全然違う。",,,8-2-1,image_top
u8_l2_p2,u8_l2,2,"それなのに私たちは、
英語を頭から理解していかないと",,,8-2-1,image_top
u8_l2_p3,u8_l2,3,"とてもじゃないけど
話し言葉を聞き取れないし
理解できない。",,,8-2-1,image_top
u8_l2_p4,u8_l2,4,"どんどん話が
先に行っちゃうから。",,,8-2-1,image_top
u8_l2_p5,u8_l2,5,"だから、ぜひ
英語を頭から理解していく
クセをつけよう。",,,8-2-1,image_top
u8_l2_p6,u8_l2,6,"例えば
I often read books in my room.
って文なら、",,,8-2-2-1,image_top
u8_l2_p7,u8_l2,7,"アタマから、
私は、よく、読む、本を。
何の中かというと、私の、部屋で。
という順番で",,,8-2-2-2,image_top
u8_l2_p8,u8_l2,8,"理解する。
英語の順番のまま理解するんだ。",,,8-2-2-2,image_top
u8_l2_p9,u8_l2,9,"日本語の文にしようとしないで。
私は→部屋で…って
後ろに飛んではいけないよ。",,,8-2-2-2,image_top
u8_l2_p10,u8_l2,10,"もっと言うと、
次の手を予想しながら
聞けるようになるとなお良し！",,,8-2-2-3,image_top
u8_l2_p11,u8_l2,11,"「I」だから「私の」行動か
様子を言いたいのかな？",,,8-2-2-3,image_top
u8_l2_p12,u8_l2,12,"「often」が来たから、
次は動詞かな？",,,8-2-2-3,image_top
u8_l2_p13,u8_l2,13,"「read」が来たから
次は本とか新聞とか
説明が続きそうだな",,,8-2-2-3,image_top
u8_l2_p14,u8_l2,14,"「books」が来たけど
それだけだと当たり前すぎるから
もうちょっと
言いたいことありそうだな…",,,8-2-2-3,image_top
u8_l2_p15,u8_l2,15,ってね。,,,8-2-2-3,image_top
u8_l2_p16,u8_l2,16,"文法を学んで、
たくさん練習して、",,,8-2-3,image_top
u8_l2_p17,u8_l2,17,"頭で考えなくても
ポンポン出てくるまで
しっかり身につけたら",,,8-2-3,image_top
u8_l2_p18,u8_l2,18,次の手を予想できる。,,,8-2-3,image_top
u8_l2_p19,u8_l2,19,"リスニング（聞き取り）は、
常に次の手を期待しながら
聞き取るんだ。",,,8-2-3,image_top
u8_l2_p20,u8_l2,20,"みんなも、日本語を話したり
聞いたりするときに",,,8-2-3,image_top
u8_l2_p21,u8_l2,21,"無意識にそうしてると
思うよ。",,,8-2-3,image_top
u8_l2_p22,u8_l2,22,"次に何が来るかな、と
無意識に予想してるはず。",,,8-2-3,image_top
u8_l2_p23,u8_l2,23,だから、,,,8-2-1,image_top
u8_l2_p24,u8_l2,24,"文法をしっかり身につけて、
文を頭から理解することを
目標として",,,8-2-1,image_top
u8_l2_p25,u8_l2,25,がんばってみてね！,,,8-2-1,image_top
